fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7732997
0.05,0.025,0.733843
0.05,0.1,0.71377707
0.1,0.1,0.71311045
0.1,0.175,0.7083106
0.15,0.175,0.70328295
0.15,0.225,0.697628
0.225,0.225,0.69319767
0.225,0.35,0.6499383
0.25,0.35,0.6481681
0.25,0.4,0.63587517
0.275,0.4,0.63563895
0.275,0.475,0.6287299
0.3,0.475,0.6132929
0.3,0.525,0.5922531
0.35,0.525,0.57938963
0.35,0.55,0.57881963
0.45,0.55,0.56760997
0.45,0.575,0.56745666
0.55,0.575,0.5595548
0.55,0.6,0.5583439
0.575,0.6,0.5578772
0.575,0.625,0.5552907
0.6,0.625,0.5548259
0.6,0.65,0.5532263
0.675,0.65,0.54982674
0.675,0.725,0.54762685
0.75,0.725,0.499096
0.75,0.75,0.48124307
0.775,0.75,0.47072053
0.775,0.775,0.46643135
0.825,0.775,0.41686368
0.825,0.825,0.41535777
0.85,0.825,0.4136677
0.85,0.875,0.41051283
0.875,0.875,0.40942326
0.875,0.925,0.4074419
0.9,0.925,0.40690526
0.9,0.95,0.40556
0.925,0.95,0.40553457
0.925,0.975,0.40495008
0.95,0.975,0.40486667
0.95,1.0,0.24027844
1.0,1.0,0.12647799
