fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.79411083
0.025,0.05,0.7884074
0.15,0.05,0.7631879
0.15,0.1,0.6620542
0.175,0.1,0.65231717
0.175,0.125,0.5798343
0.2,0.125,0.5783376
0.2,0.2,0.57592076
0.225,0.2,0.5756501
0.225,0.3,0.5740925
0.275,0.3,0.57385504
0.275,0.325,0.57383233
0.35,0.325,0.5726753
0.35,0.35,0.57211524
0.375,0.35,0.5678765
0.375,0.375,0.5677695
0.4,0.375,0.5676497
0.4,0.425,0.565007
0.475,0.425,0.55636936
0.475,0.45,0.55224705
0.5,0.45,0.5520598
0.5,0.475,0.547849
0.525,0.475,0.54722047
0.525,0.575,0.52134955
0.575,0.575,0.5069426
0.575,0.6,0.49042735
0.6,0.6,0.48847884
0.6,0.625,0.48720664
0.625,0.625,0.4809794
0.625,0.65,0.4775619
0.7,0.65,0.46471164
0.7,0.7,0.43572435
0.75,0.7,0.42032486
0.75,0.725,0.41840774
0.8,0.725,0.40771967
0.8,0.775,0.3829284
0.825,0.775,0.3659489
0.825,0.85,0.35568106
0.85,0.85,0.35416928
0.85,0.875,0.3514099
0.9,0.875,0.33269686
0.9,0.9,0.32415336
0.95,0.9,0.2894322
0.95,0.975,0.21970788
0.975,0.975,0.18978645
0.975,1.0,0.16545062
1.0,1.0,0.14635554
