target_id,attack,auc,auc_record_ci95_low,auc_record_ci95_high,valid_record_bootstrap_replicates,n_member,n_nonmember,fpr_resolution,membership_convention,source_file,ci_method,bootstrap_unit,bootstrap_replicates,experiment,dataset,architecture,model_type,run_id,model_seed,data_seed,seed,attack_feature_mode,learning_rate,n_wires,depth,ql_ent,ql_op,fm_kind,reps,fm_ent,fm_op,pad_mode,vector_train,vector_valid,vector_test,role,source_run_id,ql_rev,original_acc_train,original_acc_test,original_gap,batch_size,epochs,extra_feats,structural_cell_id,risk_level,balanced_accuracy_crossfit,membership_advantage_crossfit,crossfit_tpr,crossfit_fpr,threshold_median,threshold_folds,tpr_at_requested_fpr_0p05,attained_fpr_0p05,expected_false_positives_0p05,resolvable_0p05,tpr_at_requested_fpr_0p1,attained_fpr_0p1,expected_false_positives_0p1,resolvable_0p1
ARCH_eff_control_mlp_qnn_s44,loss,0.56405,0.50829875,0.62095,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_eff_control_mlp_qnn_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,1622,44,43,44,pv+stats,0.01,6,2,linear,crz,eff_su2,1,linear,cx,wrap,200,200,200,eff_control,1622,False,0.865,0.71,0.155,16,100,False,eff_control|mlp_qnn,,0.5425,0.08500000000000008,0.67,0.585,-0.09823804348707199,5,0.035,0.05,10.0,True,0.1,0.095,20.0,True
ARCH_eff_control_mlp_qnn_s45,loss,0.573075,0.516099375,0.6287268749999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_eff_control_mlp_qnn_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,1622,45,43,45,pv+stats,0.01,6,2,linear,crz,eff_su2,1,linear,cx,wrap,200,200,200,eff_control,1622,False,0.865,0.71,0.155,16,100,False,eff_control|mlp_qnn,,0.56,0.12,0.795,0.675,-0.29448235034942627,5,0.035,0.04,10.0,True,0.095,0.1,20.0,True
ARCH_high_reupload_HQNN_s43,loss,0.5674,0.510225,0.622950625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_HQNN_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,hqnn,hqnn,1070,43,43,43,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.76,0.695,0.065,16,100,False,high_reupload|hqnn,high,0.55,0.09999999999999998,0.75,0.65,-0.05692117288708687,5,0.035,0.05,10.0,True,0.105,0.1,20.0,True
ARCH_high_reupload_HQNN_s44,loss,0.54375,0.487825,0.599976875,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_HQNN_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,hqnn,hqnn,1070,44,43,44,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.76,0.695,0.065,16,100,False,high_reupload|hqnn,high,0.54,0.07999999999999996,0.745,0.665,-1.0232487916946411,5,0.03,0.01,10.0,True,0.055,0.09,20.0,True
ARCH_high_reupload_HQNN_s45,loss,0.579275,0.5233,0.635525625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_HQNN_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,hqnn,hqnn,1070,45,43,45,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.76,0.695,0.065,16,100,False,high_reupload|hqnn,high,0.5675,0.135,0.825,0.69,-0.05530526861548424,5,0.03,0.03,10.0,True,0.04,0.09,20.0,True
ARCH_high_reupload_QCNN_s43,loss,0.5925499999999999,0.5347968750000001,0.649625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_QCNN_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qcnn,qcnn,1070,43,43,43,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.93,0.83,0.1,16,100,False,high_reupload|qcnn,high,0.6175,0.2350000000000001,0.805,0.57,-0.2358683943748474,5,0.035,0.045,10.0,True,0.08,0.095,20.0,True
ARCH_high_reupload_QCNN_s44,loss,0.6009,0.544674375,0.6547018749999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_QCNN_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qcnn,qcnn,1070,44,43,44,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.93,0.83,0.1,16,100,False,high_reupload|qcnn,high,0.63,0.26,0.92,0.66,-0.38573092222213745,5,0.065,0.045,10.0,True,0.145,0.09,20.0,True
ARCH_high_reupload_QCNN_s45,loss,0.5926499999999999,0.536649375,0.6476506249999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_QCNN_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qcnn,qcnn,1070,45,43,45,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.93,0.83,0.1,16,100,False,high_reupload|qcnn,high,0.5975,0.19500000000000006,0.905,0.71,-0.48630407452583313,5,0.13,0.045,10.0,True,0.215,0.1,20.0,True
ARCH_high_reupload_QNN_s43,loss,0.625875,0.571025,0.6798012499999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_QNN_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qnn,qnn,1070,43,43,43,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.765,0.34,0.425,16,100,False,high_reupload|qnn,high,0.585,0.16999999999999993,0.83,0.66,-1.1907812356948853,5,0.035,0.035,10.0,True,0.145,0.1,20.0,True
ARCH_high_reupload_QNN_s44,loss,0.618275,0.5626743750000001,0.6726525,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_QNN_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qnn,qnn,1070,44,43,44,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.765,0.34,0.425,16,100,False,high_reupload|qnn,high,0.595,0.19,0.615,0.425,-0.6398217678070068,5,0.06,0.05,10.0,True,0.145,0.085,20.0,True
ARCH_high_reupload_QNN_s45,loss,0.6557,0.601094375,0.709325625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_QNN_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qnn,qnn,1070,45,43,45,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.765,0.34,0.425,16,100,False,high_reupload|qnn,high,0.605,0.21000000000000008,0.775,0.565,-0.7561869025230408,5,0.09,0.05,10.0,True,0.13,0.1,20.0,True
ARCH_high_reupload_mlp_qnn_s43,loss,0.581075,0.523825,0.636825,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_mlp_qnn_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,1070,43,43,43,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.765,0.34,0.425,16,100,False,high_reupload|mlp_qnn,high,0.56,0.12,0.75,0.63,-0.0897488072514534,5,0.045,0.05,10.0,True,0.125,0.1,20.0,True
ARCH_high_reupload_mlp_qnn_s44,loss,0.6028749999999999,0.5464237500000001,0.656850625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_mlp_qnn_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,1070,44,43,44,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.765,0.34,0.425,16,100,False,high_reupload|mlp_qnn,high,0.5900000000000001,0.18000000000000005,0.93,0.75,-0.4180147051811218,5,0.05,0.045,10.0,True,0.125,0.09,20.0,True
ARCH_high_reupload_mlp_qnn_s45,loss,0.591,0.532874375,0.64537625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_high_reupload_mlp_qnn_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,1070,45,43,45,pv+stats,0.01,6,6,linear,crz,zz,5,linear,none,wrap,200,200,200,high_reupload,1070,False,0.765,0.34,0.425,16,100,False,high_reupload|mlp_qnn,high,0.5825,0.16499999999999992,0.69,0.525,-0.09574507176876068,5,0.095,0.05,10.0,True,0.15,0.095,20.0,True
ARCH_low_reupload_HQNN_s43,loss,0.561025,0.503249375,0.61745125,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_HQNN_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,hqnn,hqnn,182,43,43,43,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.64,0.63,0.01,16,100,False,low_reupload|hqnn,low,0.6000000000000001,0.20000000000000007,0.93,0.73,-0.0389413982629776,5,0.02,0.03,10.0,True,0.06,0.095,20.0,True
ARCH_low_reupload_HQNN_s44,loss,0.5457,0.4887475,0.602975625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_HQNN_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,hqnn,hqnn,182,44,43,44,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.64,0.63,0.01,16,100,False,low_reupload|hqnn,low,0.565,0.13,0.865,0.735,-0.03181435167789459,5,0.015,0.04,10.0,True,0.06,0.095,20.0,True
ARCH_low_reupload_HQNN_s45,loss,0.519725,0.46524875,0.5770006249999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_HQNN_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,hqnn,hqnn,182,45,43,45,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.64,0.63,0.01,16,100,False,low_reupload|hqnn,low,0.51,0.019999999999999907,0.695,0.675,-1.4151086807250977,5,0.055,0.05,10.0,True,0.115,0.1,20.0,True
ARCH_low_reupload_QCNN_s43,loss,0.526425,0.4698,0.5821512499999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_QCNN_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qcnn,qcnn,182,43,43,43,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.85,0.81,0.0399999999999999,16,100,False,low_reupload|qcnn,low,0.5175000000000001,0.03500000000000003,0.38,0.345,-0.017383594065904617,5,0.12,0.05,10.0,True,0.19,0.1,20.0,True
ARCH_low_reupload_QCNN_s44,loss,0.514375,0.457849375,0.5713775,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_QCNN_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qcnn,qcnn,182,44,43,44,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.85,0.81,0.0399999999999999,16,100,False,low_reupload|qcnn,low,0.51,0.020000000000000004,0.095,0.075,-0.005258474033325911,5,0.12,0.05,10.0,True,0.14,0.095,20.0,True
ARCH_low_reupload_QCNN_s45,loss,0.541775,0.485298125,0.598175,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_QCNN_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qcnn,qcnn,182,45,43,45,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.85,0.81,0.0399999999999999,16,100,False,low_reupload|qcnn,low,0.525,0.050000000000000044,0.65,0.6,-0.13551543653011322,5,0.075,0.05,10.0,True,0.13,0.09,20.0,True
ARCH_low_reupload_QNN_s43,loss,0.518475,0.46214875,0.574675625,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_QNN_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qnn,qnn,182,43,43,43,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.725,0.595,0.13,16,100,False,low_reupload|qnn,low,0.5225,0.04500000000000004,0.755,0.71,-1.2004727125167847,5,0.03,0.04,10.0,True,0.12,0.095,20.0,True
ARCH_low_reupload_QNN_s44,loss,0.520875,0.46427375,0.57665125,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_QNN_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qnn,qnn,182,44,43,44,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.725,0.595,0.13,16,100,False,low_reupload|qnn,low,0.4925,-0.015000000000000013,0.615,0.63,-0.5992435812950134,5,0.045,0.05,10.0,True,0.11,0.09,20.0,True
ARCH_low_reupload_QNN_s45,loss,0.5528000000000001,0.49524937500000005,0.6090018749999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_QNN_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,qnn,qnn,182,45,43,45,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.725,0.595,0.13,16,100,False,low_reupload|qnn,low,0.51,0.020000000000000018,0.72,0.7,-0.9249666929244995,5,0.065,0.05,10.0,True,0.145,0.095,20.0,True
ARCH_low_reupload_mlp_qnn_s43,loss,0.5643124999999999,0.508199375,0.6197756249999999,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_mlp_qnn_s43/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,182,43,43,43,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.725,0.595,0.13,16,100,False,low_reupload|mlp_qnn,low,0.5525,0.10499999999999998,0.825,0.72,-0.4721219837665558,5,0.05,0.05,10.0,True,0.09,0.095,20.0,True
ARCH_low_reupload_mlp_qnn_s44,loss,0.56405,0.506475,0.618475,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_mlp_qnn_s44/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,182,44,43,44,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.725,0.595,0.13,16,100,False,low_reupload|mlp_qnn,low,0.5425,0.08500000000000008,0.67,0.585,-0.09823804348707199,5,0.035,0.05,10.0,True,0.1,0.095,20.0,True
ARCH_low_reupload_mlp_qnn_s45,loss,0.573075,0.51695,0.628953125,10000,200,200,0.005,0=member,reviewer_runs/architecture_control/ARCH_low_reupload_mlp_qnn_s45/target_attack_data.pt,stratified percentile bootstrap over member/non-member records,records,10000,architecture_control,mnist,mlp_qnn,mlp_qnn,182,45,43,45,pv+stats,0.01,6,2,linear,crz,z,1,none,none,wrap,200,200,200,low_reupload,182,False,0.725,0.595,0.13,16,100,False,low_reupload|mlp_qnn,low,0.56,0.12,0.795,0.675,-0.29448235034942627,5,0.035,0.04,10.0,True,0.095,0.1,20.0,True
