fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7493883
0.05,0.025,0.7395321
0.05,0.05,0.73757327
0.075,0.05,0.72887635
0.075,0.075,0.72608304
0.1,0.075,0.72594285
0.1,0.1,0.7257169
0.125,0.1,0.7245197
0.125,0.2,0.71041745
0.15,0.2,0.7082856
0.15,0.225,0.70760405
0.175,0.225,0.70759714
0.175,0.275,0.7042397
0.2,0.275,0.7003114
0.2,0.375,0.6909433
0.225,0.375,0.6842079
0.225,0.45,0.6745051
0.275,0.45,0.6659103
0.275,0.55,0.64902514
0.3,0.55,0.64647174
0.3,0.625,0.6259253
0.325,0.625,0.6235617
0.325,0.65,0.618851
0.4,0.65,0.600381
0.4,0.675,0.5957437
0.45,0.675,0.54057
0.45,0.7,0.5353578
0.575,0.7,0.5101677
0.575,0.725,0.51009965
0.6,0.725,0.5098149
0.6,0.825,0.50953156
0.625,0.825,0.50167185
0.625,0.875,0.49391976
0.675,0.875,0.47411558
0.675,0.9,0.45572788
0.7,0.9,0.45509586
0.7,0.925,0.43430814
0.8,0.925,0.39141026
0.8,0.95,0.37317228
0.85,0.95,0.24862884
0.85,0.975,0.23584603
0.9,0.975,0.13636419
0.9,1.0,0.11766569
1.0,1.0,0.07618402
