fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.75104886
0.025,0.025,0.71326244
0.025,0.1,0.678202
0.075,0.1,0.67714125
0.075,0.15,0.67245656
0.1,0.15,0.663319
0.1,0.2,0.6512518
0.15,0.2,0.64299095
0.15,0.225,0.6374231
0.175,0.225,0.6270254
0.175,0.275,0.62189996
0.2,0.275,0.61602634
0.2,0.325,0.6096549
0.225,0.325,0.60963553
0.225,0.525,0.59547687
0.275,0.525,0.5931232
0.275,0.55,0.59072495
0.325,0.55,0.58749825
0.325,0.575,0.5869575
0.35,0.575,0.5845738
0.35,0.6,0.58444256
0.375,0.6,0.5803309
0.375,0.625,0.5799647
0.425,0.625,0.5742288
0.425,0.65,0.57401687
0.45,0.65,0.5733852
0.45,0.675,0.57002133
0.5,0.675,0.5635355
0.5,0.7,0.5420785
0.55,0.7,0.52739996
0.55,0.725,0.51146066
0.65,0.725,0.48541057
0.65,0.775,0.46194077
0.7,0.775,0.44620213
0.7,0.825,0.4307501
0.775,0.825,0.41473582
0.775,0.85,0.41329426
0.825,0.85,0.40998837
0.825,0.875,0.3943367
0.85,0.875,0.37305975
0.85,0.925,0.34647846
0.875,0.925,0.3435836
0.875,0.95,0.3366543
0.9,0.95,0.32949653
0.9,0.975,0.29685256
0.975,0.975,0.19276297
0.975,1.0,0.15770541
1.0,1.0,0.07743355
