fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6822608
0.025,0.05,0.67460644
0.05,0.05,0.6719203
0.05,0.1,0.66317886
0.1,0.1,0.658903
0.1,0.15,0.6342544
0.125,0.15,0.6284254
0.125,0.175,0.62027913
0.15,0.175,0.6190749
0.15,0.225,0.60180473
0.175,0.225,0.60106117
0.175,0.275,0.5990593
0.2,0.275,0.59374464
0.2,0.3,0.59334815
0.275,0.3,0.575422
0.275,0.4,0.5652749
0.3,0.4,0.5613703
0.3,0.45,0.56008536
0.35,0.45,0.55549955
0.35,0.525,0.54467094
0.375,0.525,0.54359984
0.375,0.575,0.53716606
0.425,0.575,0.53258854
0.425,0.6,0.5316034
0.45,0.6,0.52510285
0.45,0.7,0.51324624
0.475,0.7,0.50916296
0.475,0.725,0.49487922
0.5,0.725,0.4943469
0.5,0.775,0.48616952
0.6,0.775,0.4716128
0.6,0.8,0.46987724
0.7,0.8,0.44367975
0.7,0.85,0.41863564
0.75,0.85,0.41089022
0.75,0.875,0.4090252
0.775,0.875,0.4061591
0.775,0.9,0.40523452
0.8,0.9,0.39797002
0.8,0.95,0.3903579
0.85,0.95,0.38085252
0.85,0.975,0.37749332
0.9,0.975,0.36812925
0.9,1.0,0.36126745
1.0,1.0,0.32976654
