fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.82443726
0.0,0.075,0.81593055
0.025,0.075,0.8124141
0.025,0.175,0.67887414
0.075,0.175,0.6578204
0.075,0.225,0.65294635
0.1,0.225,0.65049696
0.1,0.25,0.65025073
0.125,0.25,0.64877105
0.125,0.45,0.5924116
0.15,0.45,0.5923831
0.15,0.475,0.592043
0.225,0.475,0.59036195
0.225,0.525,0.58859813
0.275,0.525,0.57708544
0.275,0.625,0.5356759
0.325,0.625,0.5340952
0.325,0.7,0.53143096
0.375,0.7,0.519942
0.375,0.725,0.5175629
0.4,0.725,0.51563835
0.4,0.775,0.51092106
0.425,0.775,0.5091475
0.425,0.8,0.5079948
0.5,0.8,0.50629467
0.5,0.825,0.506292
0.55,0.825,0.4922601
0.55,0.85,0.48791057
0.65,0.85,0.4188841
0.65,0.9,0.40457597
0.675,0.9,0.35148627
0.675,0.925,0.30702347
0.725,0.925,0.22398828
0.725,0.95,0.1989447
0.75,0.95,0.19655965
0.75,1.0,0.18818137
1.0,1.0,0.05929222
