fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8406496
0.0,0.05,0.83137417
0.075,0.05,0.7899129
0.075,0.1,0.76597106
0.1,0.1,0.7629086
0.1,0.175,0.7435145
0.15,0.175,0.73495173
0.15,0.225,0.7287422
0.3,0.225,0.7176357
0.3,0.3,0.67511946
0.325,0.3,0.66762817
0.325,0.4,0.65710366
0.35,0.4,0.6484272
0.35,0.475,0.5699553
0.4,0.475,0.55888116
0.4,0.65,0.4960738
0.425,0.65,0.4940348
0.425,0.7,0.49066493
0.45,0.7,0.48787087
0.45,0.775,0.48682508
0.475,0.775,0.48664156
0.475,0.8,0.4853293
0.5,0.8,0.48522684
0.5,0.825,0.48441395
0.525,0.825,0.48408186
0.525,0.85,0.48289376
0.575,0.85,0.46936643
0.575,0.925,0.3073228
0.65,0.925,0.15293542
0.65,0.95,0.11690582
0.75,0.95,0.09115332
0.75,1.0,0.08310308
1.0,1.0,0.027007572
