fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.79201204
0.0,0.05,0.791935
0.05,0.05,0.7904469
0.05,0.075,0.7873513
0.075,0.075,0.7791583
0.075,0.125,0.77387816
0.15,0.125,0.7709867
0.15,0.15,0.7703157
0.175,0.15,0.77019256
0.175,0.4,0.61293834
0.2,0.4,0.60267335
0.2,0.425,0.5908259
0.25,0.425,0.58871853
0.25,0.45,0.58470833
0.275,0.45,0.58353096
0.275,0.525,0.56003064
0.325,0.525,0.55117947
0.325,0.6,0.5382495
0.425,0.6,0.5340979
0.425,0.65,0.4999885
0.45,0.65,0.48706925
0.45,0.7,0.45961428
0.475,0.7,0.45777166
0.475,0.75,0.45659047
0.5,0.75,0.45520505
0.5,0.8,0.45441917
0.525,0.8,0.45320424
0.525,0.825,0.4530693
0.575,0.825,0.45248172
0.575,0.85,0.45236543
0.6,0.85,0.45228213
0.6,0.875,0.45221102
0.625,0.875,0.4521189
0.625,0.9,0.45190546
0.75,0.9,0.42097712
0.75,0.975,0.3303715
0.775,0.975,0.2244349
0.775,1.0,0.21679337
1.0,1.0,0.04544346
