fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.8332226
0.075,0.0,0.791407
0.075,0.05,0.77049065
0.125,0.05,0.7458727
0.125,0.125,0.68018794
0.15,0.125,0.67393655
0.15,0.2,0.66147983
0.2,0.2,0.65659153
0.2,0.25,0.6290583
0.275,0.25,0.5986727
0.275,0.275,0.59862155
0.3,0.275,0.58575714
0.3,0.375,0.55595493
0.35,0.375,0.5466926
0.35,0.425,0.5432373
0.375,0.425,0.54293495
0.375,0.45,0.5287638
0.4,0.45,0.5272255
0.4,0.525,0.5211863
0.475,0.525,0.51585495
0.475,0.575,0.51489186
0.5,0.575,0.5136656
0.5,0.65,0.50773793
0.525,0.65,0.5063012
0.525,0.675,0.5043962
0.575,0.675,0.4936468
0.575,0.725,0.4837292
0.65,0.725,0.46765938
0.65,0.775,0.45102218
0.7,0.775,0.4461438
0.7,0.8,0.43514398
0.75,0.8,0.40243554
0.75,0.85,0.37648362
0.825,0.85,0.36394086
0.825,0.9,0.34920648
0.95,0.9,0.27899796
0.95,0.925,0.27345872
1.0,0.925,0.27052763
1.0,1.0,0.21461076
