fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5495581
0.075,0.0,0.5417875
0.075,0.075,0.54119194
0.2,0.075,0.5404914
0.2,0.125,0.54037845
0.25,0.125,0.5381341
0.25,0.175,0.53759897
0.325,0.175,0.536049
0.325,0.225,0.53363055
0.35,0.225,0.5335084
0.35,0.25,0.53349763
0.375,0.25,0.53325206
0.375,0.325,0.5297554
0.4,0.325,0.52901727
0.4,0.35,0.528236
0.45,0.35,0.5221695
0.45,0.4,0.5220929
0.475,0.4,0.5220671
0.475,0.425,0.5219596
0.5,0.425,0.5219235
0.5,0.45,0.52192324
0.525,0.45,0.52188456
0.525,0.475,0.521223
0.575,0.475,0.52074003
0.575,0.5,0.5205681
0.6,0.5,0.52036256
0.6,0.625,0.5197864
0.625,0.625,0.51969963
0.625,0.65,0.5196299
0.7,0.65,0.5172574
0.7,0.725,0.5095122
0.725,0.725,0.5084063
0.725,0.775,0.5050475
0.75,0.775,0.5045756
0.75,0.8,0.5025375
0.775,0.8,0.5013658
0.775,0.85,0.49873868
0.825,0.85,0.4952894
0.825,0.9,0.49517092
0.875,0.9,0.4905932
0.875,0.925,0.49048138
0.9,0.925,0.48724723
0.9,0.95,0.48637164
0.925,0.95,0.48148158
0.925,0.975,0.47974196
0.95,0.975,0.47913936
0.95,1.0,0.4721912
1.0,1.0,0.45507485
