fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7161287
0.025,0.1,0.6711197
0.05,0.1,0.66640854
0.05,0.15,0.6535352
0.075,0.15,0.6511546
0.075,0.175,0.64995927
0.175,0.175,0.6320379
0.175,0.2,0.62754655
0.2,0.2,0.62655175
0.2,0.225,0.62407374
0.225,0.225,0.6189991
0.225,0.3,0.61341304
0.25,0.3,0.6120166
0.25,0.325,0.60914284
0.35,0.325,0.60362333
0.35,0.35,0.598414
0.425,0.35,0.57974946
0.425,0.475,0.56178844
0.45,0.475,0.5556159
0.45,0.5,0.55491817
0.55,0.5,0.54007757
0.55,0.525,0.5141258
0.625,0.525,0.509494
0.625,0.6,0.50533044
0.65,0.6,0.49221233
0.65,0.625,0.48765647
0.675,0.625,0.4848277
0.675,0.65,0.4790681
0.7,0.65,0.47640502
0.7,0.675,0.47264314
0.75,0.675,0.4611163
0.75,0.7,0.45462638
0.775,0.7,0.4480473
0.775,0.85,0.4297574
0.85,0.85,0.4044197
0.85,0.875,0.39480835
0.925,0.875,0.3831688
0.925,0.95,0.36995026
0.975,0.95,0.32913497
0.975,1.0,0.2981127
1.0,1.0,0.14952995
