fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8280934
0.0,0.1,0.7559991
0.025,0.1,0.75368667
0.025,0.15,0.7129948
0.05,0.15,0.704748
0.05,0.2,0.700261
0.075,0.2,0.69964457
0.075,0.3,0.6547632
0.15,0.3,0.64329207
0.15,0.425,0.63739437
0.175,0.425,0.6366105
0.175,0.525,0.62922275
0.2,0.525,0.6271274
0.2,0.6,0.6212501
0.25,0.6,0.6159259
0.25,0.625,0.61051893
0.325,0.625,0.60145164
0.325,0.65,0.6012116
0.45,0.65,0.57614547
0.45,0.675,0.5759409
0.5,0.675,0.5679895
0.5,0.725,0.5553597
0.575,0.725,0.54691434
0.575,0.775,0.5433347
0.6,0.775,0.5424657
0.6,0.8,0.5421922
0.625,0.8,0.5348788
0.625,0.825,0.5335996
0.725,0.825,0.52035344
0.725,0.875,0.5028241
0.85,0.875,0.47477287
0.85,0.925,0.46708253
0.875,0.925,0.46536914
0.875,0.95,0.46239537
0.9,0.95,0.4400344
0.9,1.0,0.43189186
1.0,1.0,0.32762107
