fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.783189
0.0,0.05,0.7656208
0.025,0.05,0.7608494
0.025,0.1,0.7424794
0.075,0.1,0.71289146
0.075,0.125,0.7112417
0.15,0.125,0.6841093
0.15,0.2,0.6647524
0.175,0.2,0.6628167
0.175,0.225,0.6625253
0.225,0.225,0.65806973
0.225,0.275,0.6537439
0.275,0.275,0.6499479
0.275,0.325,0.6461382
0.3,0.325,0.6441473
0.3,0.35,0.63801795
0.325,0.35,0.637387
0.325,0.425,0.62973493
0.375,0.425,0.62169325
0.375,0.45,0.61824566
0.4,0.45,0.6163645
0.4,0.525,0.60504085
0.45,0.525,0.59367967
0.45,0.55,0.5912928
0.475,0.55,0.5858601
0.475,0.6,0.5805703
0.5,0.6,0.5681464
0.5,0.725,0.54119116
0.525,0.725,0.5131669
0.525,0.75,0.5120231
0.6,0.75,0.46880218
0.6,0.775,0.45639282
0.65,0.775,0.43281102
0.65,0.85,0.41539285
0.775,0.85,0.38349172
0.775,0.9,0.32329023
0.8,0.9,0.32039383
0.8,0.975,0.29800132
0.825,0.975,0.2747418
0.825,1.0,0.23991865
1.0,1.0,0.13222307
