fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5185775
0.15,0.0,0.5030727
0.15,0.075,0.50295883
0.225,0.075,0.5020536
0.225,0.15,0.50149035
0.25,0.15,0.5000105
0.25,0.225,0.4982303
0.3,0.225,0.49781418
0.3,0.275,0.49756303
0.375,0.275,0.4945391
0.375,0.325,0.49431932
0.425,0.325,0.49338868
0.425,0.4,0.4928877
0.45,0.4,0.4927614
0.45,0.425,0.49262112
0.475,0.425,0.49247074
0.475,0.45,0.49221423
0.5,0.45,0.4922082
0.5,0.475,0.4921577
0.525,0.475,0.4920431
0.525,0.5,0.4916368
0.55,0.5,0.49154222
0.55,0.525,0.49144027
0.65,0.525,0.4908995
0.65,0.575,0.49071383
0.675,0.575,0.4903082
0.675,0.65,0.48935863
0.7,0.65,0.48930714
0.7,0.7,0.48899934
0.725,0.7,0.48887068
0.725,0.8,0.48810008
0.75,0.8,0.48801616
0.75,0.825,0.48769304
0.875,0.825,0.48555133
0.875,0.85,0.48549742
0.9,0.85,0.48478487
0.9,0.975,0.4809454
1.0,0.975,0.47367793
1.0,1.0,0.47079372
