fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.63151526
0.0,0.075,0.6226558
0.025,0.075,0.6208367
0.025,0.1,0.61760515
0.05,0.1,0.61322117
0.05,0.125,0.61321557
0.075,0.125,0.6125552
0.075,0.175,0.60398644
0.125,0.175,0.59089166
0.125,0.2,0.5876189
0.2,0.2,0.5799083
0.2,0.275,0.57517177
0.225,0.275,0.5722724
0.225,0.3,0.56909364
0.275,0.3,0.5660083
0.275,0.325,0.56210434
0.3,0.325,0.56010824
0.3,0.375,0.5538677
0.375,0.375,0.5458095
0.375,0.425,0.54435706
0.425,0.425,0.5440568
0.425,0.45,0.5438936
0.5,0.45,0.53968924
0.5,0.525,0.5343847
0.525,0.525,0.5327926
0.525,0.6,0.5303996
0.55,0.6,0.52944446
0.55,0.625,0.5237308
0.625,0.625,0.51604754
0.625,0.725,0.510612
0.675,0.725,0.5069021
0.675,0.75,0.5054754
0.775,0.75,0.50206
0.775,0.85,0.490238
0.8,0.85,0.4890033
0.8,0.95,0.46579677
0.85,0.95,0.42930418
0.85,1.0,0.4010289
1.0,1.0,0.05070598
