fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7667171
0.025,0.05,0.7553959
0.05,0.05,0.75013554
0.05,0.075,0.73563504
0.125,0.075,0.6958025
0.125,0.125,0.68259394
0.15,0.125,0.6797785
0.15,0.15,0.6781395
0.2,0.15,0.6497416
0.2,0.225,0.641934
0.225,0.225,0.641787
0.225,0.25,0.6367739
0.25,0.25,0.63132477
0.25,0.325,0.62167484
0.325,0.325,0.6113869
0.325,0.35,0.6077075
0.35,0.35,0.6051262
0.35,0.425,0.60236835
0.375,0.425,0.5964709
0.375,0.45,0.59286493
0.45,0.45,0.5741736
0.45,0.65,0.55009335
0.525,0.65,0.5443616
0.525,0.7,0.54116166
0.575,0.7,0.538792
0.575,0.8,0.5192562
0.625,0.8,0.49308997
0.625,0.85,0.48892766
0.725,0.85,0.4750157
0.725,0.875,0.46933663
0.75,0.875,0.46785545
0.75,0.9,0.43641335
0.775,0.9,0.4286535
0.775,0.925,0.4258145
0.8,0.925,0.40794188
0.8,0.975,0.3768772
0.95,0.975,0.24848795
0.95,1.0,0.24650796
1.0,1.0,0.14469571
