fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6939499
0.025,0.025,0.69363403
0.05,0.025,0.6907791
0.05,0.075,0.65486544
0.075,0.075,0.6546385
0.075,0.15,0.64895344
0.1,0.15,0.64511687
0.1,0.25,0.61286193
0.175,0.25,0.59116185
0.175,0.275,0.5894262
0.2,0.275,0.56379944
0.2,0.35,0.5617136
0.225,0.35,0.5529052
0.225,0.5,0.53859293
0.25,0.5,0.5256233
0.25,0.525,0.5219653
0.3,0.525,0.51700515
0.3,0.55,0.5049464
0.325,0.55,0.504187
0.325,0.575,0.4982901
0.35,0.575,0.49757692
0.35,0.6,0.4972674
0.375,0.6,0.48984963
0.375,0.625,0.4897244
0.475,0.625,0.47371554
0.475,0.65,0.469509
0.525,0.65,0.45922154
0.525,0.675,0.45839047
0.55,0.675,0.4565866
0.55,0.725,0.45180055
0.7,0.725,0.423271
0.7,0.8,0.4149976
0.725,0.8,0.41482466
0.725,0.825,0.41344813
0.75,0.825,0.41203097
0.75,0.85,0.41018638
0.775,0.85,0.40747002
0.775,0.875,0.40603966
0.825,0.875,0.39615807
0.825,0.9,0.3950678
0.925,0.9,0.38915196
0.925,0.975,0.37391898
0.975,0.975,0.32392186
0.975,1.0,0.28910145
1.0,1.0,0.27882567
