fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8620898
0.0,0.05,0.8562574
0.075,0.05,0.72192246
0.075,0.075,0.712868
0.1,0.075,0.71044147
0.1,0.1,0.7099924
0.15,0.1,0.69324577
0.15,0.3,0.6041926
0.175,0.3,0.6023449
0.175,0.325,0.5985711
0.2,0.325,0.5963514
0.2,0.4,0.5877473
0.225,0.4,0.5692557
0.225,0.425,0.5687494
0.25,0.425,0.56819445
0.25,0.5,0.5570838
0.3,0.5,0.53764284
0.3,0.625,0.51413095
0.425,0.625,0.49831712
0.425,0.725,0.4862254
0.45,0.725,0.48420087
0.45,0.775,0.48291203
0.55,0.775,0.48277798
0.55,0.8,0.4827174
0.65,0.8,0.4751677
0.65,0.825,0.47164628
0.8,0.825,0.4099133
0.8,0.9,0.3331502
0.825,0.9,0.2938693
0.825,0.925,0.29381755
0.925,0.925,0.27879548
0.925,0.95,0.24055266
0.95,0.95,0.21829504
0.95,1.0,0.18307737
1.0,1.0,0.10557078
