scheme,heldout_scope,heldout_id,mode,shots,n_replicates,intercept_median,intercept_q05,intercept_q95,slope_median,slope_q05,slope_q95,scale_median,scale_q05,scale_q95,train_r_squared_median,train_r_squared_q05,train_r_squared_q95,test_r_squared_median,test_r_squared_q05,test_r_squared_q95,test_rmse_median,test_rmse_q05,test_rmse_q95,test_coverage_90pct_median,test_coverage_90pct_q05,test_coverage_90pct_q95,test_residual_skew_median,test_residual_skew_q05,test_residual_skew_q95,test_residual_excess_kurtosis_median,test_residual_excess_kurtosis_q05,test_residual_excess_kurtosis_q95
leave_target_out,target,MNIST_QNN_eff_su2_r1_d2_s44,noisy_shot,512,5,-0.15139030936378295,-0.17307347403303985,-0.12873606709236937,0.8484798369925276,0.8405400652046084,0.8672075009797182,0.823647905326982,0.8096336967180261,0.8377098604464677,0.7133041309150383,0.7045220446682758,0.7336573597691083,0.7504721880513787,0.6570826586965808,0.8221929723777728,0.7879977960479205,0.6737257644179796,0.892521056760309,0.9,0.8564102564102564,0.9452499999999999,-0.43583241720309285,-0.7116818977274174,-0.17235536288965497,1.6218252430242694,0.675403643634416,1.8409469424457336
leave_target_out,target,MNIST_QNN_eff_su2_r1_d2_s45,noisy_shot,1024,5,-0.11302574666069476,-0.12584985339891902,-0.1027365050362725,0.8519807527461482,0.8378417573863456,0.8548822499765384,0.6098136709320514,0.584034508381281,0.6263199271014319,0.8276885234701661,0.8118905273863929,0.8309806626848156,0.8571534843109299,0.738162725957876,0.8816092136360762,0.6179611880072653,0.5538086654867994,0.6944163894868642,0.8961538461538462,0.8505555555555555,0.9319999999999999,-0.04303768171323153,-0.3037238477315516,0.32243706571381336,0.9398838075905536,0.8219935025259507,1.205347667780406
leave_target_out,target,MNIST_QNN_eff_su2_r1_d2_s45,noisy_shot,128,5,-0.3130204471999601,-0.3366689662266144,-0.29640729156113127,0.8622437091382164,0.8465221605436537,0.8697822604964148,1.5276763880897468,1.4900700529241717,1.575823209675562,0.4347986208381467,0.404640437220192,0.44378176211477177,0.4070094073163856,0.22336385269537434,0.49243691507839016,1.600102463530465,1.3851480369143367,1.763972833913256,0.875,0.8407692307692308,0.9406666666666667,-0.39510162417492517,-0.4504534284113841,0.17275576380304747,0.8816554065865119,0.23739252171261419,1.8256991337900055
leave_target_out,target,MNIST_QNN_eff_su2_r1_d2_s45,noisy_shot,512,5,-0.14499603589319215,-0.173139801654335,-0.13659922354278461,0.8713211412662138,0.856543084436124,0.8757558388112909,0.8047052395990362,0.7772862783928991,0.8196852836534209,0.7407272197060308,0.7238792006964538,0.7496842564429634,0.7457491871375975,0.5399817284073561,0.7818303854156589,0.8637967637540296,0.7606646381205688,0.9429088739968007,0.88125,0.8264102564102564,0.897,-0.12828877797678254,-0.4315782033402995,0.3884776420982921,0.9358076242979472,0.3035905805858225,1.2380776353841543
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s43,noisy_shot,1024,5,-0.16493603030918247,-0.16979358963596258,-0.14901853193495854,0.8411711649305106,0.8258382918750371,0.8428437253566818,0.7205563838863239,0.7065727649237931,0.7230400874899499,0.894598309672498,0.8869496506977413,0.8995853044187562,0.8626309705838615,0.798991502780328,0.8953799112904797,0.748122312201168,0.6467375289956189,0.8130042442874803,0.8666666666666667,0.8463461538461539,0.926,-0.3794763755692732,-0.6376596492932587,-0.07681486746160193,0.07890712159205471,-0.2785152130030187,1.3196908299973158
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s43,noisy_shot,128,5,-0.43371816272760033,-0.4623741854611641,-0.41604758673424497,0.8538111389165702,0.8321189189644904,0.8554307144083069,1.778679024392426,1.7586311597848099,1.7937669350767083,0.5910081905653111,0.5558079579895163,0.5978015570117201,0.4200125449012223,0.35470377858154,0.6039211723391614,1.8660497274013923,1.700506265648145,2.013787623739921,0.8944444444444445,0.8473076923076923,0.911,-0.16067165168621292,-0.4032112927651609,0.14122006153086533,0.1964567524132681,0.12438113794618424,0.63683955873313
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s43,noisy_shot,512,5,-0.1923791723491015,-0.20763127326254094,-0.18319337354074028,0.8305573141345388,0.8198008216685864,0.8350841661588823,0.9430007409415181,0.9371831008107587,0.962131106426141,0.8292421263770748,0.8115373128017327,0.832885450128887,0.7698976840511024,0.71467304250844,0.8368787262099727,0.9624135690887679,0.9078191242855772,1.0246051654620731,0.875,0.8723931623931624,0.909,-0.13008156310648003,-0.5913312394543311,-0.01782834262559014,0.385517481405552,0.10271908128479197,0.5508675278547565
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,1024,5,-0.14546972638236433,-0.17513088742339117,-0.1374702965883702,0.8157339338623981,0.8108718329611561,0.8208604246399274,0.7291896498612078,0.7238551956044537,0.750733594253536,0.8861549546351427,0.8691872167250054,0.8917403135531379,0.8897317551431265,0.8444547405879549,0.9175166262526198,0.7214457477563258,0.6218340431574185,0.7681747810327035,0.9230769230769231,0.8854166666666666,0.949,0.17984272074084448,-0.1053921536566371,0.335208824305528,0.19975667175388923,-0.1719969932123667,0.46886405453091123
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,128,5,-0.46509239047625894,-0.49761437729770175,-0.4143898532937147,0.8182325384946715,0.8026401736577764,0.8375106203687155,1.8618171136687243,1.8333583005266068,1.8829383716806871,0.5538105879395652,0.50172409312721,0.5662520340965923,0.5706292645521587,0.47397891576141904,0.6455479941833495,1.7242308247887412,1.578832840656918,1.7471723612237564,0.93,0.9153333333333333,0.9469230769230769,0.01129833492199145,-0.15682582981252743,0.06587549602058079,0.29635830385973394,-0.35111525163479707,0.6020501141523664
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,512,5,-0.17264649510603225,-0.20050571039711337,-0.16352844355217028,0.8082023375933003,0.8011353225306448,0.8109877319430225,0.9681593910028874,0.9663222116073639,0.9892005143704902,0.8139146789743708,0.7839178181518194,0.8195109126722432,0.84759831821838,0.7562035057526179,0.8590168004789431,0.8807059538236781,0.8412193178587329,1.0129618569012204,0.915,0.8802222222222222,0.9303846153846154,0.042112570705987305,-0.30969084875340797,0.18417242862524183,0.1290068367201127,-0.0349525858113517,0.3352442881106399
