scheme,mode,shots,simulator_seed,contrast,comparator_attack,reference_count,auc_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
leave_cell_out,noisy_shot,128,6,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0031302222222222564,-0.003333333333333334,0.0013333333333333253
leave_cell_out,noisy_shot,128,6,affine_minus_noise_augmented,noise_augmented_lira,16,0.004831555555555589,-0.004666666666666666,0.0
leave_cell_out,noisy_shot,128,7,affine_minus_loss,loss_mia,16,0.012934222222222291,0.020666666666666667,0.04133333333333334
leave_cell_out,noisy_shot,128,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.006447555555555651,0.02,0.03133333333333334
leave_cell_out,noisy_shot,128,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.010928444444444518,0.024666666666666667,0.03266666666666668
leave_cell_out,noisy_shot,128,7,affine_minus_empirical_channel,empirical_channel_lira,16,-0.001793777777777672,0.003333333333333334,0.008000000000000007
leave_cell_out,noisy_shot,128,7,affine_minus_noise_augmented,noise_augmented_lira,16,0.0014066666666667782,-0.005999999999999998,0.009333333333333346
leave_cell_out,noisy_shot,128,8,affine_minus_loss,loss_mia,16,0.007035999999999931,0.014,0.03066666666666667
leave_cell_out,noisy_shot,128,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0059737777777777445,0.014,0.03066666666666667
leave_cell_out,noisy_shot,128,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.011468444444444392,0.018666666666666668,0.016666666666666663
leave_cell_out,noisy_shot,128,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.0016386666666665661,0.002666666666666668,-0.0020000000000000018
leave_cell_out,noisy_shot,128,8,affine_minus_noise_augmented,noise_augmented_lira,16,0.00917733333333337,0.0006666666666666661,-0.0026666666666666644
leave_cell_out,noisy_shot,128,9,affine_minus_loss,loss_mia,16,0.0012933333333333685,0.016,0.02866666666666666
leave_cell_out,noisy_shot,128,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.015825777777777827,0.02266666666666667,0.031333333333333324
leave_cell_out,noisy_shot,128,9,affine_minus_deconvolved_lira,deconvolved_lira,16,0.016801777777777693,0.018000000000000002,0.026666666666666658
leave_cell_out,noisy_shot,128,9,affine_minus_empirical_channel,empirical_channel_lira,16,0.00039599999999995195,0.004666666666666666,0.001999999999999988
leave_cell_out,noisy_shot,128,9,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0016302222222221996,0.0006666666666666661,-0.005333333333333343
leave_cell_out,noisy_shot,512,0,affine_minus_loss,loss_mia,16,0.025561333333333325,0.016666666666666666,0.058666666666666666
leave_cell_out,noisy_shot,512,0,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0022733333333332384,0.006000000000000002,0.02466666666666667
leave_cell_out,noisy_shot,512,0,affine_minus_deconvolved_lira,deconvolved_lira,16,0.006824888888888991,0.008,0.020000000000000004
leave_cell_out,noisy_shot,512,0,affine_minus_empirical_channel,empirical_channel_lira,16,0.0021813333333332574,0.005333333333333332,0.007999999999999993
leave_cell_out,noisy_shot,512,0,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0013084444444444454,0.0013333333333333322,-0.006000000000000005
leave_cell_out,noisy_shot,512,1,affine_minus_loss,loss_mia,16,0.013832444444444536,0.012666666666666666,0.04466666666666667
leave_cell_out,noisy_shot,512,1,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.00990000000000002,0.011999999999999999,0.038
leave_cell_out,noisy_shot,512,1,affine_minus_deconvolved_lira,deconvolved_lira,16,0.011478666666666748,0.011999999999999999,0.03
leave_cell_out,noisy_shot,512,1,affine_minus_empirical_channel,empirical_channel_lira,16,-9.644444444434352e-05,0.0,0.006000000000000005
leave_cell_out,noisy_shot,512,1,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0037719999999998866,-0.002666666666666668,-0.0026666666666666644
leave_cell_out,noisy_shot,512,2,affine_minus_loss,loss_mia,16,0.022871555555555534,0.015333333333333332,0.059333333333333335
leave_cell_out,noisy_shot,512,2,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008770222222222235,0.01,0.03
leave_cell_out,noisy_shot,512,2,affine_minus_deconvolved_lira,deconvolved_lira,16,0.007921777777777694,0.011333333333333332,0.030666666666666675
leave_cell_out,noisy_shot,512,2,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0005346666666666833,0.0006666666666666661,0.011999999999999997
leave_cell_out,noisy_shot,512,2,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0007800000000000029,0.0019999999999999983,-0.0013333333333333253
leave_cell_out,noisy_shot,512,3,affine_minus_loss,loss_mia,16,0.01362399999999997,0.014,0.05466666666666666
leave_cell_out,noisy_shot,512,3,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002718666666666758,0.014,0.039999999999999994
leave_cell_out,noisy_shot,512,3,affine_minus_deconvolved_lira,deconvolved_lira,16,0.011590666666666749,0.011333333333333332,0.041999999999999996
leave_cell_out,noisy_shot,512,3,affine_minus_empirical_channel,empirical_channel_lira,16,-0.00042400000000009097,0.0019999999999999983,0.0006666666666666626
leave_cell_out,noisy_shot,512,3,affine_minus_noise_augmented,noise_augmented_lira,16,-0.001953777777777832,-0.0013333333333333322,-0.003333333333333341
leave_cell_out,noisy_shot,512,4,affine_minus_loss,loss_mia,16,0.026342222222222156,0.018666666666666665,0.06133333333333334
leave_cell_out,noisy_shot,512,4,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.010386666666666655,0.010666666666666666,0.030666666666666675
leave_cell_out,noisy_shot,512,4,affine_minus_deconvolved_lira,deconvolved_lira,16,0.009113333333333307,0.009333333333333332,0.03266666666666666
leave_cell_out,noisy_shot,512,4,affine_minus_empirical_channel,empirical_channel_lira,16,0.003343555555555544,0.0006666666666666661,0.00866666666666667
leave_cell_out,noisy_shot,512,4,affine_minus_noise_augmented,noise_augmented_lira,16,0.0002444444444443805,0.0026666666666666644,0.0006666666666666765
leave_cell_out,noisy_shot,512,5,affine_minus_loss,loss_mia,16,0.02095866666666657,0.026,0.03866666666666667
leave_cell_out,noisy_shot,512,5,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.006615999999999955,0.016666666666666663,0.01733333333333334
leave_cell_out,noisy_shot,512,5,affine_minus_deconvolved_lira,deconvolved_lira,16,0.0086666666666666,0.011999999999999997,0.008000000000000007
leave_cell_out,noisy_shot,512,5,affine_minus_empirical_channel,empirical_channel_lira,16,0.004142222222222158,-0.003333333333333334,-0.011333333333333334
leave_cell_out,noisy_shot,512,5,affine_minus_noise_augmented,noise_augmented_lira,16,0.0005613333333333026,0.0019999999999999983,-0.0020000000000000018
leave_cell_out,noisy_shot,512,6,affine_minus_loss,loss_mia,16,0.021104000000000123,0.012,0.04533333333333333
leave_cell_out,noisy_shot,512,6,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.015409777777777856,0.0033333333333333322,0.026666666666666658
leave_cell_out,noisy_shot,512,6,affine_minus_deconvolved_lira,deconvolved_lira,16,0.01522800000000013,0.005333333333333332,0.027333333333333328
leave_cell_out,noisy_shot,512,6,affine_minus_empirical_channel,empirical_channel_lira,16,0.0013995555555557093,-0.006000000000000002,0.0026666666666666644
leave_cell_out,noisy_shot,512,6,affine_minus_noise_augmented,noise_augmented_lira,16,0.0004888888888889831,-0.0013333333333333322,0.004666666666666666
leave_cell_out,noisy_shot,512,7,affine_minus_loss,loss_mia,16,0.019364888888888987,0.013999999999999999,0.048
leave_cell_out,noisy_shot,512,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0018346666666667621,0.007333333333333332,0.020666666666666667
leave_cell_out,noisy_shot,512,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.0074986666666667645,0.0026666666666666644,0.01933333333333334
leave_cell_out,noisy_shot,512,7,affine_minus_empirical_channel,empirical_channel_lira,16,0.0008120000000000349,-0.0013333333333333357,0.0006666666666666765
leave_cell_out,noisy_shot,512,7,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0038053333333332162,0.0026666666666666644,0.0
leave_cell_out,noisy_shot,512,8,affine_minus_loss,loss_mia,16,0.024055555555555497,0.017333333333333333,0.05600000000000001
leave_cell_out,noisy_shot,512,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0022804444444444183,0.007333333333333334,0.020000000000000004
leave_cell_out,noisy_shot,512,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.008400444444444433,0.007333333333333334,0.014000000000000012
leave_cell_out,noisy_shot,512,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.0029422222222221794,-0.0006666666666666661,-0.001999999999999988
leave_cell_out,noisy_shot,512,8,affine_minus_noise_augmented,noise_augmented_lira,16,-0.002186666666666559,0.007333333333333334,0.0006666666666666765
leave_cell_out,noisy_shot,512,9,affine_minus_loss,loss_mia,16,0.0189395555555556,0.018,0.04733333333333334
leave_cell_out,noisy_shot,512,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.01581022222222228,0.016666666666666666,0.024000000000000007
leave_cell_out,noisy_shot,512,9,affine_minus_deconvolved_lira,deconvolved_lira,16,0.015383111111111236,0.005999999999999998,0.014666666666666675
leave_cell_out,noisy_shot,512,9,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0027244444444444182,0.0,-0.004666666666666666
leave_cell_out,noisy_shot,512,9,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0028031111111110896,0.0019999999999999983,-0.01266666666666666
leave_cell_out,noisy_shot,1024,0,affine_minus_loss,loss_mia,16,0.032824444444444434,0.021333333333333336,0.06199999999999999
leave_cell_out,noisy_shot,1024,0,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.010903555555555666,0.013333333333333334,0.015333333333333324
leave_cell_out,noisy_shot,1024,0,affine_minus_deconvolved_lira,deconvolved_lira,16,0.008960888888888907,0.00866666666666667,0.025333333333333333
leave_cell_out,noisy_shot,1024,0,affine_minus_empirical_channel,empirical_channel_lira,16,0.0006933333333333236,0.006000000000000002,-0.0040000000000000036
leave_cell_out,noisy_shot,1024,0,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0068617777777777444,-0.0013333333333333322,-0.0013333333333333391
leave_cell_out,noisy_shot,1024,1,affine_minus_loss,loss_mia,16,0.01971422222222219,0.012666666666666665,0.05533333333333334
leave_cell_out,noisy_shot,1024,1,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.009001333333333417,0.006666666666666666,0.030666666666666675
leave_cell_out,noisy_shot,1024,1,affine_minus_deconvolved_lira,deconvolved_lira,16,0.0113577777777778,0.0013333333333333322,0.011999999999999997
leave_cell_out,noisy_shot,1024,1,affine_minus_empirical_channel,empirical_channel_lira,16,0.00010711111111105787,0.0,-0.0059999999999999915
leave_cell_out,noisy_shot,1024,1,affine_minus_noise_augmented,noise_augmented_lira,16,-0.006596444444444405,-0.0013333333333333357,0.004666666666666666
leave_cell_out,noisy_shot,1024,2,affine_minus_loss,loss_mia,16,0.025713333333333366,0.022,0.062
leave_cell_out,noisy_shot,1024,2,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.005842222222222193,0.01133333333333333,0.02133333333333333
leave_cell_out,noisy_shot,1024,2,affine_minus_deconvolved_lira,deconvolved_lira,16,0.01139733333333337,0.010666666666666665,0.013999999999999999
leave_cell_out,noisy_shot,1024,2,affine_minus_empirical_channel,empirical_channel_lira,16,0.004085777777777744,0.0066666666666666645,0.0020000000000000018
leave_cell_out,noisy_shot,1024,2,affine_minus_noise_augmented,noise_augmented_lira,16,-0.004751555555555509,0.0019999999999999983,-0.0020000000000000018
leave_cell_out,noisy_shot,1024,3,affine_minus_loss,loss_mia,16,0.024760000000000115,0.012,0.056
leave_cell_out,noisy_shot,1024,3,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.004440444444444469,0.009333333333333332,0.026666666666666672
leave_cell_out,noisy_shot,1024,3,affine_minus_deconvolved_lira,deconvolved_lira,16,0.006258666666666635,0.004,0.019333333333333327
leave_cell_out,noisy_shot,1024,3,affine_minus_empirical_channel,empirical_channel_lira,16,-0.00016933333333335465,-0.004,-0.006666666666666668
leave_cell_out,noisy_shot,1024,3,affine_minus_noise_augmented,noise_augmented_lira,16,-0.003918666666666626,-0.002666666666666668,-0.009333333333333332
leave_cell_out,noisy_shot,1024,4,affine_minus_loss,loss_mia,16,0.02881022222222207,0.019333333333333334,0.05333333333333334
leave_cell_out,noisy_shot,1024,4,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.012091111111110942,0.003333333333333334,0.025333333333333333
leave_cell_out,noisy_shot,1024,4,affine_minus_deconvolved_lira,deconvolved_lira,16,0.013127999999999918,0.013333333333333334,0.02333333333333333
leave_cell_out,noisy_shot,1024,4,affine_minus_empirical_channel,empirical_channel_lira,16,0.00565866666666659,0.003333333333333334,-0.0026666666666666644
leave_cell_out,noisy_shot,1024,4,affine_minus_noise_augmented,noise_augmented_lira,16,-0.004422666666666686,0.002666666666666668,0.0020000000000000018
leave_cell_out,noisy_shot,1024,5,affine_minus_loss,loss_mia,16,0.02527333333333337,0.022,0.05533333333333333
leave_cell_out,noisy_shot,1024,5,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.009298666666666677,0.010666666666666665,0.027333333333333334
leave_cell_out,noisy_shot,1024,5,affine_minus_deconvolved_lira,deconvolved_lira,16,0.008270222222222179,0.010666666666666665,0.022000000000000006
leave_cell_out,noisy_shot,1024,5,affine_minus_empirical_channel,empirical_channel_lira,16,0.0003435555555555414,0.008,0.003333333333333341
leave_cell_out,noisy_shot,1024,5,affine_minus_noise_augmented,noise_augmented_lira,16,-0.007452444444444373,0.004,-0.005333333333333329
leave_cell_out,noisy_shot,1024,6,affine_minus_loss,loss_mia,16,0.025148888888888887,0.010000000000000002,0.05466666666666667
leave_cell_out,noisy_shot,1024,6,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.012724000000000069,0.005333333333333334,0.027999999999999997
leave_cell_out,noisy_shot,1024,6,affine_minus_deconvolved_lira,deconvolved_lira,16,0.017788444444444496,0.004666666666666668,0.025333333333333333
leave_cell_out,noisy_shot,1024,6,affine_minus_empirical_channel,empirical_channel_lira,16,0.006318666666666584,-0.0006666666666666661,0.008000000000000007
leave_cell_out,noisy_shot,1024,6,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0011351111111110868,-0.0006666666666666661,0.003333333333333341
leave_cell_out,noisy_shot,1024,7,affine_minus_loss,loss_mia,16,0.03250933333333328,0.007333333333333334,0.057333333333333326
leave_cell_out,noisy_shot,1024,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002878666666666585,0.002,0.016
leave_cell_out,noisy_shot,1024,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.005193333333333272,-0.0019999999999999983,0.013333333333333336
leave_cell_out,noisy_shot,1024,7,affine_minus_empirical_channel,empirical_channel_lira,16,0.003884444444444357,-0.002666666666666668,-0.008000000000000007
leave_cell_out,noisy_shot,1024,7,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0030142222222222514,-0.002666666666666668,0.0
leave_cell_out,noisy_shot,1024,8,affine_minus_loss,loss_mia,16,0.029557777777777794,0.013333333333333332,0.058
leave_cell_out,noisy_shot,1024,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003600444444444517,0.0019999999999999983,0.02266666666666667
leave_cell_out,noisy_shot,1024,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.007867111111111047,0.002666666666666668,0.006666666666666668
leave_cell_out,noisy_shot,1024,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.004997777777777768,-0.0006666666666666661,0.0013333333333333391
leave_cell_out,noisy_shot,1024,8,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0012342222222221366,-0.0006666666666666661,0.006000000000000005
leave_cell_out,noisy_shot,1024,9,affine_minus_loss,loss_mia,16,0.016940888888889116,0.02,0.06066666666666666
leave_cell_out,noisy_shot,1024,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008304888888888917,0.014666666666666666,0.03
leave_cell_out,noisy_shot,1024,9,affine_minus_deconvolved_lira,deconvolved_lira,16,0.010883111111111177,0.011333333333333334,0.017333333333333326
leave_cell_out,noisy_shot,1024,9,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0027768888888887178,0.004,0.003333333333333327
leave_cell_out,noisy_shot,1024,9,affine_minus_noise_augmented,noise_augmented_lira,16,-0.008306222222222104,0.0013333333333333322,0.003333333333333327
leave_target_out,noisy_shot,128,0,affine_minus_loss,loss_mia,16,0.02356266666666662,0.012666666666666668,0.044000000000000004
leave_target_out,noisy_shot,128,0,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.025974222222222232,0.004666666666666668,0.03133333333333334
leave_target_out,noisy_shot,128,0,affine_minus_deconvolved_lira,deconvolved_lira,16,0.021040888888888887,0.006666666666666668,0.02266666666666667
leave_target_out,noisy_shot,128,0,affine_minus_empirical_channel,empirical_channel_lira,16,-0.003703555555555571,-0.008,-0.0059999999999999915
leave_target_out,noisy_shot,128,0,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0014062222222221976,-0.0066666666666666645,-0.010666666666666658
leave_target_out,noisy_shot,128,1,affine_minus_loss,loss_mia,16,-0.013295555555555505,0.016,0.02466666666666667
leave_target_out,noisy_shot,128,1,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.006677333333333424,0.022,0.033999999999999996
leave_target_out,noisy_shot,128,1,affine_minus_deconvolved_lira,deconvolved_lira,16,0.02014400000000005,0.022,0.035333333333333335
leave_target_out,noisy_shot,128,1,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0034911111111111115,-0.0013333333333333357,0.007333333333333331
leave_target_out,noisy_shot,128,1,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0025742222222222555,-0.0019999999999999983,0.005333333333333329
leave_target_out,noisy_shot,128,2,affine_minus_loss,loss_mia,16,0.0014462222222221266,0.011333333333333332,0.04466666666666666
leave_target_out,noisy_shot,128,2,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003371555555555461,0.016,0.027333333333333328
leave_target_out,noisy_shot,128,2,affine_minus_deconvolved_lira,deconvolved_lira,16,0.010314666666666583,0.010666666666666666,0.032666666666666656
leave_target_out,noisy_shot,128,2,affine_minus_empirical_channel,empirical_channel_lira,16,-0.00021199999999998997,0.0013333333333333322,-0.006000000000000005
leave_target_out,noisy_shot,128,2,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0005724444444444865,-0.0006666666666666696,-0.005333333333333343
leave_target_out,noisy_shot,128,3,affine_minus_loss,loss_mia,16,0.01732177777777788,0.015333333333333332,0.048666666666666664
leave_target_out,noisy_shot,128,3,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0007613333333333916,0.013999999999999999,0.027333333333333334
leave_target_out,noisy_shot,128,3,affine_minus_deconvolved_lira,deconvolved_lira,16,0.01673777777777785,0.018,0.02933333333333333
leave_target_out,noisy_shot,128,3,affine_minus_empirical_channel,empirical_channel_lira,16,-0.00019911111111092783,0.0,-0.003333333333333341
leave_target_out,noisy_shot,128,3,affine_minus_noise_augmented,noise_augmented_lira,16,0.007427111111111162,0.0013333333333333322,-0.010000000000000009
leave_target_out,noisy_shot,128,4,affine_minus_loss,loss_mia,16,0.028090222222222128,0.009333333333333332,0.027333333333333334
leave_target_out,noisy_shot,128,4,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.014477777777777812,0.01133333333333333,0.021333333333333336
leave_target_out,noisy_shot,128,4,affine_minus_deconvolved_lira,deconvolved_lira,16,0.016543111111111064,0.010666666666666665,0.016000000000000007
leave_target_out,noisy_shot,128,4,affine_minus_empirical_channel,empirical_channel_lira,16,0.0012471111111110877,-0.0020000000000000018,-0.0020000000000000018
leave_target_out,noisy_shot,128,4,affine_minus_noise_augmented,noise_augmented_lira,16,0.005441777777777768,-0.004,-0.0013333333333333253
leave_target_out,noisy_shot,128,5,affine_minus_loss,loss_mia,16,0.01573044444444449,0.015333333333333332,0.03866666666666666
leave_target_out,noisy_shot,128,5,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.01460488888888889,0.013333333333333332,0.025999999999999995
leave_target_out,noisy_shot,128,5,affine_minus_deconvolved_lira,deconvolved_lira,16,0.02182088888888889,0.012,0.020666666666666667
leave_target_out,noisy_shot,128,5,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0025453333333333994,0.0013333333333333322,0.01266666666666666
leave_target_out,noisy_shot,128,5,affine_minus_noise_augmented,noise_augmented_lira,16,-0.004378222222222172,0.0019999999999999983,0.009999999999999995
leave_target_out,noisy_shot,128,6,affine_minus_loss,loss_mia,16,0.01892511111111117,0.017333333333333333,0.03133333333333334
leave_target_out,noisy_shot,128,6,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.005958222222222198,0.004,-0.0013333333333333253
leave_target_out,noisy_shot,128,6,affine_minus_deconvolved_lira,deconvolved_lira,16,0.00905866666666677,0.005999999999999998,0.0
leave_target_out,noisy_shot,128,6,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0026800000000000157,-0.0006666666666666696,-0.0040000000000000036
leave_target_out,noisy_shot,128,6,affine_minus_noise_augmented,noise_augmented_lira,16,0.003774666666666704,-0.0006666666666666696,-0.005333333333333329
leave_target_out,noisy_shot,128,7,affine_minus_loss,loss_mia,16,0.013547555555555535,0.022,0.04533333333333333
leave_target_out,noisy_shot,128,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.007060888888888894,0.021333333333333333,0.03533333333333333
leave_target_out,noisy_shot,128,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.016243555555555567,0.024666666666666667,0.029333333333333322
leave_target_out,noisy_shot,128,7,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0011253333333333115,-0.0026666666666666644,0.0020000000000000018
leave_target_out,noisy_shot,128,7,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0015311111111110387,0.004666666666666666,0.007333333333333331
leave_target_out,noisy_shot,128,8,affine_minus_loss,loss_mia,16,0.008045777777777707,0.017333333333333333,0.028000000000000004
leave_target_out,noisy_shot,128,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.006983555555555521,0.017333333333333333,0.028000000000000004
leave_target_out,noisy_shot,128,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.015966666666666574,0.021333333333333336,0.020000000000000004
leave_target_out,noisy_shot,128,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.003031555555555565,-0.0006666666666666661,-0.005333333333333329
leave_target_out,noisy_shot,128,8,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0030204444444444922,-0.0006666666666666661,-0.010666666666666658
leave_target_out,noisy_shot,128,9,affine_minus_loss,loss_mia,16,-0.00027022222222228276,0.013333333333333332,0.046
leave_target_out,noisy_shot,128,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.014262222222222176,0.02,0.048666666666666664
