scheme,mode,shots,simulator_seed,nominal_fpr,contrast,comparator_attack,reference_count,actual_fpr_difference,calibrated_tpr_difference
leave_target_out,noisy_shot,1024,5,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.009333333333333332,0.013999999999999999
leave_target_out,noisy_shot,1024,6,0.01,affine_minus_loss,loss_mia,16,0.0013333333333333322,0.007333333333333334
leave_target_out,noisy_shot,1024,6,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.001333333333333334,0.003333333333333334
leave_target_out,noisy_shot,1024,6,0.05,affine_minus_loss,loss_mia,16,-0.0013333333333333322,0.052000000000000005
leave_target_out,noisy_shot,1024,6,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0026666666666666713,0.016
leave_target_out,noisy_shot,1024,7,0.01,affine_minus_loss,loss_mia,16,-0.001333333333333334,0.010666666666666668
leave_target_out,noisy_shot,1024,7,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0006666666666666661,0.004
leave_target_out,noisy_shot,1024,7,0.05,affine_minus_loss,loss_mia,16,-0.006666666666666668,0.060666666666666674
leave_target_out,noisy_shot,1024,7,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0013333333333333322,0.01733333333333334
leave_target_out,noisy_shot,1024,8,0.01,affine_minus_loss,loss_mia,16,0.002,0.012
leave_target_out,noisy_shot,1024,8,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.002666666666666668
leave_target_out,noisy_shot,1024,8,0.05,affine_minus_loss,loss_mia,16,-0.005999999999999998,0.060000000000000005
leave_target_out,noisy_shot,1024,8,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0020000000000000018,0.018666666666666665
leave_target_out,noisy_shot,1024,9,0.01,affine_minus_loss,loss_mia,16,0.0006666666666666661,0.011333333333333334
leave_target_out,noisy_shot,1024,9,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.004666666666666666
leave_target_out,noisy_shot,1024,9,0.05,affine_minus_loss,loss_mia,16,-0.0026666666666666644,0.06066666666666667
leave_target_out,noisy_shot,1024,9,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0026666666666666644,0.018666666666666665
