scope,scope_id,scheme,mode,shots,simulator_seed,attack,reference_count,nominal_fpr,n_member,n_nonmember,actual_fpr,calibrated_tpr
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,9,deconvolved_lira,16,0.01,100,100,0.08,0.06
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,9,deconvolved_lira,16,0.01,100,100,0.04,0.05
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,0,deconvolved_lira,16,0.05,300,300,0.11666666666666667,0.18
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,0,deconvolved_lira,16,0.05,100,100,0.09,0.2
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,0,deconvolved_lira,16,0.05,100,100,0.12,0.19
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,0,deconvolved_lira,16,0.05,100,100,0.14,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,1,deconvolved_lira,16,0.05,300,300,0.12666666666666668,0.11333333333333333
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,1,deconvolved_lira,16,0.05,100,100,0.1,0.13
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,1,deconvolved_lira,16,0.05,100,100,0.13,0.13
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,1,deconvolved_lira,16,0.05,100,100,0.15,0.08
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,2,deconvolved_lira,16,0.05,300,300,0.13666666666666666,0.12333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,2,deconvolved_lira,16,0.05,100,100,0.14,0.11
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,2,deconvolved_lira,16,0.05,100,100,0.13,0.13
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,2,deconvolved_lira,16,0.05,100,100,0.14,0.13
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,3,deconvolved_lira,16,0.05,300,300,0.15,0.11666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,3,deconvolved_lira,16,0.05,100,100,0.13,0.1
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,3,deconvolved_lira,16,0.05,100,100,0.19,0.14
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,3,deconvolved_lira,16,0.05,100,100,0.13,0.11
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,4,deconvolved_lira,16,0.05,300,300,0.15,0.16333333333333333
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,4,deconvolved_lira,16,0.05,100,100,0.15,0.16
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,4,deconvolved_lira,16,0.05,100,100,0.19,0.17
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,4,deconvolved_lira,16,0.05,100,100,0.11,0.16
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,5,deconvolved_lira,16,0.05,300,300,0.12333333333333334,0.15333333333333332
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,5,deconvolved_lira,16,0.05,100,100,0.12,0.18
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,5,deconvolved_lira,16,0.05,100,100,0.12,0.13
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,5,deconvolved_lira,16,0.05,100,100,0.13,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,6,deconvolved_lira,16,0.05,300,300,0.14333333333333334,0.11333333333333333
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,6,deconvolved_lira,16,0.05,100,100,0.15,0.14
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,6,deconvolved_lira,16,0.05,100,100,0.12,0.09
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,6,deconvolved_lira,16,0.05,100,100,0.16,0.11
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,7,deconvolved_lira,16,0.05,300,300,0.12666666666666668,0.14
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,7,deconvolved_lira,16,0.05,100,100,0.14,0.14
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,7,deconvolved_lira,16,0.05,100,100,0.08,0.17
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,7,deconvolved_lira,16,0.05,100,100,0.16,0.11
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,8,deconvolved_lira,16,0.05,300,300,0.12,0.15
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,8,deconvolved_lira,16,0.05,100,100,0.12,0.17
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,8,deconvolved_lira,16,0.05,100,100,0.1,0.14
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,8,deconvolved_lira,16,0.05,100,100,0.14,0.14
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,9,deconvolved_lira,16,0.05,300,300,0.12666666666666668,0.14333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,9,deconvolved_lira,16,0.05,100,100,0.1,0.14
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,9,deconvolved_lira,16,0.05,100,100,0.17,0.11
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,9,deconvolved_lira,16,0.05,100,100,0.11,0.18
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.01,300,300,0.0033333333333333335,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.01,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.05,300,300,0.01,0.02
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.05,100,100,0.0,0.02
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.05,100,100,0.02,0.02
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,0,affine_channel_lira,16,0.05,100,100,0.01,0.02
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.05,300,300,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,1,affine_channel_lira,16,0.05,100,100,0.02,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.05,300,300,0.006666666666666667,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.05,100,100,0.0,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,2,affine_channel_lira,16,0.05,100,100,0.01,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.05,300,300,0.006666666666666667,0.013333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.05,100,100,0.0,0.03
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,3,affine_channel_lira,16,0.05,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.05,300,300,0.006666666666666667,0.016666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.05,100,100,0.0,0.03
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.05,100,100,0.02,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,4,affine_channel_lira,16,0.05,100,100,0.0,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.05,300,300,0.0033333333333333335,0.016666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.05,100,100,0.0,0.02
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,5,affine_channel_lira,16,0.05,100,100,0.0,0.02
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.05,300,300,0.006666666666666667,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,6,affine_channel_lira,16,0.05,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.05,300,300,0.0,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,7,affine_channel_lira,16,0.05,100,100,0.0,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.05,300,300,0.013333333333333334,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.05,100,100,0.0,0.02
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,8,affine_channel_lira,16,0.05,100,100,0.03,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.05,300,300,0.013333333333333334,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.05,100,100,0.02,0.02
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,9,affine_channel_lira,16,0.05,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.01,300,300,0.0,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.01,100,100,0.0,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,9,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,9,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,9,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,9,empirical_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.05,300,300,0.006666666666666667,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.05,100,100,0.0,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,0,empirical_channel_lira,16,0.05,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.05,300,300,0.006666666666666667,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.05,100,100,0.02,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,1,empirical_channel_lira,16,0.05,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.05,300,300,0.013333333333333334,0.006666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,2,empirical_channel_lira,16,0.05,100,100,0.02,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.05,300,300,0.01,0.016666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.05,100,100,0.0,0.02
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.05,100,100,0.02,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,3,empirical_channel_lira,16,0.05,100,100,0.01,0.02
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.05,300,300,0.01,0.006666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.05,100,100,0.02,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,4,empirical_channel_lira,16,0.05,100,100,0.0,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.05,300,300,0.0,0.013333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.05,100,100,0.0,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.05,100,100,0.0,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,5,empirical_channel_lira,16,0.05,100,100,0.0,0.02
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.05,300,300,0.006666666666666667,0.006666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.05,100,100,0.0,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,6,empirical_channel_lira,16,0.05,100,100,0.01,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.05,300,300,0.0,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,512,7,empirical_channel_lira,16,0.05,100,100,0.0,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.05,300,300,0.01,0.013333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,512,8,empirical_channel_lira,16,0.05,100,100,0.0,0.01
