scope,scope_id,scheme,mode,shots,simulator_seed,attack,reference_count,nominal_fpr,n_member,n_nonmember,actual_fpr,calibrated_tpr
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,2,latent_lira_mismatched,16,0.05,100,100,0.19,0.13
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,2,latent_lira_mismatched,16,0.05,100,100,0.13,0.17
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,3,latent_lira_mismatched,16,0.05,300,300,0.15333333333333332,0.14333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,3,latent_lira_mismatched,16,0.05,100,100,0.16,0.15
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,3,latent_lira_mismatched,16,0.05,100,100,0.16,0.13
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,3,latent_lira_mismatched,16,0.05,100,100,0.14,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,4,latent_lira_mismatched,16,0.05,300,300,0.17333333333333334,0.17
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,4,latent_lira_mismatched,16,0.05,100,100,0.15,0.14
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,4,latent_lira_mismatched,16,0.05,100,100,0.2,0.22
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,4,latent_lira_mismatched,16,0.05,100,100,0.17,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,5,latent_lira_mismatched,16,0.05,300,300,0.17,0.18
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,5,latent_lira_mismatched,16,0.05,100,100,0.19,0.17
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,5,latent_lira_mismatched,16,0.05,100,100,0.15,0.18
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,5,latent_lira_mismatched,16,0.05,100,100,0.17,0.19
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,6,latent_lira_mismatched,16,0.05,300,300,0.16666666666666666,0.17
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,6,latent_lira_mismatched,16,0.05,100,100,0.16,0.18
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,6,latent_lira_mismatched,16,0.05,100,100,0.18,0.17
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,6,latent_lira_mismatched,16,0.05,100,100,0.16,0.16
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,7,latent_lira_mismatched,16,0.05,300,300,0.18333333333333332,0.15666666666666668
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,7,latent_lira_mismatched,16,0.05,100,100,0.16,0.17
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,7,latent_lira_mismatched,16,0.05,100,100,0.2,0.21
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,7,latent_lira_mismatched,16,0.05,100,100,0.19,0.09
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,8,latent_lira_mismatched,16,0.05,300,300,0.15666666666666668,0.17333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,8,latent_lira_mismatched,16,0.05,100,100,0.17,0.2
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,8,latent_lira_mismatched,16,0.05,100,100,0.18,0.18
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,8,latent_lira_mismatched,16,0.05,100,100,0.12,0.14
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,9,latent_lira_mismatched,16,0.05,300,300,0.18333333333333332,0.16
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,9,latent_lira_mismatched,16,0.05,100,100,0.21,0.16
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,9,latent_lira_mismatched,16,0.05,100,100,0.18,0.15
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,9,latent_lira_mismatched,16,0.05,100,100,0.16,0.17
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.01,300,300,0.08,0.1
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.01,100,100,0.07,0.08
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.01,100,100,0.07,0.08
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.01,100,100,0.1,0.14
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.01,300,300,0.07333333333333333,0.06333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.01,100,100,0.06,0.11
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.01,100,100,0.1,0.04
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.01,100,100,0.06,0.04
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.01,300,300,0.07333333333333333,0.07
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.01,100,100,0.07,0.1
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.01,100,100,0.11,0.02
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.01,100,100,0.04,0.09
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.01,300,300,0.06,0.07666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.01,100,100,0.06,0.08
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.01,100,100,0.03,0.07
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.01,100,100,0.09,0.08
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.01,300,300,0.08666666666666667,0.08
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.01,100,100,0.07,0.07
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.01,100,100,0.1,0.1
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.01,100,100,0.09,0.07
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.01,300,300,0.09333333333333334,0.08666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.01,100,100,0.1,0.09
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.01,100,100,0.08,0.08
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.01,100,100,0.1,0.09
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.01,300,300,0.05,0.1
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.01,100,100,0.06,0.13
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.01,100,100,0.04,0.08
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.01,100,100,0.05,0.09
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.01,300,300,0.09,0.08666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.01,100,100,0.11,0.08
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.01,100,100,0.08,0.15
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.01,100,100,0.08,0.03
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.01,300,300,0.06,0.07666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.01,100,100,0.05,0.08
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.01,100,100,0.06,0.1
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.01,100,100,0.07,0.05
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.01,300,300,0.08,0.11333333333333333
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.01,100,100,0.07,0.08
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.01,100,100,0.1,0.12
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.01,100,100,0.07,0.14
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.05,300,300,0.17666666666666667,0.19666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.05,100,100,0.15,0.17
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.05,100,100,0.2,0.24
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,0,deconvolved_lira,16,0.05,100,100,0.18,0.18
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.05,300,300,0.13333333333333333,0.13666666666666666
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.05,100,100,0.16,0.14
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.05,100,100,0.14,0.16
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,1,deconvolved_lira,16,0.05,100,100,0.1,0.11
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.05,300,300,0.15,0.16333333333333333
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.05,100,100,0.15,0.16
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.05,100,100,0.16,0.16
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,2,deconvolved_lira,16,0.05,100,100,0.14,0.17
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.05,300,300,0.17666666666666667,0.18
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.05,100,100,0.18,0.21
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.05,100,100,0.17,0.16
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,3,deconvolved_lira,16,0.05,100,100,0.18,0.17
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.05,300,300,0.18333333333333332,0.18333333333333332
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.05,100,100,0.11,0.15
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.05,100,100,0.22,0.25
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,4,deconvolved_lira,16,0.05,100,100,0.22,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.05,300,300,0.16,0.19333333333333333
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.05,100,100,0.16,0.21
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.05,100,100,0.16,0.2
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,5,deconvolved_lira,16,0.05,100,100,0.16,0.17
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.05,300,300,0.15666666666666668,0.17666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.05,100,100,0.19,0.18
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.05,100,100,0.15,0.19
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,6,deconvolved_lira,16,0.05,100,100,0.13,0.16
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.05,300,300,0.17,0.18666666666666668
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.05,100,100,0.19,0.2
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.05,100,100,0.15,0.21
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,7,deconvolved_lira,16,0.05,100,100,0.17,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.05,300,300,0.13,0.17666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.05,100,100,0.12,0.19
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.05,100,100,0.16,0.19
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,8,deconvolved_lira,16,0.05,100,100,0.11,0.15
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.05,300,300,0.17,0.18333333333333332
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.05,100,100,0.17,0.17
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.05,100,100,0.2,0.18
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,9,deconvolved_lira,16,0.05,100,100,0.14,0.2
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.01,300,300,0.0033333333333333335,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.01,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.01,300,300,0.0033333333333333335,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.01,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.01,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.05,300,300,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,0,affine_channel_lira,16,0.05,100,100,0.01,0.02
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.05,300,300,0.006666666666666667,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,1,affine_channel_lira,16,0.05,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.05,300,300,0.016666666666666666,0.0033333333333333335
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.05,100,100,0.02,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.05,100,100,0.02,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,2,affine_channel_lira,16,0.05,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.05,300,300,0.01,0.006666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.05,100,100,0.0,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.05,100,100,0.01,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,3,affine_channel_lira,16,0.05,100,100,0.02,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.05,300,300,0.02666666666666667,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.05,100,100,0.02,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.05,100,100,0.03,0.02
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,4,affine_channel_lira,16,0.05,100,100,0.03,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.05,300,300,0.0033333333333333335,0.023333333333333334
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.05,100,100,0.0,0.03
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,5,affine_channel_lira,16,0.05,100,100,0.0,0.03
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.05,300,300,0.013333333333333334,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,6,affine_channel_lira,16,0.05,100,100,0.02,0.01
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.05,300,300,0.0033333333333333335,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.05,100,100,0.0,0.02
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.05,100,100,0.01,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,7,affine_channel_lira,16,0.05,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.05,300,300,0.0,0.006666666666666667
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.05,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.05,100,100,0.0,0.02
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,8,affine_channel_lira,16,0.05,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.05,300,300,0.016666666666666666,0.01
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.05,100,100,0.02,0.02
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.05,100,100,0.03,0.01
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,9,affine_channel_lira,16,0.05,100,100,0.0,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,0,empirical_channel_lira,16,0.01,300,300,0.0033333333333333335,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,0,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s44,leave_cell_out,noisy_shot,128,0,empirical_channel_lira,16,0.01,100,100,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s45,leave_cell_out,noisy_shot,128,0,empirical_channel_lira,16,0.01,100,100,0.01,0.0
cell,eff_su2_r1_d2,leave_cell_out,noisy_shot,128,1,empirical_channel_lira,16,0.01,300,300,0.0,0.0
target,MNIST_QNN_eff_su2_r1_d2_s43,leave_cell_out,noisy_shot,128,1,empirical_channel_lira,16,0.01,100,100,0.0,0.0
