scheme,heldout_scope,heldout_id,calibration_ids,mode,shots,fold,n_train_public_nonmember_pairs,n_test_heldout_nonmember_pairs,intercept,slope,scale,train_rmse,train_r_squared,train_residual_mean,train_residual_std,train_residual_skew,train_residual_excess_kurtosis,train_coverage_90pct,test_rmse,test_r_squared,test_residual_mean,test_residual_std,test_residual_skew,test_residual_excess_kurtosis,test_coverage_90pct
leave_target_out,target,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,noisy_shot,512,0,1600,200,-0.16614039680566917,0.7356304496656011,0.8095033582128948,0.8089972604089934,0.8859499483253468,-2.3980817331903383e-16,0.8089972604089934,-0.06777253770307984,0.02213915873028549,0.901875,0.7260884376095563,0.9368366842176508,0.1612541531496816,0.7079558724399887,-0.0643399867593233,0.3086325849995637,0.935
leave_target_out,target,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,noisy_shot,512,1,1640,180,-0.14154435036349722,0.7319016589269695,0.8118309373776348,0.8113357675008998,0.9027035424493463,-1.1264701908391832e-16,0.8113357675008998,-0.05042065544658969,-0.038958024402704794,0.9036585365853659,0.7082055380441529,0.8852294944218654,-0.08337410424845268,0.7032807709991623,0.036666216080256914,-0.1791438653617754,0.9388888888888889
leave_target_out,target,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,noisy_shot,512,2,1680,160,-0.15283460675158622,0.7316455170688367,0.8163810211243164,0.8158949353288406,0.8990562465576425,1.4380031557049647e-16,0.8158949353288406,-0.014934670804623061,-0.2031869484990576,0.9,0.6252304563754134,0.9182514167194542,0.08569871835055604,0.6193293576542935,0.04057833272973199,0.05411253107952163,0.9625
leave_target_out,target,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,noisy_shot,512,3,1480,260,-0.13779609915650015,0.7332777107992912,0.7978625461627078,0.7973232675974365,0.9056854524432121,-2.784559369870663e-16,0.7973232675974365,-0.04809563647468906,-0.12879505286405113,0.9060810810810811,0.8001019714546428,0.8628721127777818,0.09271460720777035,0.7947120021340529,-0.07194482070633505,0.8399634080976748,0.9038461538461539
leave_target_out,target,MNIST_QNN_zz_r1_d6_s44,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45,noisy_shot,512,4,1600,200,-0.1954318554076122,0.7401139876421251,0.8245765416070933,0.8240610201177483,0.894279441649884,2.575717417130363e-16,0.8240610201177481,-0.01726414304693483,-0.10783915280867618,0.895625,0.6015354262275586,0.907448159330734,0.23199465899191982,0.554998510994393,0.35570618505639046,0.1564077645151487,0.96
leave_target_out,target,MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44,noisy_shot,512,0,1600,200,-0.08254157337111656,0.7364625689905898,0.7557424383664506,0.7552699516442006,0.8927471612055845,-1.4432899320127036e-17,0.7552699516442006,-0.03928238019770685,0.3338374279298226,0.90125,0.7621240194790372,0.9383825968189808,-0.16836944408615537,0.7432931799532422,0.11852191235834844,-0.5877751465003551,0.895
leave_target_out,target,MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44,noisy_shot,512,1,1640,180,-0.033922221743997394,0.7266350178914727,0.7604216482008176,0.7599578350145124,0.9083768334338164,-2.77284970052722e-16,0.7599578350145124,-0.062280307806803666,0.34950379312375324,0.9054878048780488,0.8202590734377991,0.8700091536359476,-0.3187734284162002,0.7557833346223098,-0.050147428737499875,-0.3141424049932846,0.8666666666666667
leave_target_out,target,MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44,noisy_shot,512,2,1680,160,-0.03442873926303647,0.7236545885478702,0.7728159750006347,0.7723558285025605,0.9025634838540502,-2.1226406875571446e-16,0.7723558285025605,-0.01418865615236648,0.07251326734508101,0.9041666666666667,0.7888630677966939,0.8820345704067493,-0.07450054974989215,0.7853372573745467,0.03871285203781723,-0.09391968097437697,0.86875
leave_target_out,target,MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44,noisy_shot,512,3,1480,260,-0.036802713262722,0.7199135112375171,0.7443093868255027,0.7438063050601339,0.9075897209257718,2.4604942707908876e-17,0.7438063050601339,-0.056347666748577045,0.12292025833945663,0.902027027027027,0.877435433682022,0.7987688730901642,-0.2569232887372784,0.838977570609119,-0.05816972308102419,-0.032977223060856264,0.8153846153846154
leave_target_out,target,MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44,noisy_shot,512,4,1600,200,-0.09453700390528086,0.7379272536495449,0.7873379320272212,0.7868456919465787,0.9009760947592836,-1.1102230246251566e-17,0.7868456919465787,-0.04862282331245206,0.18700771567872154,0.905625,0.746323317509274,0.9225097318708853,-0.020419395998929703,0.7460439280130142,-0.2729668589402818,0.33738369321740613,0.93
leave_target_out,target,MNIST_QNN_zz_r5_d6_s43,MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,noisy_shot,512,0,1600,200,-0.23598544059654364,0.5499992774559396,0.942247038265273,0.9416579497186222,0.7336792196919786,-5.551115123125783e-17,0.9416579497186222,0.044374823708933545,-0.14013706872616138,0.906875,0.9108261417148371,0.7141836010538485,0.043590250066815855,0.9097824742927556,-0.06070063414572609,0.0815550298911143,0.915
leave_target_out,target,MNIST_QNN_zz_r5_d6_s43,MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,noisy_shot,512,1,1640,180,-0.25921827159896127,0.5605147388161364,0.9489759532290206,0.9483971328316325,0.7577839655395655,0.0,0.9483971328316325,0.03333265819107396,-0.09046155370578468,0.9079268292682927,0.8771128456601837,0.6556711407461163,-0.27713925759985786,0.8321783318010059,0.0864679726998793,-0.4479137721799922,0.9
leave_target_out,target,MNIST_QNN_zz_r5_d6_s43,MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,noisy_shot,512,2,1680,160,-0.33806567329448844,0.545206158204129,0.9224326805273938,0.9218834499454904,0.7570044749629098,-8.458842092382146e-18,0.9218834499454904,0.008231972157002162,0.005228927922706905,0.9041666666666667,0.8664300303638234,0.5610423404409911,0.32470675660810977,0.8032848310090871,-0.24448298869416513,-0.49821430889840235,0.9375
