scheme,mode,shots,n_replicates,intercept_median,intercept_q05,intercept_q95,slope_median,slope_q05,slope_q95,scale_median,scale_q05,scale_q95,train_r_squared_median,train_r_squared_q05,train_r_squared_q95,test_r_squared_median,test_r_squared_q05,test_r_squared_q95,test_coverage_90pct_median,test_coverage_90pct_q05,test_coverage_90pct_q95
leave_cell_out,noisy_shot,1024,25,-0.07367175572113416,-0.10071369471736573,-0.05286583587565482,0.7453132636019896,0.7182615336577773,0.798394570886767,0.7615768728047253,0.6712033603229186,0.7873656709056167,0.8774655645844833,0.8588752512579643,0.903913655556887,0.8666948808487112,0.594238795567747,0.9402426055232186,0.91,0.6778148148148148,0.9683333333333334
leave_cell_out,noisy_shot,128,25,-0.24657549490454533,-0.2896161014888768,-0.2074123010728743,0.7435891192841665,0.7157707934234102,0.797788280739374,1.5002612653075755,1.4230873471137795,1.57880324589966,0.6542310055619822,0.5971786096393963,0.6824293571976803,0.5192463370506647,0.3173150082690128,0.7917050500034764,0.8870370370370371,0.8076666666666666,0.9653333333333333
leave_cell_out,noisy_shot,512,25,-0.10293426270047057,-0.12825518866514463,-0.08127949210354156,0.744110167672469,0.7168672976659688,0.8007894965509753,0.9151672052199812,0.8384544394993747,0.9363892319019547,0.8374751839221408,0.8075915388720017,0.8580205775839809,0.7809271029510435,0.5216196870574885,0.9103458155069631,0.9012820512820513,0.7768888888888889,0.9561111111111111
leave_target_out,noisy_shot,1024,75,-0.13006332882428295,-0.27311300031610736,-0.02115175932713527,0.8174773952598364,0.5562306415793543,0.8676005538832813,0.651374278132568,0.5917804443090577,0.814501998941243,0.8861549546351427,0.7816479093564349,0.9386777943855886,0.8764287524553082,0.7148179442373741,0.9495479110781148,0.8961538461538462,0.8178632478632478,0.9706666666666667
leave_target_out,noisy_shot,128,75,-0.3154078356876222,-0.4701465927374673,-0.10867191631818746,0.8059804666435195,0.5509872075756138,0.8624123460131307,1.4766115205378034,1.0845981640092421,1.8346423159149094,0.5583150610745308,0.4082313236532074,0.8181434572737203,0.5709785339029303,0.3418450280400765,0.8337485493915685,0.9,0.8241666666666666,0.9555555555555556
leave_target_out,noisy_shot,512,75,-0.16302154101871213,-0.30158755400286813,-0.03493072174860417,0.8086304570452956,0.5530729518276855,0.8745840383035408,0.8233715297753027,0.7209877763935063,0.9670063923437779,0.8160221443852979,0.7112831103918915,0.9137259884608683,0.8057322787305888,0.6120522442508244,0.924097169042891,0.9,0.8323333333333334,0.94
