scope,scope_id,scheme,mode,shots,attack,reference_count,n_replicates,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,10,0.5185555555555555,0.49121000000000004,0.5299977777777778,0.06833333333333336,0.027166666666666714,0.08399999999999999,0.0,0.0,0.0036666666666666597,0.0033333333333333335,0.0,0.013333333333333334,0.03833333333333333,0.024833333333333336,0.05466666666666664
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,loss_mia,0,10,0.5358222222222222,0.5101705555555556,0.58158,0.09833333333333333,0.05633333333333336,0.1391666666666667,0.0016666666666666668,0.0,0.0033333333333333335,0.008333333333333333,0.0015,0.020333333333333328,0.055,0.03233333333333334,0.08283333333333331
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,noise_augmented_lira,16,10,0.5235944444444445,0.4904122222222222,0.5672372222222223,0.07,0.03416666666666667,0.12333333333333335,0.005,0.0,0.01366666666666666,0.02,0.004833333333333334,0.03183333333333333,0.08,0.053,0.11433333333333331
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,512,affine_channel_lira,16,10,0.5411722222222223,0.5269777777777778,0.5695888888888889,0.09666666666666673,0.07566666666666669,0.13583333333333328,0.0,0.0,0.0018333333333333298,0.013333333333333334,0.006666666666666667,0.02183333333333333,0.07166666666666667,0.04866666666666667,0.0885
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,512,deconvolved_lira,16,10,0.5195166666666666,0.4980266666666667,0.5461194444444444,0.07500000000000001,0.043333333333333335,0.12399999999999996,0.0,0.0,0.005166666666666663,0.006666666666666667,0.0015,0.018499999999999996,0.05,0.03116666666666667,0.06033333333333333
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,512,empirical_channel_lira,16,10,0.5395333333333333,0.5211733333333334,0.5683744444444445,0.10999999999999999,0.07116666666666666,0.1458333333333334,0.006666666666666667,0.0015,0.008499999999999997,0.015,0.008166666666666668,0.028499999999999998,0.06666666666666668,0.03666666666666667,0.09333333333333334
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,512,latent_lira_mismatched,16,10,0.5245,0.5110661111111111,0.5563522222222222,0.08666666666666667,0.060833333333333316,0.11949999999999994,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.011833333333333331,0.04666666666666667,0.03666666666666667,0.058499999999999996
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,512,loss_mia,0,10,0.5542444444444445,0.5371555555555556,0.56838,0.11166666666666672,0.09816666666666671,0.1543333333333333,0.0016666666666666668,0.0,0.008499999999999997,0.01,0.004833333333333334,0.016999999999999994,0.051666666666666666,0.029666666666666668,0.06766666666666664
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,512,noise_augmented_lira,16,10,0.5441111111111111,0.5290311111111111,0.5699683333333333,0.11000000000000004,0.07266666666666675,0.14333333333333337,0.0,0.0,0.0033333333333333335,0.018333333333333333,0.003,0.03333333333333333,0.08166666666666667,0.052333333333333336,0.09366666666666666
cell,z_r1_d6,leave_cell_out,noisy_shot,1024,affine_channel_lira,16,10,0.5987777777777779,0.5851266666666667,0.61607,0.16333333333333333,0.1381666666666667,0.1913333333333333,0.011666666666666667,0.006666666666666667,0.015166666666666663,0.023333333333333334,0.013000000000000001,0.032166666666666656,0.09333333333333334,0.09,0.1
cell,z_r1_d6,leave_cell_out,noisy_shot,1024,deconvolved_lira,16,10,0.6015666666666666,0.5924455555555556,0.6174233333333333,0.19499999999999998,0.17816666666666667,0.2136666666666667,0.006666666666666667,0.0,0.01,0.03833333333333333,0.03666666666666667,0.05033333333333333,0.09666666666666666,0.08633333333333333,0.11366666666666667
cell,z_r1_d6,leave_cell_out,noisy_shot,1024,empirical_channel_lira,16,10,0.5910722222222222,0.573436111111111,0.6077272222222222,0.16000000000000003,0.14783333333333332,0.18850000000000006,0.006666666666666667,0.0,0.011833333333333331,0.023333333333333334,0.013000000000000001,0.03549999999999999,0.09833333333333333,0.08633333333333333,0.11
cell,z_r1_d6,leave_cell_out,noisy_shot,1024,latent_lira_mismatched,16,10,0.5786611111111111,0.5585716666666667,0.5857183333333333,0.14500000000000002,0.1211666666666667,0.15849999999999997,0.02,0.018166666666666668,0.023333333333333334,0.028333333333333335,0.023333333333333334,0.035166666666666666,0.06833333333333333,0.063,0.08549999999999999
cell,z_r1_d6,leave_cell_out,noisy_shot,1024,loss_mia,0,10,0.55575,0.550185,0.5619361111111111,0.19000000000000006,0.17816666666666672,0.20666666666666667,0.006666666666666667,0.0033333333333333335,0.01,0.015,0.01,0.023333333333333334,0.03666666666666667,0.024833333333333336,0.04516666666666667
cell,z_r1_d6,leave_cell_out,noisy_shot,1024,noise_augmented_lira,16,10,0.6004944444444444,0.5864061111111111,0.621935,0.17166666666666666,0.15333333333333338,0.19699999999999998,0.011666666666666667,0.008166666666666668,0.013333333333333334,0.025,0.014833333333333334,0.03549999999999999,0.09833333333333333,0.08816666666666667,0.11
cell,z_r1_d6,leave_cell_out,noisy_shot,128,affine_channel_lira,16,10,0.5650555555555555,0.5401983333333333,0.5987694444444445,0.13,0.0905,0.16249999999999998,0.013333333333333334,0.006666666666666667,0.015166666666666663,0.02,0.014833333333333334,0.03183333333333333,0.07666666666666666,0.056,0.09
