fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6054022
0.15,0.0,0.60017556
0.15,0.075,0.5982205
0.275,0.075,0.59613186
0.275,0.125,0.59460783
0.375,0.125,0.5902308
0.375,0.15,0.5901964
0.4,0.15,0.58666426
0.4,0.225,0.58407426
0.45,0.225,0.5829525
0.45,0.25,0.58285594
0.5,0.25,0.58070064
0.5,0.325,0.57715183
0.525,0.325,0.5758706
0.525,0.375,0.5736021
0.55,0.375,0.5734123
0.55,0.5,0.57073134
0.625,0.5,0.55490136
0.625,0.525,0.55235857
0.675,0.525,0.49633032
0.675,0.575,0.46631607
0.7,0.575,0.46168154
0.7,0.6,0.45043075
0.725,0.6,0.42681015
0.725,0.65,0.42328992
0.775,0.65,0.42254746
0.775,0.75,0.42180407
0.8,0.75,0.42175066
0.8,0.825,0.4206908
0.825,0.825,0.42068133
0.825,0.85,0.42053628
0.85,0.85,0.42043006
0.85,0.925,0.41960552
0.95,0.925,0.41374168
0.95,0.975,0.4101113
1.0,0.975,0.4097562
1.0,1.0,0.40878728
