fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.5777155
0.05,0.025,0.5759034
0.05,0.125,0.5747569
0.075,0.125,0.5744654
0.075,0.15,0.574409
0.1,0.15,0.5743992
0.1,0.175,0.5741873
0.125,0.175,0.57416373
0.125,0.225,0.5740751
0.175,0.225,0.5738303
0.175,0.275,0.5738121
0.225,0.275,0.57379246
0.225,0.3,0.573759
0.275,0.3,0.5734633
0.275,0.35,0.57322264
0.3,0.35,0.573176
0.3,0.375,0.5729701
0.325,0.375,0.5725397
0.325,0.4,0.57110804
0.475,0.4,0.56551176
0.475,0.425,0.5654641
0.5,0.425,0.56526804
0.5,0.5,0.5644476
0.525,0.5,0.5640993
0.525,0.525,0.56406087
0.55,0.525,0.56405675
0.55,0.55,0.5640339
0.575,0.55,0.5591858
0.575,0.625,0.54353046
0.675,0.625,0.53738874
0.675,0.8,0.5373429
0.75,0.8,0.53730726
0.75,0.875,0.53320295
0.775,0.875,0.5327579
0.775,0.925,0.5239085
0.875,0.925,0.2771404
0.875,0.975,0.17700815
0.925,0.975,0.13008322
0.925,1.0,0.12596391
1.0,1.0,0.11983973
