fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7107436
0.0,0.05,0.7088725
0.025,0.05,0.70879066
0.025,0.125,0.70398855
0.05,0.125,0.7035744
0.05,0.2,0.7028078
0.075,0.2,0.7023269
0.075,0.225,0.69937074
0.1,0.225,0.69894946
0.1,0.3,0.68962544
0.125,0.3,0.6865891
0.125,0.4,0.68123233
0.175,0.4,0.67542964
0.175,0.6,0.66013896
0.25,0.6,0.65866834
0.25,0.625,0.65820605
0.3,0.625,0.63833785
0.3,0.775,0.5607638
0.375,0.775,0.54859656
0.375,0.825,0.5458578
0.45,0.825,0.5312472
0.45,0.875,0.5287781
0.475,0.875,0.5286893
0.475,0.9,0.52788264
0.6,0.9,0.24291763
0.6,0.925,0.24144532
0.625,0.925,0.23127928
0.625,0.95,0.21914358
0.675,0.95,0.15527494
0.675,0.975,0.14245884
0.7,0.975,0.1418437
0.7,1.0,0.13498066
1.0,1.0,0.00049383205
