target_id,scheme,mode,shots,attack,reference_count,n_simulator_seeds,auc_mean_over_simulator_seeds,advantage_mean_over_simulator_seeds,tpr_at_0_1pct_fpr_mean_over_simulator_seeds,tpr_at_1pct_fpr_mean_over_simulator_seeds,tpr_at_5pct_fpr_mean_over_simulator_seeds,cell
MNIST_QNN_zz_r5_d6_p7_s143,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,10,0.5316831000000001,0.06590000000000001,0.0042,0.020800000000000003,0.07169999999999999,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s143,leave_target_out,noisy_shot,128,noise_augmented_lira,16,10,0.5249725,0.0528,0.0015,0.0098,0.0601,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s143,leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,10,0.5475730000000001,0.08749999999999998,0.0034000000000000002,0.0164,0.0713,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,affine_channel_lira,16,10,0.5244279000000001,0.057800000000000004,0.0023,0.0123,0.0668,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,deconvolved_lira,16,10,0.5208993,0.04790000000000001,0.0019999999999999996,0.0121,0.06770000000000001,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,empirical_channel_lira,16,10,0.5237444000000001,0.058299999999999984,0.0026,0.013000000000000001,0.058399999999999994,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,10,0.5391950000000001,0.08229999999999998,0.0015,0.0094,0.05289999999999999,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,loss_mia,0,10,0.5622079,0.11240000000000001,0.0082,0.020099999999999996,0.07050000000000001,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,10,0.49910125,0.024500000000000015,0.0008,0.0051,0.040600000000000004,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,10,0.49806905000000007,0.0257,0.0015000000000000002,0.008800000000000002,0.046299999999999994,zz_r5_d6
