scope,scope_id,scheme,mode,shots,simulator_seed,attack,reference_count,n_member,n_nonmember,auc,advantage,tpr_at_0_1pct_fpr,attained_fpr_at_0_1pct_fpr,tpr_at_1pct_fpr,attained_fpr_at_1pct_fpr,tpr_at_5pct_fpr,attained_fpr_at_5pct_fpr
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,8,latent_lira_mismatched,16,3000,3000,0.5032931111111112,0.018000000000000016,0.0016666666666666668,0.0006666666666666666,0.009666666666666667,0.01,0.05266666666666667,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,8,latent_lira_mismatched,16,1000,1000,0.502395,0.01899999999999996,0.001,0.0,0.009,0.009,0.049,0.043
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,8,latent_lira_mismatched,16,1000,1000,0.49950500000000003,0.025000000000000022,0.003,0.001,0.012,0.01,0.046,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,8,latent_lira_mismatched,16,1000,1000,0.508046,0.039000000000000035,0.002,0.0,0.01,0.01,0.062,0.05
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,9,latent_lira_mismatched,16,3000,3000,0.4979796666666666,0.014000000000000012,0.0013333333333333333,0.001,0.007666666666666666,0.01,0.03833333333333333,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,9,latent_lira_mismatched,16,1000,1000,0.49652799999999997,0.019000000000000017,0.003,0.0,0.01,0.01,0.037,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,9,latent_lira_mismatched,16,1000,1000,0.506564,0.03600000000000003,0.0,0.0,0.002,0.008,0.029,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,9,latent_lira_mismatched,16,1000,1000,0.490986,0.015000000000000013,0.002,0.001,0.019,0.01,0.058,0.049
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,0,deconvolved_lira,16,3000,3000,0.4851183333333333,0.006333333333333413,0.003,0.0006666666666666666,0.009333333333333334,0.009333333333333334,0.041666666666666664,0.04933333333333333
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,0,deconvolved_lira,16,1000,1000,0.48849600000000004,0.008000000000000007,0.002,0.001,0.012,0.01,0.041,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,0,deconvolved_lira,16,1000,1000,0.48491399999999996,0.01100000000000001,0.006,0.001,0.008,0.009,0.041,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,0,deconvolved_lira,16,1000,1000,0.48187900000000006,0.014000000000000012,0.003,0.001,0.013,0.01,0.043,0.047
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,1,deconvolved_lira,16,3000,3000,0.48810944444444443,0.009333333333333305,0.001,0.0006666666666666666,0.006666666666666667,0.01,0.04533333333333334,0.049666666666666665
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,1,deconvolved_lira,16,1000,1000,0.478995,0.009000000000000008,0.002,0.001,0.014,0.009,0.044,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,1,deconvolved_lira,16,1000,1000,0.489715,0.02399999999999991,0.001,0.001,0.006,0.01,0.042,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,1,deconvolved_lira,16,1000,1000,0.495556,0.015000000000000013,0.0,0.0,0.005,0.01,0.05,0.05
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,2,deconvolved_lira,16,3000,3000,0.48946688888888884,0.010000000000000009,0.001,0.001,0.006666666666666667,0.009333333333333334,0.04733333333333333,0.049666666666666665
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,2,deconvolved_lira,16,1000,1000,0.504313,0.03300000000000003,0.001,0.001,0.011,0.01,0.041,0.049
