scheme,mode,shots,attack,reference_count,n_targets,replication_unit,auc_mean,auc_sd_targets,auc_min,auc_max,advantage_mean,advantage_sd_targets,advantage_min,advantage_max,tpr_at_0_1pct_fpr_mean,tpr_at_0_1pct_fpr_sd_targets,tpr_at_0_1pct_fpr_min,tpr_at_0_1pct_fpr_max,tpr_at_1pct_fpr_mean,tpr_at_1pct_fpr_sd_targets,tpr_at_1pct_fpr_min,tpr_at_1pct_fpr_max,tpr_at_5pct_fpr_mean,tpr_at_5pct_fpr_sd_targets,tpr_at_5pct_fpr_min,tpr_at_5pct_fpr_max
leave_target_out,noisy_shot,128,affine_channel_lira,16,12,independently trained target checkpoint after averaging simulator seeds,0.511107525,0.010566360470089199,0.4918449000000001,0.5244279000000001,0.038000000000000006,0.012184043216063747,0.017400000000000006,0.057800000000000004,0.0025083333333333333,0.0013918322347527988,0.0010000000000000002,0.0045000000000000005,0.012508333333333331,0.0022749458868023195,0.009799999999999998,0.0173,0.056108333333333336,0.008689644655705103,0.0412,0.06709999999999999
leave_target_out,noisy_shot,128,deconvolved_lira,16,12,independently trained target checkpoint after averaging simulator seeds,0.511248925,0.013269806984766345,0.48931810000000003,0.5291321999999999,0.04096666666666667,0.015427445044661824,0.016200000000000006,0.06420000000000001,0.0018083333333333337,0.0009080031370924316,0.0009000000000000001,0.0044,0.011158333333333333,0.002701332443387333,0.007300000000000001,0.017900000000000006,0.053116666666666666,0.008853641606535118,0.040299999999999996,0.06770000000000001
leave_target_out,noisy_shot,128,empirical_channel_lira,16,12,independently trained target checkpoint after averaging simulator seeds,0.5126050416666666,0.009786211194371074,0.49405209999999994,0.5237444000000001,0.040466666666666665,0.01100358068443122,0.022000000000000006,0.058299999999999984,0.002708333333333334,0.0015174490156679122,0.0013000000000000002,0.0063,0.012825000000000001,0.002517980792763773,0.0096,0.018000000000000006,0.056116666666666676,0.005446071700748803,0.047700000000000006,0.0663
leave_target_out,noisy_shot,128,latent_lira_mismatched,16,12,independently trained target checkpoint after averaging simulator seeds,0.5170818833333334,0.014396504973703808,0.49759830000000005,0.5391950000000001,0.05277500000000001,0.020365395114797506,0.02470000000000001,0.08229999999999998,0.0019416666666666668,0.0008295215853768127,0.0004,0.0034000000000000002,0.010058333333333334,0.0011220584438945912,0.008,0.0116,0.049100000000000005,0.002998181266883459,0.0439,0.0546
leave_target_out,noisy_shot,128,loss_mia,0,12,independently trained target checkpoint after averaging simulator seeds,0.5339062583333334,0.014685971253327448,0.515221,0.5622079,0.06841666666666667,0.019477391711386516,0.041200000000000014,0.11240000000000001,0.003466666666666667,0.0020812292405007074,0.0008,0.0082,0.015233333333333335,0.0035235140861292883,0.0094,0.020099999999999996,0.06179166666666667,0.007733570072133959,0.04920000000000001,0.07339999999999999
leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,12,independently trained target checkpoint after averaging simulator seeds,0.5020137374999999,0.006008188449604937,0.4928764,0.51077995,0.028608333333333333,0.007170958897884682,0.018600000000000005,0.0381,0.001625,0.0004993177163071443,0.0008,0.0024000000000000002,0.010016666666666667,0.0020559595562582686,0.0051,0.0128,0.048825,0.004574062248652228,0.040600000000000004,0.05620000000000001
leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,12,independently trained target checkpoint after averaging simulator seeds,0.5005713958333333,0.005674615147601662,0.4913497499999999,0.50907815,0.028791666666666674,0.006148238230040649,0.019400000000000008,0.03690000000000002,0.0018250000000000002,0.0007387027942155209,0.0004,0.0029000000000000002,0.009833333333333333,0.0021701836258015057,0.0049,0.0129,0.04998333333333333,0.004326416390949768,0.0397,0.055400000000000005
leave_target_out,noisy_shot,128,matched_reference_lira_online,16,12,independently trained target checkpoint after averaging simulator seeds,0.5106036208333333,0.009398540380957079,0.4948225,0.52597185,0.03970833333333334,0.011339829911609894,0.023000000000000003,0.057499999999999975,0.0016166666666666666,0.000602771377334171,0.0007,0.0029000000000000002,0.010683333333333331,0.001570080098323495,0.006900000000000001,0.0126,0.05303333333333334,0.0031285585799020613,0.0477,0.057600000000000005
leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,12,independently trained target checkpoint after averaging simulator seeds,0.5136465041666667,0.012420726584998935,0.49341749999999995,0.5316831000000001,0.042475000000000006,0.01521901472142363,0.020200000000000006,0.06590000000000001,0.003075,0.0014168627315304754,0.00030000000000000003,0.0052,0.014208333333333337,0.003162696873737906,0.0092,0.020800000000000003,0.05730000000000001,0.005874598632324515,0.0489,0.07169999999999999
leave_target_out,noisy_shot,128,noise_augmented_lira,16,12,independently trained target checkpoint after averaging simulator seeds,0.5129153166666666,0.011378404448845874,0.4900638,0.5285526,0.04009166666666667,0.01194163521110704,0.019200000000000016,0.058899999999999994,0.0022416666666666665,0.0013269639532908699,0.0005,0.0048000000000000004,0.01165,0.0035597497358407356,0.0066,0.017400000000000002,0.05645000000000001,0.0053304442932682805,0.047799999999999995,0.06680000000000001
leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,12,independently trained target checkpoint after averaging simulator seeds,0.5226907333333334,0.017369848714122893,0.4925548999999999,0.5547760000000002,0.05678333333333333,0.021486140705679148,0.025800000000000007,0.09720000000000002,0.0024583333333333336,0.0008207073815073228,0.0010999999999999998,0.0036000000000000003,0.012225000000000001,0.0028873155194905366,0.0082,0.017099999999999997,0.056925,0.01008176797265963,0.0417,0.0729
