fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6770594
0.025,0.1,0.6418215
0.05,0.1,0.63011646
0.05,0.125,0.62917596
0.075,0.125,0.62840337
0.075,0.15,0.62834847
0.125,0.15,0.6251981
0.125,0.175,0.61715734
0.15,0.175,0.59994274
0.15,0.3,0.5841113
0.2,0.3,0.5477265
0.2,0.325,0.53692317
0.25,0.325,0.5326243
0.25,0.375,0.5240958
0.3,0.375,0.51032376
0.3,0.4,0.5040218
0.35,0.4,0.49575162
0.35,0.425,0.49192494
0.375,0.425,0.4917635
0.375,0.45,0.4909584
0.475,0.45,0.48759273
0.475,0.5,0.48586354
0.6,0.5,0.48156038
0.6,0.55,0.47805983
0.625,0.55,0.47654402
0.625,0.65,0.46744972
0.65,0.65,0.46738374
0.65,0.675,0.46365553
0.7,0.675,0.4564651
0.7,0.7,0.4543684
0.725,0.7,0.45306575
0.725,0.75,0.45189014
0.75,0.75,0.45115185
0.75,0.8,0.443664
0.775,0.8,0.43813172
0.775,0.875,0.42632642
0.8,0.875,0.42427862
0.8,0.925,0.42063853
0.85,0.925,0.4027653
0.85,1.0,0.37089968
1.0,1.0,0.2512621
