fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.79784465
0.05,0.0,0.7957952
0.05,0.025,0.79480237
0.15,0.025,0.7745767
0.15,0.075,0.7574921
0.175,0.075,0.73934215
0.175,0.175,0.6792914
0.225,0.175,0.635372
0.225,0.275,0.6230745
0.25,0.275,0.620685
0.25,0.35,0.6172017
0.275,0.35,0.614445
0.275,0.375,0.6144278
0.3,0.375,0.59115684
0.3,0.4,0.5896724
0.35,0.4,0.585879
0.35,0.425,0.5856715
0.4,0.425,0.5839705
0.4,0.45,0.5806212
0.425,0.45,0.57723105
0.425,0.475,0.5715477
0.45,0.475,0.5522906
0.45,0.5,0.5495752
0.475,0.5,0.54608315
0.475,0.55,0.5394895
0.525,0.55,0.5284533
0.525,0.6,0.5207094
0.55,0.6,0.5184075
0.55,0.675,0.4969526
0.6,0.675,0.4820676
0.6,0.725,0.47710997
0.7,0.725,0.4720331
0.7,0.775,0.47087651
0.775,0.775,0.47010463
0.775,0.8,0.47004884
0.85,0.8,0.46958256
0.85,0.825,0.4667128
0.9,0.825,0.45602047
0.9,0.85,0.44353372
0.925,0.85,0.43056226
0.925,1.0,0.31896418
1.0,1.0,0.1689051
