fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.5860007
0.075,0.025,0.57964706
0.075,0.05,0.5793985
0.1,0.05,0.5782773
0.1,0.125,0.576726
0.125,0.125,0.57670903
0.125,0.15,0.5764584
0.2,0.15,0.5748821
0.2,0.2,0.5745538
0.3,0.2,0.5704878
0.3,0.275,0.5649586
0.35,0.275,0.5609493
0.35,0.3,0.55723935
0.375,0.3,0.5568361
0.375,0.325,0.55557215
0.45,0.325,0.5453468
0.45,0.375,0.5423926
0.5,0.375,0.5420929
0.5,0.4,0.5412492
0.6,0.4,0.5363501
0.6,0.425,0.535777
0.625,0.425,0.53574985
0.625,0.45,0.5349778
0.65,0.45,0.53495103
0.65,0.525,0.528216
0.675,0.525,0.52315575
0.675,0.575,0.5066533
0.7,0.575,0.5056124
0.7,0.675,0.47197562
0.775,0.675,0.47181627
0.775,0.7,0.47179106
0.825,0.7,0.4717559
0.825,0.85,0.47132728
0.85,0.85,0.47129643
0.85,0.875,0.4706922
0.875,0.875,0.47056583
0.875,0.9,0.4695445
0.9,0.9,0.4570721
0.9,0.925,0.44787857
0.925,0.925,0.43774018
0.925,0.975,0.40362948
0.975,0.975,0.35367766
0.975,1.0,0.31574294
1.0,1.0,0.002396017
