fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.6667766
0.025,0.025,0.6640064
0.05,0.025,0.65777034
0.05,0.075,0.65512323
0.175,0.075,0.6129676
0.175,0.1,0.6129577
0.2,0.1,0.6128256
0.2,0.225,0.5979149
0.225,0.225,0.58736306
0.225,0.25,0.57624155
0.25,0.25,0.5760749
0.25,0.3,0.5742027
0.275,0.3,0.5732458
0.275,0.325,0.57160443
0.3,0.325,0.5715146
0.3,0.35,0.5704229
0.325,0.35,0.56259894
0.325,0.375,0.562091
0.35,0.375,0.5618335
0.35,0.4,0.55505764
0.375,0.4,0.5526056
0.375,0.425,0.5480636
0.4,0.425,0.54027575
0.4,0.55,0.51705664
0.425,0.55,0.51604533
0.425,0.6,0.5128967
0.45,0.6,0.5097342
0.45,0.65,0.5027642
0.5,0.65,0.5005525
0.5,0.675,0.49901447
0.525,0.675,0.49571016
0.525,0.775,0.46377033
0.55,0.775,0.45988628
0.55,0.8,0.45934987
0.575,0.8,0.45536882
0.575,0.925,0.4387238
0.675,0.925,0.4247716
0.675,0.95,0.4156119
0.7,0.95,0.409506
0.7,0.975,0.40340513
0.75,0.975,0.39756444
0.75,1.0,0.26907545
1.0,1.0,0.19383763
