fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.87259424
0.1,0.0,0.8259775
0.1,0.05,0.809921
0.125,0.05,0.8079481
0.125,0.075,0.783583
0.25,0.075,0.6961766
0.25,0.1,0.6881948
0.275,0.1,0.6745725
0.275,0.125,0.67229676
0.3,0.125,0.67012936
0.3,0.225,0.66268194
0.375,0.225,0.6431908
0.375,0.375,0.62984407
0.4,0.375,0.6294681
0.4,0.425,0.628586
0.525,0.425,0.6230535
0.525,0.45,0.62238365
0.55,0.45,0.62003636
0.55,0.5,0.6133419
0.6,0.5,0.6080261
0.6,0.525,0.60777307
0.625,0.525,0.6043459
0.625,0.575,0.60086584
0.65,0.575,0.60070986
0.65,0.75,0.5502125
0.7,0.75,0.5243258
0.7,0.775,0.519395
0.725,0.775,0.51719344
0.725,0.8,0.5156552
0.775,0.8,0.51205796
0.775,0.825,0.5113473
0.8,0.825,0.5112688
0.8,0.875,0.49616048
0.875,0.875,0.47050285
0.875,0.925,0.45021698
0.9,0.925,0.44480503
0.9,1.0,0.16351159
1.0,1.0,0.072140686
