fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.84724265
0.025,0.025,0.81497425
0.025,0.075,0.8143803
0.125,0.075,0.79637
0.125,0.125,0.79465103
0.175,0.125,0.7905476
0.175,0.15,0.7874331
0.225,0.15,0.7842996
0.225,0.175,0.7755037
0.25,0.175,0.7697645
0.25,0.225,0.73981035
0.3,0.225,0.6889459
0.3,0.25,0.66132116
0.325,0.25,0.65463406
0.325,0.325,0.64237136
0.35,0.325,0.63880163
0.35,0.35,0.6094906
0.4,0.35,0.60566974
0.4,0.45,0.5891468
0.55,0.45,0.56655306
0.55,0.475,0.56564504
0.575,0.475,0.55751157
0.575,0.675,0.53479177
0.6,0.675,0.52677625
0.6,0.7,0.48897743
0.7,0.7,0.370702
0.7,0.775,0.27267978
0.725,0.775,0.27100873
0.725,0.8,0.26652783
0.85,0.8,0.24357077
0.85,0.825,0.24050152
0.875,0.825,0.23856123
0.875,0.85,0.22452967
0.9,0.85,0.22317696
0.9,0.9,0.22189008
0.925,0.9,0.21572162
0.925,0.925,0.20298703
0.975,0.925,0.199234
0.975,0.95,0.19402502
1.0,0.95,0.19346303
1.0,1.0,0.19224867
