fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8543013
0.0,0.175,0.7250589
0.05,0.175,0.71425545
0.05,0.25,0.70179105
0.075,0.25,0.7005119
0.075,0.3,0.6805342
0.125,0.3,0.66307276
0.125,0.325,0.6543516
0.15,0.325,0.6520953
0.15,0.35,0.64869654
0.2,0.35,0.6382352
0.2,0.375,0.6299104
0.225,0.375,0.6286174
0.225,0.4,0.6250807
0.25,0.4,0.6237909
0.25,0.45,0.6211598
0.275,0.45,0.618829
0.275,0.65,0.60138315
0.3,0.65,0.59407467
0.3,0.675,0.5878958
0.375,0.675,0.5713562
0.375,0.725,0.56699455
0.4,0.725,0.56483227
0.4,0.8,0.5550451
0.525,0.8,0.42086715
0.525,0.825,0.3888863
0.65,0.825,0.29740348
0.65,0.85,0.29050165
0.675,0.85,0.284358
0.675,0.925,0.25651434
0.825,0.925,0.059769314
0.825,0.95,0.057821505
0.9,0.95,0.023027038
0.9,1.0,0.020086866
1.0,1.0,0.0047239307
