fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.73612255
0.0,0.075,0.641598
0.05,0.075,0.6364958
0.05,0.25,0.5765706
0.1,0.25,0.5525549
0.1,0.275,0.552179
0.15,0.275,0.54061455
0.15,0.325,0.53510845
0.175,0.325,0.53333634
0.175,0.35,0.52082103
0.2,0.35,0.51731235
0.2,0.375,0.51050943
0.225,0.375,0.50483036
0.225,0.425,0.49892274
0.25,0.425,0.49304703
0.25,0.475,0.47997
0.35,0.475,0.46644577
0.35,0.5,0.46468556
0.375,0.5,0.45700336
0.375,0.525,0.45668986
0.45,0.525,0.43823996
0.45,0.575,0.42270637
0.475,0.575,0.41630104
0.475,0.625,0.40268558
0.55,0.625,0.3959929
0.55,0.65,0.39319825
0.625,0.65,0.392217
0.625,0.725,0.3740675
0.675,0.725,0.37124172
0.675,0.75,0.365975
0.75,0.75,0.3550565
0.75,0.775,0.3487237
0.775,0.775,0.34423512
0.775,0.8,0.3405971
0.8,0.8,0.33736685
0.8,0.85,0.321218
0.825,0.85,0.3208536
0.825,0.9,0.31463227
0.85,0.9,0.31367308
0.85,0.925,0.31096515
0.875,0.925,0.30634117
0.875,0.95,0.30429855
0.925,0.95,0.28719488
0.925,0.975,0.26689762
0.975,0.975,0.2378609
0.975,1.0,0.19540286
1.0,1.0,0.1892991
