fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7824434
0.025,0.025,0.78077745
0.05,0.025,0.7708586
0.05,0.05,0.76111346
0.125,0.05,0.7577183
0.125,0.1,0.74251026
0.15,0.1,0.7275683
0.15,0.15,0.6626773
0.175,0.15,0.66073126
0.175,0.175,0.64486307
0.25,0.175,0.63392806
0.25,0.2,0.6318147
0.275,0.2,0.618204
0.275,0.25,0.60233057
0.35,0.25,0.5363881
0.35,0.325,0.5318997
0.375,0.325,0.53107405
0.375,0.35,0.5298073
0.5,0.35,0.5267598
0.5,0.425,0.52114344
0.575,0.425,0.511811
0.575,0.475,0.50817513
0.6,0.475,0.5069202
0.6,0.5,0.5068779
0.65,0.5,0.5062189
0.65,0.525,0.5048538
0.675,0.525,0.5045184
0.675,0.625,0.496875
0.7,0.625,0.4922979
0.7,0.7,0.48479217
0.75,0.7,0.47998527
0.75,0.725,0.47873166
0.8,0.725,0.45108172
0.8,0.875,0.35690987
0.875,0.875,0.34836122
0.875,0.95,0.29863727
0.95,0.95,0.25486776
0.95,0.975,0.2548546
0.975,0.975,0.2012719
0.975,1.0,0.19871178
1.0,1.0,0.17459583
