fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.81269056
0.025,0.025,0.80943656
0.025,0.1,0.67361104
0.075,0.1,0.626439
0.075,0.15,0.60234994
0.15,0.15,0.57827944
0.15,0.225,0.5480813
0.175,0.225,0.5479029
0.175,0.275,0.5404833
0.25,0.275,0.5247523
0.25,0.35,0.50022525
0.275,0.35,0.4966416
0.275,0.45,0.49660695
0.3,0.45,0.4966056
0.3,0.475,0.49660385
0.35,0.475,0.49657893
0.35,0.55,0.49642646
0.375,0.55,0.49641728
0.375,0.575,0.4963762
0.425,0.575,0.49622026
0.425,0.6,0.4961264
0.575,0.6,0.49094316
0.575,0.675,0.4905434
0.65,0.675,0.48944998
0.65,0.775,0.4218276
0.7,0.775,0.41952685
0.7,0.8,0.41893712
0.725,0.8,0.41843686
0.725,0.875,0.40772042
0.775,0.875,0.40618935
0.775,0.925,0.39968285
0.85,0.925,0.39476278
0.85,0.975,0.39109185
0.95,0.975,0.27479625
0.95,1.0,0.25579682
1.0,1.0,0.14274861
