fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.80002385
0.025,0.025,0.79694986
0.075,0.025,0.79565364
0.075,0.075,0.78961855
0.1,0.075,0.7816572
0.1,0.15,0.6631904
0.125,0.15,0.6099012
0.125,0.2,0.6090858
0.15,0.2,0.60867345
0.15,0.225,0.6086175
0.175,0.225,0.60807496
0.175,0.3,0.6063816
0.25,0.3,0.58760524
0.25,0.325,0.5856449
0.275,0.325,0.58522195
0.275,0.35,0.58444613
0.35,0.35,0.57023364
0.35,0.4,0.5623987
0.425,0.4,0.5427648
0.425,0.45,0.5333175
0.45,0.45,0.5254616
0.45,0.5,0.5217764
0.55,0.5,0.5191039
0.55,0.525,0.5186369
0.575,0.525,0.5185708
0.575,0.55,0.5171636
0.6,0.55,0.5131582
0.6,0.65,0.5092277
0.625,0.65,0.50915134
0.625,0.775,0.50580907
0.65,0.775,0.5057186
0.65,0.8,0.501597
0.675,0.8,0.49727845
0.675,0.85,0.48642495
0.7,0.85,0.47711957
0.7,0.875,0.4756628
0.9,0.875,0.33828074
0.9,0.975,0.2142996
1.0,0.975,0.14288059
1.0,1.0,0.1131474
