fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6510535
0.025,0.025,0.64823717
0.025,0.1,0.6432126
0.075,0.1,0.63667446
0.075,0.125,0.63076365
0.1,0.125,0.6287643
0.1,0.15,0.62347424
0.15,0.15,0.621475
0.15,0.2,0.6107899
0.175,0.2,0.6096197
0.175,0.25,0.6018326
0.2,0.25,0.5808304
0.2,0.275,0.57649463
0.225,0.275,0.5761033
0.225,0.3,0.57593524
0.3,0.3,0.56531817
0.3,0.325,0.56523854
0.375,0.325,0.5581406
0.375,0.375,0.5568482
0.4,0.375,0.55110395
0.4,0.425,0.544924
0.425,0.425,0.5386662
0.425,0.525,0.5311407
0.5,0.525,0.52129847
0.5,0.7,0.46952713
0.55,0.7,0.4488747
0.55,0.75,0.44817194
0.625,0.75,0.4320348
0.625,0.8,0.42366368
0.7,0.8,0.41538307
0.7,0.85,0.4095894
0.75,0.85,0.4044486
0.75,0.9,0.31797218
0.8,0.9,0.31378073
0.8,0.925,0.3059608
0.825,0.925,0.2996372
0.825,0.95,0.2953668
0.9,0.95,0.20902061
0.9,1.0,0.13530909
1.0,1.0,0.020816315
