scope,shots,attack,n_replicates,n_member_median,n_member_q05,n_member_q95,n_nonmember_median,n_nonmember_q05,n_nonmember_q95,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,attained_fpr_at_0_1pct_fpr_median,attained_fpr_at_0_1pct_fpr_q05,attained_fpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,attained_fpr_at_1pct_fpr_median,attained_fpr_at_1pct_fpr_q05,attained_fpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95,attained_fpr_at_5pct_fpr_median,attained_fpr_at_5pct_fpr_q05,attained_fpr_at_5pct_fpr_q95,auc_leakage_recovery
eff_su2_r1_d2,64,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5200791666666666,0.5045215277777778,0.53460875,0.05416666666666668,0.03225,0.07624999999999996,0.005,0.0,0.01758333333333333,0.0,0.0,0.0,0.025833333333333333,0.017416666666666667,0.03666666666666667,0.008333333333333333,0.005,0.01,0.07250000000000001,0.057416666666666664,0.08591666666666667,0.04833333333333333,0.04666666666666667,0.05,0.57860401825022
eff_su2_r1_d2,64,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5265930555555556,0.5143475000000001,0.5349651388888889,0.06333333333333335,0.04816666666666662,0.07425,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.006666666666666666,0.0016666666666666668,0.014249999999999995,0.01,0.005750000000000001,0.01,0.06416666666666668,0.045,0.07849999999999999,0.049166666666666664,0.045,0.05,0.7663091331145454
eff_su2_r1_d2,64,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5333958333333333,0.5146851388888889,0.5522520833333333,0.06833333333333336,0.051499999999999976,0.09625,0.0,0.0,0.000916666666666662,0.0,0.0,0.0,0.005,0.0,0.02416666666666662,0.008333333333333333,0.0,0.01,0.06,0.041666666666666664,0.07591666666666666,0.05,0.042416666666666665,0.05,0.9623389097894817
eff_su2_r1_d2,64,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5299194444444444,0.5132424999999999,0.5362429166666667,0.07083333333333333,0.049083333333333354,0.08258333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0007500000000000003,0.010916666666666663,0.008333333333333333,0.0007500000000000003,0.01,0.049166666666666664,0.034083333333333334,0.06108333333333332,0.04833333333333333,0.04666666666666667,0.05,0.8621628111742566
eff_su2_r1_d2,64,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5347027777777777,0.5347027777777777,0.5347027777777777,0.07499999999999996,0.07499999999999996,0.07499999999999996,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.015,0.015,0.015,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.06,0.06,0.06,0.04833333333333333,0.04833333333333333,0.04833333333333333,1.0
eff_su2_r1_d6,1024,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5419958333333333,0.5329581944444444,0.5552498611111112,0.08083333333333334,0.0681666666666667,0.10749999999999994,0.006666666666666667,0.0007500000000000003,0.013333333333333334,0.0,0.0,0.0,0.028333333333333332,0.021666666666666667,0.040166666666666656,0.01,0.008333333333333333,0.01,0.08166666666666667,0.07333333333333333,0.09,0.04833333333333333,0.044083333333333335,0.05,1.0480762564991324
eff_su2_r1_d6,1024,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5001416666666666,0.49585583333333333,0.5051362500000001,0.0475,0.04,0.05683333333333332,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.005,0.004083333333333334,0.008333333333333333,0.006666666666666667,0.005,0.01,0.03666666666666667,0.02666666666666667,0.04,0.05,0.04575,0.05,0.003535528596185396
eff_su2_r1_d6,1024,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5313763888888889,0.5221973611111111,0.5469247222222222,0.06916666666666668,0.05483333333333338,0.09366666666666666,0.0025,0.0,0.006833333333333324,0.0,0.0,0.0,0.014166666666666668,0.006666666666666667,0.029249999999999995,0.01,0.005750000000000001,0.01,0.085,0.06725,0.09425,0.05,0.04666666666666667,0.05,0.7830502599653383
eff_su2_r1_d6,1024,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5002097222222222,0.49634930555555556,0.5053813888888888,0.04666666666666666,0.03983333333333333,0.05591666666666666,0.0033333333333333335,0.0,0.005,0.0,0.0,0.0,0.006666666666666667,0.005,0.01,0.008333333333333333,0.0024166666666666672,0.01,0.03666666666666667,0.027416666666666666,0.04258333333333333,0.05,0.04741666666666667,0.05,0.005233968804157709
eff_su2_r1_d6,1024,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5400694444444445,0.5400694444444445,0.5400694444444445,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.05,0.05,0.05,1.0
eff_su2_r1_d6,128,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5336527777777778,0.5147856944444444,0.5507948611111111,0.07250000000000001,0.04483333333333334,0.10533333333333338,0.005,0.0,0.01,0.0,0.0,0.0,0.0275,0.0165,0.04183333333333333,0.01,0.007416666666666667,0.01,0.07833333333333334,0.06075,0.08758333333333333,0.04833333333333333,0.043166666666666666,0.05,0.8398613518197557
eff_su2_r1_d6,128,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5022805555555556,0.49360777777777776,0.5076280555555556,0.03833333333333334,0.02558333333333332,0.056833333333333354,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.009249999999999996,0.04,0.024833333333333336,0.049249999999999995,0.05,0.04575,0.05,0.0569150779896029
eff_su2_r1_d6,128,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5222180555555556,0.4993225,0.5395384722222222,0.05833333333333332,0.026333333333333354,0.08591666666666667,0.0008333333333333334,0.0,0.005,0.0,0.0,0.0,0.008333333333333333,0.0033333333333333335,0.015916666666666662,0.008333333333333333,0.0033333333333333335,0.01,0.055,0.044083333333333335,0.08108333333333331,0.05,0.04666666666666667,0.05,0.5544887348353548
eff_su2_r1_d6,128,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5038125,0.4949686111111111,0.5116165277777778,0.04500000000000004,0.036666666666666674,0.060000000000000026,0.0016666666666666668,0.0,0.005,0.0,0.0,0.0,0.006666666666666667,0.005,0.01,0.006666666666666667,0.0016666666666666668,0.01,0.03833333333333333,0.027416666666666666,0.05016666666666666,0.05,0.04666666666666667,0.05,0.0951473136915076
eff_su2_r1_d6,128,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5400694444444445,0.5400694444444445,0.5400694444444445,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.05,0.05,0.05,1.0
eff_su2_r1_d6,256,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5368541666666666,0.5236377777777778,0.5518069444444444,0.07333333333333328,0.052416666666666716,0.10183333333333329,0.0075,0.0,0.014249999999999995,0.0,0.0,0.0,0.028333333333333332,0.018166666666666668,0.040166666666666656,0.01,0.006666666666666667,0.01,0.07666666666666666,0.06633333333333334,0.0885,0.04833333333333333,0.044083333333333335,0.05,0.9197573656845734
eff_su2_r1_d6,256,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.50025,0.49252944444444446,0.5068888888888888,0.04250000000000001,0.03241666666666668,0.05333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.005,0.006666666666666667,0.0,0.01,0.03333333333333333,0.02391666666666667,0.043333333333333335,0.05,0.04666666666666667,0.05,0.00623916811091785
eff_su2_r1_d6,256,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5245541666666667,0.5076294444444445,0.5403968055555555,0.060000000000000026,0.04058333333333333,0.08700000000000001,0.0016666666666666668,0.0,0.006833333333333324,0.0,0.0,0.0,0.009166666666666667,0.0033333333333333335,0.016833333333333325,0.008333333333333333,0.0024166666666666672,0.01,0.075,0.05241666666666667,0.08091666666666666,0.05,0.04666666666666667,0.05,0.612790294627382
eff_su2_r1_d6,256,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5002125,0.4924936111111111,0.5067623611111111,0.045,0.03333333333333334,0.05591666666666669,0.0016666666666666668,0.0,0.004249999999999995,0.0,0.0,0.0,0.006666666666666667,0.005,0.01,0.008333333333333333,0.0024166666666666672,0.01,0.03666666666666667,0.024833333333333336,0.04516666666666666,0.05,0.0465,0.05,0.00530329289427948
eff_su2_r1_d6,256,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5400694444444445,0.5400694444444445,0.5400694444444445,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.05,0.05,0.05,1.0
eff_su2_r1_d6,32,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5276222222222222,0.5041973611111111,0.5430841666666666,0.06333333333333335,0.039083333333333296,0.09216666666666667,0.0016666666666666668,0.0,0.00849999999999999,0.0,0.0,0.0,0.02,0.012416666666666668,0.030916666666666662,0.01,0.006666666666666667,0.01,0.06583333333333333,0.051666666666666666,0.07425,0.04833333333333333,0.041666666666666664,0.05,0.6893587521663769
eff_su2_r1_d6,32,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.4987194444444445,0.48441611111111116,0.5124559722222222,0.03250000000000003,0.013333333333333317,0.053833333333333316,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0007500000000000003,0.01,0.008333333333333333,0.0,0.01,0.05416666666666667,0.04,0.06666666666666667,0.04833333333333333,0.044083333333333335,0.05,-0.03195840554592596
eff_su2_r1_d6,32,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5140569444444445,0.48956194444444445,0.5362580555555555,0.04833333333333334,0.02133333333333334,0.08366666666666665,0.0,0.0,0.004249999999999995,0.0,0.0,0.0,0.013333333333333334,0.005,0.019249999999999996,0.008333333333333333,0.005750000000000001,0.01,0.050833333333333335,0.0315,0.07566666666666663,0.05,0.04741666666666667,0.05,0.35081455805892636
eff_su2_r1_d6,32,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5013194444444444,0.48693819444444447,0.5140856944444444,0.03666666666666668,0.02391666666666667,0.05591666666666665,0.0016666666666666668,0.0,0.005,0.0,0.0,0.0,0.005,0.0033333333333333335,0.008333333333333333,0.006666666666666667,0.0007500000000000003,0.01,0.041666666666666664,0.03241666666666667,0.05333333333333334,0.05,0.04741666666666667,0.05,0.03292894280762522
eff_su2_r1_d6,32,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5400694444444445,0.5400694444444445,0.5400694444444445,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.05,0.05,0.05,1.0
eff_su2_r1_d6,512,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5407597222222222,0.53086625,0.5536370833333334,0.08250000000000002,0.06316666666666669,0.1085,0.008333333333333333,0.0,0.014249999999999995,0.0,0.0,0.0,0.03,0.023333333333333334,0.040166666666666656,0.01,0.007416666666666667,0.01,0.08166666666666667,0.07408333333333333,0.08833333333333333,0.05,0.043166666666666666,0.05,1.0172270363951466
eff_su2_r1_d6,512,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5003708333333333,0.49531125,0.5062516666666667,0.046666666666666676,0.04000000000000001,0.052583333333333336,0.0,0.0,0.000916666666666662,0.0,0.0,0.0,0.005,0.0016666666666666668,0.006666666666666667,0.008333333333333333,0.0016666666666666668,0.01,0.034166666666666665,0.0265,0.04258333333333333,0.05,0.04833333333333333,0.05,0.009254766031195504
eff_su2_r1_d6,512,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5290555555555555,0.5167347222222223,0.549065,0.0675,0.05150000000000003,0.09425000000000004,0.0016666666666666668,0.0,0.005916666666666662,0.0,0.0,0.0,0.01,0.0033333333333333335,0.023499999999999993,0.01,0.0016666666666666668,0.01,0.075,0.05483333333333333,0.09,0.05,0.04666666666666667,0.05,0.7251299826689753
eff_su2_r1_d6,512,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5006513888888889,0.49528069444444445,0.5058524999999999,0.044999999999999984,0.03833333333333333,0.05258333333333333,0.0016666666666666668,0.0,0.005,0.0,0.0,0.0,0.006666666666666667,0.004083333333333334,0.01,0.008333333333333333,0.0024166666666666672,0.01,0.03666666666666667,0.028333333333333332,0.04591666666666666,0.049166666666666664,0.04666666666666667,0.05,0.016256499133450068
eff_su2_r1_d6,512,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5400694444444445,0.5400694444444445,0.5400694444444445,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.05,0.05,0.05,1.0
eff_su2_r1_d6,64,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5283361111111111,0.5174226388888888,0.5472431944444445,0.06416666666666668,0.04741666666666668,0.1025833333333333,0.0033333333333333335,0.0,0.005916666666666662,0.0,0.0,0.0,0.02666666666666667,0.013333333333333334,0.03833333333333333,0.01,0.007416666666666667,0.01,0.07,0.055,0.08291666666666665,0.04833333333333333,0.043333333333333335,0.05,0.7071750433275557
eff_su2_r1_d6,64,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.497575,0.4839229166666667,0.5090268055555556,0.030833333333333324,0.01908333333333333,0.057166666666666616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.01,0.043333333333333335,0.03333333333333333,0.06274999999999999,0.04833333333333333,0.04575,0.05,-0.06051993067591007
