scope,shots,attack,n_replicates,n_member_median,n_member_q05,n_member_q95,n_nonmember_median,n_nonmember_q05,n_nonmember_q95,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,attained_fpr_at_0_1pct_fpr_median,attained_fpr_at_0_1pct_fpr_q05,attained_fpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,attained_fpr_at_1pct_fpr_median,attained_fpr_at_1pct_fpr_q05,attained_fpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95,attained_fpr_at_5pct_fpr_median,attained_fpr_at_5pct_fpr_q05,attained_fpr_at_5pct_fpr_q95,auc_leakage_recovery
eff_su2_r1_d6,64,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5146819444444444,0.5023556944444445,0.5352945833333334,0.051666666666666666,0.0374166666666667,0.08291666666666661,0.0,0.0,0.004249999999999995,0.0,0.0,0.0,0.008333333333333333,0.004083333333333334,0.016666666666666666,0.008333333333333333,0.004083333333333334,0.01,0.05333333333333334,0.03816666666666667,0.07216666666666663,0.05,0.04575,0.05,0.3664124783362196
eff_su2_r1_d6,64,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5016541666666667,0.4923534722222222,0.5124584722222222,0.04416666666666669,0.023750000000000007,0.06366666666666664,0.0016666666666666668,0.0,0.005,0.0,0.0,0.0,0.006666666666666667,0.0033333333333333335,0.01,0.006666666666666667,0.0015000000000000007,0.01,0.03916666666666667,0.027416666666666666,0.04666666666666667,0.05,0.04575,0.05,0.041282495667246004
eff_su2_r1_d6,64,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5400694444444445,0.5400694444444445,0.5400694444444445,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.05,0.05,0.05,1.0
eff_su2_r5_d2,1024,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5529805555555556,0.5461651388888888,0.5601915277777779,0.10333333333333333,0.09574999999999999,0.11000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0033333333333333335,0.01,0.0,0.01,0.060833333333333336,0.055,0.06924999999999999,0.04833333333333333,0.042416666666666665,0.05,1.099942329873126
eff_su2_r5_d2,1024,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5620861111111111,0.559024861111111,0.5646168055555555,0.09833333333333333,0.09075000000000005,0.10924999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08416666666666667,0.07316666666666667,0.09183333333333332,0.05,0.04741666666666667,0.05,1.2889850057670111
eff_su2_r5_d2,1024,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5514305555555555,0.5397666666666667,0.5598068055555556,0.10166666666666668,0.08741666666666668,0.11258333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0007500000000000003,0.015,0.008333333333333333,0.0015000000000000007,0.01,0.05,0.03075,0.06591666666666667,0.05,0.04741666666666667,0.05,1.067762399077277
eff_su2_r5_d2,1024,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5613097222222222,0.5582762500000001,0.5639056944444444,0.09666666666666668,0.08908333333333339,0.10666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.07300000000000001,0.08925,0.05,0.04666666666666667,0.05,1.2728662053056505
eff_su2_r5_d2,1024,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5481666666666667,0.5481666666666667,0.5481666666666667,0.10333333333333339,0.10333333333333339,0.10333333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,0.05,0.05,0.05,1.0
eff_su2_r5_d2,128,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5604194444444446,0.5527154166666667,0.573273888888889,0.1133333333333334,0.09741666666666669,0.13424999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.005,0.008333333333333333,0.0,0.01,0.06,0.052250000000000005,0.07166666666666667,0.05,0.04575,0.05,1.2543829296424474
eff_su2_r5_d2,128,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5651430555555556,0.5575315277777778,0.5729808333333333,0.10500000000000001,0.08650000000000006,0.12108333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0,0.01,0.08583333333333334,0.07908333333333334,0.09591666666666666,0.05,0.04666666666666667,0.05,1.352450980392156
eff_su2_r5_d2,128,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5521444444444444,0.5398405555555555,0.5654436111111111,0.10833333333333339,0.08833333333333337,0.12441666666666669,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.010833333333333334,0.0016666666666666668,0.020916666666666663,0.01,0.006666666666666667,0.01,0.0375,0.029083333333333333,0.04958333333333331,0.05,0.043333333333333335,0.05,1.082583621683967
eff_su2_r5_d2,128,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5600236111111111,0.5523751388888889,0.56743125,0.09583333333333338,0.07908333333333335,0.11516666666666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0,0.01,0.08249999999999999,0.07150000000000001,0.09333333333333334,0.05,0.04741666666666667,0.05,1.2461649365628595
eff_su2_r5_d2,128,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5481666666666667,0.5481666666666667,0.5481666666666667,0.10333333333333339,0.10333333333333339,0.10333333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,0.05,0.05,0.05,1.0
eff_su2_r5_d2,256,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5599791666666667,0.5525598611111111,0.5690405555555555,0.1108333333333334,0.09558333333333338,0.12533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004249999999999995,0.0,0.0,0.01,0.06,0.05075,0.06758333333333333,0.049166666666666664,0.045,0.05,1.2452422145328719
eff_su2_r5_d2,256,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5632138888888889,0.5580576388888889,0.5681609722222223,0.10416666666666666,0.09333333333333338,0.1159166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.07575,0.095,0.04833333333333333,0.044083333333333335,0.05,1.3123990772779697
eff_su2_r5_d2,256,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5539958333333334,0.5399759722222223,0.5627320833333334,0.11000000000000004,0.08983333333333329,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0016666666666666668,0.015,0.008333333333333333,0.005,0.01,0.03333333333333333,0.024083333333333335,0.058333333333333334,0.04833333333333333,0.043333333333333335,0.05,1.1210207612456746
eff_su2_r5_d2,256,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5603513888888889,0.5552295833333334,0.5655584722222222,0.09833333333333333,0.09000000000000002,0.11258333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.09016666666666666,0.05,0.04666666666666667,0.05,1.2529700115340252
eff_su2_r5_d2,256,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5481666666666667,0.5481666666666667,0.5481666666666667,0.10333333333333339,0.10333333333333339,0.10333333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,0.05,0.05,0.05,1.0
eff_su2_r5_d2,32,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5610569444444444,0.5405316666666667,0.5784543055555555,0.11083333333333334,0.09483333333333337,0.14366666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0016666666666666668,0.011666666666666667,0.01,0.008333333333333333,0.01,0.05333333333333334,0.04075,0.065,0.05,0.04575,0.05,1.2676182237600913
eff_su2_r5_d2,32,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5645958333333334,0.5510523611111111,0.5772240277777778,0.10499999999999998,0.08708333333333333,0.13349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.005916666666666662,0.0075,0.0,0.01,0.07333333333333333,0.06241666666666667,0.08774999999999998,0.049166666666666664,0.04666666666666667,0.05,1.3410899653979247
eff_su2_r5_d2,32,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5384708333333332,0.5212152777777778,0.5562733333333334,0.09166666666666673,0.07166666666666666,0.1168333333333333,0.0,0.0,0.002583333333333329,0.0,0.0,0.0,0.005833333333333334,0.0007500000000000003,0.02,0.008333333333333333,0.0,0.01,0.041666666666666664,0.029833333333333333,0.05258333333333333,0.04833333333333333,0.03983333333333333,0.05,0.7987024221453262
eff_su2_r5_d2,32,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5518277777777778,0.5430509722222222,0.5675368055555555,0.09000000000000002,0.07908333333333334,0.11424999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.005916666666666662,0.006666666666666666,0.0,0.01,0.07666666666666666,0.057416666666666664,0.09108333333333332,0.05,0.04833333333333333,0.05,1.0760092272203
eff_su2_r5_d2,32,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5481666666666667,0.5481666666666667,0.5481666666666667,0.10333333333333339,0.10333333333333339,0.10333333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,0.05,0.05,0.05,1.0
eff_su2_r5_d2,512,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5557916666666667,0.5489634722222223,0.5602922222222222,0.10833333333333339,0.09166666666666667,0.1166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.01,0.06166666666666667,0.05408333333333334,0.07,0.04666666666666667,0.042416666666666665,0.05,1.158304498269896
eff_su2_r5_d2,512,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.562175,0.5577113888888889,0.5667322222222222,0.09916666666666665,0.08816666666666666,0.1101666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666667,0.07575,0.09666666666666666,0.05,0.04833333333333333,0.05,1.2908304498269885
eff_su2_r5_d2,512,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5483944444444444,0.5370244444444444,0.5614840277777777,0.10333333333333339,0.08391666666666667,0.11591666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0024166666666666672,0.01258333333333333,0.01,0.005750000000000001,0.01,0.03916666666666667,0.025,0.06,0.05,0.04575,0.05,1.0047289504036896
eff_su2_r5_d2,512,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5607319444444445,0.556186111111111,0.5653023611111111,0.09583333333333338,0.08816666666666666,0.11091666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.07241666666666667,0.09333333333333334,0.05,0.04666666666666667,0.05,1.2608708189158024
eff_su2_r5_d2,512,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5481666666666667,0.5481666666666667,0.5481666666666667,0.10333333333333339,0.10333333333333339,0.10333333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,0.05,0.05,0.05,1.0
eff_su2_r5_d2,64,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5638847222222222,0.5414093055555556,0.5742386111111111,0.11499999999999999,0.09799999999999999,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.010916666666666663,0.01,0.0,0.01,0.057499999999999996,0.045,0.06699999999999999,0.04833333333333333,0.0415,0.05,1.3263264129181072
eff_su2_r5_d2,64,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5661694444444445,0.5576863888888888,0.5757179166666667,0.10999999999999999,0.09316666666666666,0.12833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0,0.01,0.07833333333333334,0.06575,0.09183333333333332,0.05,0.04575,0.05,1.3737600922722035
eff_su2_r5_d2,64,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5436041666666667,0.5145437500000001,0.5599429166666666,0.09833333333333338,0.060250000000000026,0.12774999999999997,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.009166666666666667,0.0016666666666666668,0.024416666666666653,0.008333333333333333,0.0,0.01,0.0375,0.03,0.056666666666666664,0.04833333333333333,0.04,0.05,0.9052768166089961
eff_su2_r5_d2,64,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5575972222222223,0.5489704166666667,0.5680525,0.09833333333333333,0.08333333333333337,0.11091666666666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.01,0.07666666666666666,0.06908333333333333,0.09091666666666666,0.05,0.04575,0.05,1.1957900807381787
eff_su2_r5_d2,64,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5481666666666667,0.5481666666666667,0.5481666666666667,0.10333333333333339,0.10333333333333339,0.10333333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051666666666666666,0.051666666666666666,0.051666666666666666,0.05,0.05,0.05,1.0
eff_su2_r5_d6,1024,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6171277777777778,0.6110169444444444,0.6253559722222223,0.20166666666666666,0.18816666666666668,0.21441666666666664,0.005,0.0033333333333333335,0.005,0.0,0.0,0.0,0.02,0.01575,0.025916666666666664,0.01,0.008333333333333333,0.01,0.0675,0.05725,0.075,0.049166666666666664,0.04575,0.05,1.0022342650694052
eff_su2_r5_d6,1024,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6157513888888889,0.6132997222222222,0.6176894444444444,0.20416666666666666,0.19575000000000004,0.21516666666666667,0.0033333333333333335,0.0033333333333333335,0.005,0.0,0.0,0.0,0.035,0.03,0.041666666666666664,0.01,0.008333333333333333,0.01,0.08,0.07408333333333333,0.08591666666666667,0.05,0.04666666666666667,0.05,0.9904568359003615
eff_su2_r5_d6,1024,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6037833333333333,0.5933322222222223,0.612878888888889,0.18416666666666665,0.16408333333333336,0.20275000000000004,0.0033333333333333335,0.0,0.005,0.0,0.0,0.0,0.01,0.005,0.015,0.006666666666666667,0.0033333333333333335,0.01,0.057499999999999996,0.0465,0.07091666666666667,0.05,0.04666666666666667,0.05,0.8880490587564176
eff_su2_r5_d6,1024,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6149125,0.6124759722222223,0.6169577777777778,0.20166666666666672,0.19574999999999998,0.21091666666666667,0.0033333333333333335,0.0033333333333333335,0.005,0.0,0.0,0.0,0.03333333333333333,0.03,0.041666666666666664,0.01,0.008333333333333333,0.01,0.07833333333333334,0.07333333333333333,0.085,0.05,0.04666666666666667,0.05,0.9832786651454646
eff_su2_r5_d6,1024,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6168666666666667,0.6168666666666667,0.6168666666666667,0.19500000000000006,0.19500000000000006,0.19500000000000006,0.005,0.005,0.005,0.0,0.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,0.01,0.01,0.01,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.05,0.05,0.05,1.0
eff_su2_r5_d6,128,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6220611111111111,0.6159722222222221,0.6314887499999999,0.20250000000000007,0.18908333333333338,0.22333333333333333,0.005,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0,0.028333333333333332,0.019083333333333334,0.03758333333333333,0.01,0.008333333333333333,0.01,0.08249999999999999,0.07,0.09166666666666666,0.05,0.044083333333333335,0.05,1.0444476136147551
eff_su2_r5_d6,128,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6180069444444445,0.6116059722222222,0.624936111111111,0.20583333333333328,0.1874166666666667,0.22291666666666668,0.0033333333333333335,0.0016666666666666668,0.006666666666666667,0.0,0.0,0.0,0.035,0.02666666666666667,0.046833333333333324,0.01,0.008333333333333333,0.01,0.08333333333333333,0.07,0.08925,0.04833333333333333,0.045,0.05,1.009757083095646
eff_su2_r5_d6,128,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5896958333333333,0.5780904166666667,0.6012547222222222,0.17,0.15333333333333332,0.19550000000000003,0.005,0.0016666666666666668,0.009249999999999996,0.0,0.0,0.0,0.01,0.0048333333333333344,0.019249999999999996,0.008333333333333333,0.002250000000000001,0.01,0.04666666666666667,0.03741666666666667,0.06716666666666664,0.05,0.04666666666666667,0.05,0.7675057045065599
eff_su2_r5_d6,128,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.613863888888889,0.60677375,0.6198866666666667,0.19833333333333336,0.1831666666666667,0.21441666666666667,0.0033333333333333335,0.0016666666666666668,0.006666666666666667,0.0,0.0,0.0,0.03166666666666667,0.02666666666666667,0.03849999999999999,0.01,0.0048333333333333344,0.01,0.075,0.06666666666666667,0.08774999999999998,0.05,0.045,0.05,0.9743059517018452
eff_su2_r5_d6,128,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6168666666666667,0.6168666666666667,0.6168666666666667,0.19500000000000006,0.19500000000000006,0.19500000000000006,0.005,0.005,0.005,0.0,0.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,0.01,0.01,0.01,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.05,0.05,0.05,1.0
eff_su2_r5_d6,256,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6202222222222222,0.6132980555555556,0.6271013888888889,0.20083333333333336,0.18908333333333327,0.21333333333333337,0.005,0.004083333333333334,0.005,0.0,0.0,0.0,0.023333333333333334,0.016666666666666666,0.035,0.01,0.008333333333333333,0.01,0.075,0.065,0.08666666666666667,0.05,0.04575,0.05,1.0287126830195854
eff_su2_r5_d6,256,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6174555555555556,0.6124655555555555,0.6209940277777778,0.20499999999999996,0.19316666666666668,0.21683333333333332,0.0033333333333333335,0.0016666666666666668,0.005,0.0,0.0,0.0,0.03333333333333333,0.028333333333333332,0.04349999999999999,0.01,0.008333333333333333,0.01,0.07833333333333334,0.07166666666666667,0.08925,0.049166666666666664,0.043333333333333335,0.05,1.0050389807948286
eff_su2_r5_d6,256,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5938083333333333,0.5819720833333334,0.6074061111111111,0.17666666666666675,0.15241666666666676,0.19258333333333338,0.005833333333333334,0.0033333333333333335,0.01,0.0,0.0,0.0,0.01,0.006666666666666667,0.019249999999999996,0.008333333333333333,0.0,0.01,0.049166666666666664,0.03666666666666667,0.07183333333333333,0.049166666666666664,0.044083333333333335,0.05,0.8026953793496857
eff_su2_r5_d6,256,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6143277777777778,0.6096330555555556,0.6181347222222222,0.20166666666666663,0.18908333333333333,0.20925,0.0033333333333333335,0.0016666666666666668,0.005,0.0,0.0,0.0,0.03166666666666667,0.027416666666666666,0.04033333333333332,0.01,0.008333333333333333,0.01,0.07583333333333334,0.07075000000000001,0.08666666666666667,0.049166666666666664,0.045,0.05,0.9782753375166383
eff_su2_r5_d6,256,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6168666666666667,0.6168666666666667,0.6168666666666667,0.19500000000000006,0.19500000000000006,0.19500000000000006,0.005,0.005,0.005,0.0,0.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,0.01,0.01,0.01,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.05,0.05,0.05,1.0
eff_su2_r5_d6,32,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6180736111111111,0.6058894444444444,0.6333583333333334,0.1916666666666667,0.16816666666666671,0.21016666666666667,0.005,0.0016666666666666668,0.010916666666666663,0.0,0.0,0.0,0.0325,0.025,0.04258333333333333,0.01,0.005750000000000001,0.01,0.09916666666666667,0.0815,0.11516666666666665,0.049166666666666664,0.03983333333333333,0.05,1.010327533751664
eff_su2_r5_d6,32,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6157305555555556,0.6045874999999999,0.6252779166666667,0.1925,0.17633333333333337,0.21425000000000002,0.0033333333333333335,0.0007500000000000003,0.010916666666666663,0.0,0.0,0.0,0.03333333333333333,0.025750000000000002,0.04833333333333333,0.01,0.008333333333333333,0.01,0.08666666666666667,0.07333333333333333,0.10274999999999998,0.05,0.04666666666666667,0.05,0.9902785700703556
eff_su2_r5_d6,32,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5758375,0.5525288888888888,0.5872298611111111,0.15666666666666673,0.12725,0.17925000000000002,0.005,0.0016666666666666668,0.010916666666666663,0.0,0.0,0.0,0.01,0.005750000000000001,0.015916666666666662,0.008333333333333333,0.0015000000000000007,0.01,0.042499999999999996,0.03166666666666667,0.060333333333333315,0.04833333333333333,0.042416666666666665,0.05,0.6489232743867656
eff_su2_r5_d6,32,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6052361111111111,0.5968455555555556,0.6144466666666667,0.18000000000000005,0.16575000000000004,0.197,0.0033333333333333335,0.0,0.009249999999999996,0.0,0.0,0.0,0.02666666666666667,0.019083333333333334,0.03833333333333333,0.01,0.007416666666666667,0.01,0.07333333333333333,0.06575,0.08458333333333332,0.049166666666666664,0.04575,0.05,0.9004801293021484
eff_su2_r5_d6,32,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6168666666666667,0.6168666666666667,0.6168666666666667,0.19500000000000006,0.19500000000000006,0.19500000000000006,0.005,0.005,0.005,0.0,0.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,0.01,0.01,0.01,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.05,0.05,0.05,1.0
eff_su2_r5_d6,512,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6221111111111111,0.6088579166666667,0.6303311111111112,0.2008333333333333,0.19166666666666665,0.21500000000000002,0.005,0.0033333333333333335,0.005,0.0,0.0,0.0,0.023333333333333334,0.014083333333333333,0.030166666666666658,0.01,0.008333333333333333,0.01,0.07083333333333333,0.06,0.07758333333333332,0.049166666666666664,0.043333333333333335,0.05,1.0448754516067689
eff_su2_r5_d6,512,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6160708333333333,0.6136473611111112,0.6191251388888889,0.20500000000000002,0.19333333333333336,0.21924999999999997,0.0033333333333333335,0.0016666666666666668,0.005,0.0,0.0,0.0,0.035,0.03,0.043333333333333335,0.01,0.008333333333333333,0.01,0.07833333333333334,0.075,0.08666666666666667,0.049166666666666664,0.044833333333333336,0.05,0.9931902452937821
eff_su2_r5_d6,512,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.5971930555555556,0.5818756944444445,0.6111123611111111,0.18416666666666665,0.1525,0.20425000000000001,0.0033333333333333335,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.01,0.0033333333333333335,0.015916666666666662,0.008333333333333333,0.0007500000000000003,0.01,0.052500000000000005,0.03816666666666667,0.06683333333333333,0.05,0.04666666666666667,0.05,0.8316576345312798
eff_su2_r5_d6,512,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6146527777777777,0.6120715277777778,0.6174265277777777,0.20083333333333336,0.18908333333333335,0.21591666666666665,0.0033333333333333335,0.0016666666666666668,0.005,0.0,0.0,0.0,0.03333333333333333,0.03,0.040166666666666656,0.01,0.008333333333333333,0.01,0.07833333333333334,0.07241666666666667,0.08591666666666667,0.05,0.045,0.05,0.9810562844647265
eff_su2_r5_d6,512,oracle_latent_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6168666666666667,0.6168666666666667,0.6168666666666667,0.19500000000000006,0.19500000000000006,0.19500000000000006,0.005,0.005,0.005,0.0,0.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,0.01,0.01,0.01,0.06833333333333333,0.06833333333333333,0.06833333333333333,0.05,0.05,0.05,1.0
eff_su2_r5_d6,64,channel_lira_matched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6244930555555556,0.6106101388888889,0.6400458333333333,0.20166666666666666,0.18466666666666673,0.22141666666666657,0.005,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.029166666666666667,0.02,0.03758333333333333,0.01,0.008333333333333333,0.01,0.08583333333333334,0.07558333333333334,0.10441666666666666,0.05,0.045,0.05,1.065257178170755
eff_su2_r5_d6,64,channel_lira_mismatched,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6183416666666666,0.6085286111111111,0.6302204166666666,0.20249999999999999,0.1724166666666667,0.22833333333333336,0.005,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.035833333333333335,0.025,0.045,0.01,0.007416666666666667,0.01,0.085,0.07408333333333333,0.10183333333333333,0.04833333333333333,0.045,0.05,1.012621220764403
eff_su2_r5_d6,64,deconvolved_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.57765,0.5623173611111111,0.6087797222222222,0.16416666666666668,0.1355833333333333,0.20591666666666666,0.008333333333333333,0.004083333333333334,0.011666666666666667,0.0,0.0,0.0,0.011666666666666667,0.005,0.015,0.006666666666666667,0.0,0.01,0.04,0.025750000000000002,0.06516666666666666,0.04833333333333333,0.042416666666666665,0.05,0.6644324015972618
eff_su2_r5_d6,64,naive_mean_lira,30,600.0,600.0,600.0,600.0,600.0,600.0,0.6116763888888889,0.6017934722222221,0.6218129166666667,0.18833333333333338,0.17816666666666672,0.21200000000000002,0.005,0.0,0.008333333333333333,0.0,0.0,0.0,0.03,0.02316666666666667,0.03941666666666665,0.01,0.007416666666666667,0.01,0.07833333333333334,0.06666666666666667,0.09091666666666666,0.05,0.045,0.05,0.9555880395512453
