scope,shots,contrast,n_replicates,auc_difference_median,auc_difference_q05,auc_difference_q95,advantage_difference_median,advantage_difference_q05,advantage_difference_q95,tpr_at_0_1pct_fpr_difference_median,tpr_at_0_1pct_fpr_difference_q05,tpr_at_0_1pct_fpr_difference_q95,tpr_at_1pct_fpr_difference_median,tpr_at_1pct_fpr_difference_q05,tpr_at_1pct_fpr_difference_q95,tpr_at_5pct_fpr_difference_median,tpr_at_5pct_fpr_difference_q05,tpr_at_5pct_fpr_difference_q95
eff_su2_r1_d2,1024,matched_minus_deconvolved_mean,30,-0.007936111111111088,-0.01144625000000003,-0.0028400000000000504,-0.009166666666666656,-0.017583333333333236,0.00016666666666671098,0.005,-0.0018333333333333329,0.01258333333333333,0.006666666666666668,-0.003333333333333334,0.014249999999999997,-0.005833333333333333,-0.014249999999999994,0.005166666666666661
eff_su2_r1_d2,1024,matched_minus_mismatched,30,-0.0018847222222221904,-0.006178750000000033,0.00568763888888884,0.0016666666666667052,-0.011083333333333355,0.011666666666666664,0.005,0.0033333333333333335,0.01258333333333333,0.018333333333333333,0.013333333333333332,0.028333333333333335,0.013333333333333336,0.0016666666666666635,0.023333333333333338
eff_su2_r1_d2,1024,matched_minus_naive_mean,30,-0.0018513888888889163,-0.00629736111111111,0.005620555555555568,0.0016666666666667052,-0.012583333333333401,0.010916666666666693,0.005,0.0033333333333333335,0.01258333333333333,0.018333333333333333,0.012416666666666666,0.029249999999999995,0.015833333333333335,0.0007499999999999989,0.023333333333333338
eff_su2_r1_d2,128,matched_minus_deconvolved_mean,30,-0.010884722222222143,-0.01959777777777773,-0.0016002777777778655,-0.01833333333333334,-0.033333333333333354,1.1102230246250934e-17,0.004166666666666667,0.0,0.013333333333333334,0.018333333333333333,-0.0021666666666666657,0.031833333333333325,0.008333333333333331,-0.008083333333333331,0.022749999999999982
eff_su2_r1_d2,128,matched_minus_mismatched,30,-0.006766666666666643,-0.018159166666666747,0.002042222222222242,-0.008333333333333304,-0.028500000000000043,0.008500000000000014,0.004166666666666667,0.0,0.013333333333333334,0.021666666666666667,0.008333333333333333,0.03258333333333333,0.013333333333333336,-0.0034999999999999996,0.03516666666666665
eff_su2_r1_d2,128,matched_minus_naive_mean,30,-0.005954166666666649,-0.019382361111111118,0.0027395833333333495,-0.012499999999999942,-0.03758333333333325,0.007916666666666624,0.004166666666666667,0.0,0.013333333333333334,0.02333333333333333,0.01075,0.03349999999999999,0.02666666666666667,0.008333333333333335,0.04441666666666666
eff_su2_r1_d2,256,matched_minus_deconvolved_mean,30,-0.010112499999999913,-0.02048305555555554,-0.0016261111111112137,-0.017499999999999988,-0.02925000000000007,-0.002416666666666677,0.004999999999999999,0.0016666666666666668,0.010916666666666663,0.013333333333333336,0.0007500000000000004,0.02866666666666665,-0.0008333333333333318,-0.013333333333333332,0.021083333333333322
eff_su2_r1_d2,256,matched_minus_mismatched,30,-0.007376388888888974,-0.013114027777777749,0.003499444444444506,-0.003333333333333424,-0.01941666666666677,0.005916666666666652,0.005,0.0016666666666666668,0.010916666666666663,0.024999999999999998,0.01575,0.034249999999999996,0.015,-0.002583333333333335,0.026666666666666665
eff_su2_r1_d2,256,matched_minus_naive_mean,30,-0.0062194444444445,-0.013324722222222179,0.004366111111111098,-0.008333333333333345,-0.025166666666666632,0.007750000000000017,0.005,0.0016666666666666668,0.010916666666666663,0.024999999999999998,0.01575,0.035,0.021666666666666667,0.005583333333333334,0.03549999999999997
eff_su2_r1_d2,32,matched_minus_deconvolved_mean,30,-0.012448611111111119,-0.028785277777777812,-0.0019090277777778267,-0.020000000000000046,-0.04533333333333326,0.008499999999999992,0.0033333333333333335,-0.0009166666666666664,0.01,0.015833333333333335,0.0015,0.024416666666666653,0.018333333333333333,-0.006666666666666668,0.046833333333333324
eff_su2_r1_d2,32,matched_minus_mismatched,30,-0.0074222222222222745,-0.017262083333333393,0.0016720833333333466,-0.005833333333333336,-0.027749999999999938,0.01275000000000001,0.0033333333333333335,0.0,0.008333333333333335,0.0125,0.004083333333333334,0.02016666666666666,0.013333333333333326,-0.0075833333333333395,0.034249999999999996
eff_su2_r1_d2,32,matched_minus_naive_mean,30,-0.012927777777777816,-0.02518652777777782,0.0014716666666666216,-0.02000000000000006,-0.04091666666666664,0.008499999999999976,0.0033333333333333335,0.0,0.009249999999999996,0.01666666666666667,0.007250000000000001,0.02591666666666666,0.022500000000000003,0.012416666666666664,0.043666666666666645
eff_su2_r1_d2,512,matched_minus_deconvolved_mean,30,-0.007701388888888883,-0.013621666666666666,-0.0031348611111111264,-0.010833333333333361,-0.020916666666666594,-0.004999999999999893,0.005833333333333334,-0.0018333333333333326,0.01258333333333333,0.005833333333333331,-0.005000000000000001,0.021666666666666667,-0.003333333333333334,-0.015916666666666662,0.015166666666666656
eff_su2_r1_d2,512,matched_minus_mismatched,30,-0.003940277777777779,-0.0113180555555556,0.0058465277777777465,-0.003333333333333355,-0.017583333333333295,0.021666666666666643,0.006666666666666667,0.0007500000000000003,0.01258333333333333,0.021666666666666667,0.014833333333333334,0.03258333333333333,0.015000000000000003,-0.0009166666666666646,0.026666666666666672
eff_su2_r1_d2,512,matched_minus_naive_mean,30,-0.003969444444444414,-0.011057361111111153,0.005736111111111114,-0.006666666666666599,-0.023499999999999986,0.015333333333333275,0.006666666666666667,0.0007500000000000003,0.01258333333333333,0.021666666666666667,0.014833333333333334,0.03258333333333333,0.020833333333333332,0.002083333333333334,0.03
eff_su2_r1_d2,64,matched_minus_deconvolved_mean,30,-0.012213888888888913,-0.02268472222222224,-0.0015572222222222604,-0.01583333333333333,-0.03425000000000002,-0.0007499999999999853,0.005,0.0,0.01758333333333333,0.020833333333333336,-0.008333333333333331,0.031833333333333325,0.012500000000000004,0.0,0.027583333333333328
eff_su2_r1_d2,64,matched_minus_mismatched,30,-0.005805555555555564,-0.018891805555555603,0.0078069444444444575,-0.010000000000000023,-0.026666666666666658,0.016999999999999918,0.005,0.0,0.01758333333333333,0.018333333333333333,0.009083333333333334,0.030000000000000002,0.011666666666666659,-0.003333333333333338,0.026666666666666672
eff_su2_r1_d2,64,matched_minus_naive_mean,30,-0.006833333333333358,-0.02663569444444442,0.008143055555555575,-0.019999999999999976,-0.030916666666666728,0.01683333333333327,0.005,0.0,0.01758333333333333,0.02,0.009083333333333334,0.03258333333333333,0.025833333333333333,0.014083333333333335,0.03925
eff_su2_r1_d6,1024,matched_minus_deconvolved_mean,30,0.011351388888888925,0.0023206944444444386,0.0164208333333333,0.011666666666666686,-0.0009166666666666515,0.019999999999999993,0.003333333333333333,-0.0016666666666666668,0.010916666666666663,0.013333333333333332,-0.0010833333333333346,0.02591666666666666,-0.0016666666666666635,-0.012583333333333337,0.013499999999999986
eff_su2_r1_d6,1024,matched_minus_mismatched,30,0.041652777777777816,0.03051388888888882,0.05261416666666668,0.033333333333333326,0.013916666666666697,0.06599999999999993,0.005,-0.0016666666666666668,0.01258333333333333,0.023333333333333338,0.015,0.03349999999999999,0.04666666666666667,0.036500000000000005,0.05833333333333333
eff_su2_r1_d6,1024,matched_minus_naive_mean,30,0.041266666666666674,0.0301504166666666,0.053018749999999906,0.03333333333333334,0.018166666666666727,0.06583333333333327,0.0033333333333333335,-0.0042499999999999994,0.010916666666666663,0.021666666666666667,0.015,0.03349999999999999,0.045,0.03575,0.055
eff_su2_r1_d6,128,matched_minus_deconvolved_mean,30,0.014087500000000086,0.0072579166666667085,0.0268144444444444,0.019999999999999962,-7.632783294297949e-18,0.03425000000000004,0.0033333333333333335,-0.0033333333333333335,0.009249999999999996,0.018333333333333333,0.006666666666666666,0.03666666666666667,0.016666666666666663,-0.006083333333333329,0.039416666666666655
eff_su2_r1_d6,128,matched_minus_mismatched,30,0.030291666666666606,0.018076111111111078,0.04851861111111107,0.031666666666666676,0.006499999999999959,0.06425000000000002,0.004166666666666667,0.0,0.01,0.026666666666666665,0.014833333333333334,0.040916666666666664,0.03583333333333333,0.02166666666666667,0.05941666666666666
eff_su2_r1_d6,128,matched_minus_naive_mean,30,0.02935833333333332,0.014268472222222245,0.049127777777777756,0.027500000000000024,-0.0027499999999999404,0.06625,0.0025,-0.0016666666666666668,0.007583333333333329,0.020833333333333332,0.009083333333333334,0.03516666666666666,0.03833333333333333,0.015,0.05699999999999998
eff_su2_r1_d6,256,matched_minus_deconvolved_mean,30,0.012999999999999956,0.003760694444444418,0.018594166666666634,0.014166666666666633,0.00333333333333338,0.029249999999999894,0.004166666666666667,-0.0042499999999999994,0.014249999999999995,0.019999999999999997,0.007416666666666666,0.03108333333333332,0.006666666666666668,-0.011583333333333331,0.021249999999999984
eff_su2_r1_d6,256,matched_minus_mismatched,30,0.03593333333333332,0.028073611111111126,0.049873611111111105,0.031666666666666586,0.008333333333333378,0.05774999999999996,0.006666666666666667,0.0,0.014249999999999995,0.026666666666666665,0.01725,0.03683333333333332,0.04333333333333333,0.02541666666666667,0.05666666666666667
eff_su2_r1_d6,256,matched_minus_naive_mean,30,0.03573611111111108,0.027113055555555494,0.05001166666666668,0.02833333333333332,0.003333333333333395,0.05166666666666666,0.005833333333333333,-0.0016666666666666668,0.013499999999999991,0.020833333333333332,0.01075,0.03199999999999998,0.042499999999999996,0.02891666666666667,0.055916666666666656
eff_su2_r1_d6,32,matched_minus_deconvolved_mean,30,0.011579166666666585,0.002679027777777826,0.024894444444444483,0.010833333333333334,-0.0033333333333333296,0.027749999999999924,0.0016666666666666668,-0.0025833333333333333,0.005916666666666662,0.006666666666666667,-0.0018333333333333322,0.022583333333333327,0.015833333333333335,-0.0085,0.030166666666666658
eff_su2_r1_d6,32,matched_minus_mismatched,30,0.027995833333333275,0.01792625,0.04049736111111111,0.02999999999999997,0.009083333333333306,0.055166666666666676,0.0016666666666666668,0.0,0.00849999999999999,0.015,0.005,0.021666666666666667,0.009999999999999998,-0.002583333333333335,0.02683333333333333
eff_su2_r1_d6,32,matched_minus_naive_mean,30,0.02597916666666661,0.010834027777777755,0.03869111111111114,0.024999999999999994,0.007416666666666677,0.049166666666666616,0.0,-0.0025833333333333333,0.006833333333333324,0.015,0.005750000000000001,0.024249999999999997,0.023333333333333334,0.009083333333333334,0.04199999999999999
eff_su2_r1_d6,512,matched_minus_deconvolved_mean,30,0.009991666666666676,0.0034538888888888397,0.017344305555555533,0.013333333333333308,0.0005833333333333589,0.027750000000000004,0.006666666666666666,-0.0033333333333333335,0.010916666666666661,0.0225,0.005583333333333334,0.029249999999999995,0.009999999999999995,-0.008500000000000004,0.025166666666666664
eff_su2_r1_d6,512,matched_minus_mismatched,30,0.04101250000000006,0.029830138888888903,0.054270555555555634,0.03500000000000007,0.01725000000000002,0.06425,0.008333333333333333,0.0,0.013333333333333334,0.026666666666666665,0.019083333333333334,0.03608333333333332,0.0475,0.03741666666666667,0.05425
eff_su2_r1_d6,512,matched_minus_naive_mean,30,0.04092222222222222,0.02939500000000005,0.054706944444444516,0.03500000000000003,0.01741666666666663,0.06424999999999999,0.005833333333333333,-0.0034999999999999996,0.011666666666666667,0.023333333333333334,0.015000000000000001,0.03349999999999999,0.04583333333333333,0.03225,0.05258333333333332
eff_su2_r1_d6,64,matched_minus_deconvolved_mean,30,0.014519444444444418,0.003758055555555529,0.025622499999999958,0.011666666666666686,-0.008499999999999938,0.03441666666666656,0.0025,0.0,0.005916666666666662,0.018333333333333333,-0.00016666666666666522,0.028333333333333335,0.015000000000000006,-0.002583333333333328,0.030916666666666662
eff_su2_r1_d6,64,matched_minus_mismatched,30,0.03287638888888883,0.018789583333333366,0.04841666666666668,0.03333333333333333,0.011666666666666659,0.07083333333333326,0.0033333333333333335,0.0,0.005916666666666662,0.026666666666666665,0.013333333333333332,0.03758333333333333,0.026666666666666665,-0.0023333333333333314,0.03833333333333334
eff_su2_r1_d6,64,matched_minus_naive_mean,30,0.025681944444444466,0.011388194444444421,0.042008194444444404,0.02000000000000003,-0.0020000000000000144,0.05974999999999994,0.0016666666666666668,-0.002583333333333333,0.005916666666666662,0.021666666666666667,0.005,0.032583333333333325,0.03166666666666667,0.013000000000000001,0.04591666666666666
eff_su2_r5_d2,1024,matched_minus_deconvolved_mean,30,0.0029222222222221594,-0.006355833333333355,0.011508888888888857,0.0033333333333332993,-0.01000000000000004,0.01666666666666667,0.0,0.0,0.0,-0.006666666666666666,-0.014249999999999999,0.0,0.0125,-0.007583333333333336,0.033499999999999995
eff_su2_r5_d2,1024,matched_minus_mismatched,30,-0.009537499999999866,-0.014919722222222303,-0.0016762499999999363,0.004999999999999977,-0.004999999999999979,0.019416666666666672,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0033333333333333335,-0.023333333333333334,-0.028333333333333335,-0.011666666666666662
eff_su2_r5_d2,1024,matched_minus_naive_mean,30,-0.008741666666666648,-0.014038472222222226,-0.0008881944444444024,0.006666666666666626,-0.003333333333333274,0.02108333333333335,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0033333333333333335,-0.021666666666666667,-0.02758333333333333,-0.01241666666666667
