scope,shots,replicate,contrast,auc_difference,advantage_difference,tpr_at_0_1pct_fpr_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
eff_su2_r1_d2,64,1,matched_minus_naive_mean,-0.028749999999999942,-0.03,0.005,0.019999999999999997,0.02500000000000001
eff_su2_r1_d2,64,1,matched_minus_deconvolved_mean,-0.017455555555555557,-0.01999999999999999,0.005,0.024999999999999998,0.011666666666666672
eff_su2_r1_d2,64,2,matched_minus_mismatched,-0.016388888888888897,-0.015000000000000013,0.0016666666666666668,0.030000000000000002,0.0
eff_su2_r1_d2,64,2,matched_minus_naive_mean,-0.02024999999999999,-0.023333333333333428,0.0016666666666666668,0.030000000000000002,0.020000000000000004
eff_su2_r1_d2,64,2,matched_minus_deconvolved_mean,-0.016919444444444487,-0.03833333333333333,0.0016666666666666668,0.028333333333333335,0.018333333333333333
eff_su2_r1_d2,64,3,matched_minus_mismatched,-0.006988888888888822,-0.013333333333333308,0.0,0.010000000000000002,0.030000000000000006
eff_su2_r1_d2,64,3,matched_minus_naive_mean,-0.00771944444444439,-0.025000000000000022,0.0,0.018333333333333333,0.04000000000000001
eff_su2_r1_d2,64,3,matched_minus_deconvolved_mean,-0.005674999999999875,-0.018333333333333313,0.0,0.021666666666666667,0.010000000000000009
eff_su2_r1_d2,64,4,matched_minus_mismatched,0.00660000000000005,-0.0016666666666665941,0.01,0.011666666666666669,0.003333333333333327
eff_su2_r1_d2,64,4,matched_minus_naive_mean,0.004561111111111127,1.1102230246251565e-16,0.01,0.02,0.026666666666666658
eff_su2_r1_d2,64,4,matched_minus_deconvolved_mean,-0.008841666666666526,-0.014999999999999902,0.01,0.023333333333333334,0.014999999999999993
eff_su2_r1_d2,64,5,matched_minus_mismatched,0.0006999999999999229,-0.00666666666666671,0.0,0.018333333333333333,0.008333333333333331
eff_su2_r1_d2,64,5,matched_minus_naive_mean,0.0032999999999998586,-0.016666666666666607,0.0016666666666666668,0.02,0.02333333333333333
eff_su2_r1_d2,64,5,matched_minus_deconvolved_mean,-0.01466388888888892,-0.025000000000000022,0.0016666666666666668,0.013333333333333334,0.006666666666666668
eff_su2_r1_d2,64,6,matched_minus_mismatched,-0.010705555555555524,-0.026666666666666672,0.008333333333333333,0.03,0.013333333333333336
eff_su2_r1_d2,64,6,matched_minus_naive_mean,-0.012647222222222254,-0.023333333333333317,0.008333333333333333,0.03166666666666666,0.028333333333333342
eff_su2_r1_d2,64,6,matched_minus_deconvolved_mean,-0.00793888888888894,-0.013333333333333308,0.008333333333333333,0.03666666666666667,0.013333333333333336
eff_su2_r1_d2,64,7,matched_minus_mismatched,-0.005083333333333329,0.0,0.011666666666666667,0.035,0.011666666666666659
eff_su2_r1_d2,64,7,matched_minus_naive_mean,-0.006013888888888874,-0.0016666666666667052,0.011666666666666667,0.03333333333333333,0.02833333333333333
eff_su2_r1_d2,64,7,matched_minus_deconvolved_mean,-0.017797222222222242,-0.015000000000000013,0.011666666666666667,-0.008333333333333331,0.0016666666666666635
eff_su2_r1_d2,64,8,matched_minus_mismatched,0.008794444444444438,0.019999999999999907,0.0,0.001666666666666667,0.003333333333333327
