scope,shots,replicate,contrast,auc_difference,advantage_difference,tpr_at_0_1pct_fpr_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
eff_su2_r1_d6,256,24,matched_minus_mismatched,0.037761111111111134,0.028333333333333294,0.0016666666666666668,0.02,0.06333333333333334
eff_su2_r1_d6,256,24,matched_minus_naive_mean,0.03782500000000011,0.02666666666666659,0.0,0.016666666666666666,0.05666666666666667
eff_su2_r1_d6,256,24,matched_minus_deconvolved_mean,0.01225277777777789,0.014999999999999902,0.0016666666666666668,0.01,0.006666666666666668
eff_su2_r1_d6,256,25,matched_minus_mismatched,0.028272222222222254,0.02999999999999997,0.008333333333333333,0.03333333333333334,0.04499999999999999
eff_su2_r1_d6,256,25,matched_minus_naive_mean,0.027274999999999994,0.024999999999999994,0.006666666666666666,0.025,0.04499999999999999
eff_su2_r1_d6,256,25,matched_minus_deconvolved_mean,0.011472222222222217,0.008333333333333304,0.006666666666666666,0.025,0.014999999999999993
eff_su2_r1_d6,256,26,matched_minus_mismatched,0.05183611111111108,0.051666666666666694,0.006666666666666667,0.025,0.04666666666666666
eff_su2_r1_d6,256,26,matched_minus_naive_mean,0.05189166666666667,0.04833333333333335,0.006666666666666667,0.02,0.041666666666666664
eff_su2_r1_d6,256,26,matched_minus_deconvolved_mean,0.005336111111111097,0.0033333333333334103,0.001666666666666667,0.013333333333333334,0.006666666666666668
eff_su2_r1_d6,256,27,matched_minus_mismatched,0.035563888888888895,0.03166666666666661,0.006666666666666667,0.025,0.021666666666666674
eff_su2_r1_d6,256,27,matched_minus_naive_mean,0.034975000000000034,0.02833333333333328,0.005,0.018333333333333333,0.026666666666666672
eff_su2_r1_d6,256,27,matched_minus_deconvolved_mean,0.014377777777777712,0.016666666666666607,0.0033333333333333335,0.015000000000000001,-0.018333333333333326
eff_su2_r1_d6,256,28,matched_minus_mismatched,0.03622222222222227,0.03666666666666668,0.011666666666666667,0.03,0.04166666666666667
eff_su2_r1_d6,256,28,matched_minus_naive_mean,0.03604166666666664,0.028333333333333377,0.011666666666666667,0.021666666666666667,0.036666666666666674
eff_su2_r1_d6,256,28,matched_minus_deconvolved_mean,0.014433333333333298,0.018333333333333313,0.008333333333333333,0.019999999999999997,0.0016666666666666774
eff_su2_r1_d6,256,29,matched_minus_mismatched,0.028386111111111056,0.02500000000000001,0.0016666666666666668,0.02666666666666667,0.015
eff_su2_r1_d6,256,29,matched_minus_naive_mean,0.03024166666666661,0.0266666666666667,-0.0016666666666666668,0.025,0.009999999999999995
eff_su2_r1_d6,256,29,matched_minus_deconvolved_mean,0.014155555555555588,0.00833333333333336,0.0016666666666666668,0.013333333333333336,-0.020000000000000004
eff_su2_r1_d6,512,0,matched_minus_mismatched,0.04881111111111125,0.031666666666666704,0.01,0.030000000000000002,0.04499999999999999
eff_su2_r1_d6,512,0,matched_minus_naive_mean,0.04956111111111122,0.03333333333333338,0.01,0.02666666666666667,0.04166666666666666
eff_su2_r1_d6,512,0,matched_minus_deconvolved_mean,0.010455555555555662,0.01666666666666672,0.006666666666666666,0.018333333333333333,-0.006666666666666668
eff_su2_r1_d6,512,1,matched_minus_mismatched,0.05128055555555561,0.05500000000000005,0.008333333333333333,0.02,0.04333333333333333
eff_su2_r1_d6,512,1,matched_minus_naive_mean,0.05078611111111114,0.06000000000000005,0.006666666666666666,0.015000000000000001,0.03666666666666666
eff_su2_r1_d6,512,1,matched_minus_deconvolved_mean,0.01285555555555562,0.01666666666666672,0.006666666666666666,0.015000000000000001,0.0049999999999999906
eff_su2_r1_d6,512,2,matched_minus_mismatched,0.053677777777777824,0.05833333333333339,0.008333333333333333,0.03,0.05333333333333333
eff_su2_r1_d6,512,2,matched_minus_naive_mean,0.05405000000000004,0.06000000000000005,0.008333333333333333,0.03,0.05166666666666666
eff_su2_r1_d6,512,2,matched_minus_deconvolved_mean,0.013561111111111135,0.023333333333333428,0.008333333333333333,0.03,-0.003333333333333341
eff_su2_r1_d6,512,3,matched_minus_mismatched,0.03449166666666659,0.025000000000000022,0.0,0.03333333333333334,0.04166666666666666
eff_su2_r1_d6,512,3,matched_minus_naive_mean,0.03440277777777778,0.028333333333333377,-0.0016666666666666668,0.03166666666666667,0.03833333333333333
eff_su2_r1_d6,512,3,matched_minus_deconvolved_mean,0.007138888888888917,0.011666666666666659,-0.0033333333333333335,0.028333333333333335,0.009999999999999995
eff_su2_r1_d6,512,4,matched_minus_mismatched,0.033180555555555546,0.02166666666666671,0.0,0.025,0.03666666666666667
eff_su2_r1_d6,512,4,matched_minus_naive_mean,0.03319166666666673,0.023333333333333345,0.0,0.025,0.03
eff_su2_r1_d6,512,4,matched_minus_deconvolved_mean,0.005866666666666687,0.003333333333333355,0.0,0.023333333333333338,-0.0050000000000000044
eff_su2_r1_d6,512,5,matched_minus_mismatched,0.04113611111111115,0.033333333333333326,0.006666666666666667,0.019999999999999997,0.055
eff_su2_r1_d6,512,5,matched_minus_naive_mean,0.04093333333333332,0.02833333333333332,0.005,0.019999999999999997,0.05
eff_su2_r1_d6,512,5,matched_minus_deconvolved_mean,0.015924999999999967,0.015000000000000013,0.006666666666666667,0.026666666666666665,0.009999999999999995
eff_su2_r1_d6,512,6,matched_minus_mismatched,0.026211111111111074,0.03500000000000006,0.006666666666666667,0.024999999999999998,0.05166666666666667
eff_su2_r1_d6,512,6,matched_minus_naive_mean,0.026375000000000037,0.03500000000000003,0.0033333333333333335,0.021666666666666667,0.05
eff_su2_r1_d6,512,6,matched_minus_deconvolved_mean,0.015569444444444414,0.040000000000000036,0.006666666666666667,0.018333333333333333,0.026666666666666672
eff_su2_r1_d6,512,7,matched_minus_mismatched,0.05152777777777773,0.0366666666666666,0.0033333333333333335,0.026666666666666665,0.05333333333333333
eff_su2_r1_d6,512,7,matched_minus_naive_mean,0.05054722222222219,0.03499999999999995,0.0033333333333333335,0.02333333333333333,0.05
eff_su2_r1_d6,512,7,matched_minus_deconvolved_mean,0.0023416666666665753,0.009999999999999898,0.0016666666666666668,0.026666666666666665,-0.0016666666666666635
eff_su2_r1_d6,512,8,matched_minus_mismatched,0.040888888888888975,0.06333333333333332,0.005,0.03333333333333333,0.05333333333333333
eff_su2_r1_d6,512,8,matched_minus_naive_mean,0.04086666666666672,0.061666666666666675,0.005,0.025,0.04666666666666666
eff_su2_r1_d6,512,8,matched_minus_deconvolved_mean,0.013172222222222252,0.02999999999999997,-0.001666666666666667,0.016666666666666666,-0.0050000000000000044
eff_su2_r1_d6,512,9,matched_minus_mismatched,0.04354999999999998,0.04166666666666674,0.008333333333333333,0.02,0.05166666666666666
eff_su2_r1_d6,512,9,matched_minus_naive_mean,0.04346666666666665,0.04333333333333339,0.004999999999999999,0.018333333333333333,0.048333333333333325
eff_su2_r1_d6,512,9,matched_minus_deconvolved_mean,0.008233333333333315,0.018333333333333424,0.003333333333333333,0.011666666666666667,0.0
eff_su2_r1_d6,512,10,matched_minus_mismatched,0.03898888888888885,0.053333333333333344,0.015,0.030000000000000002,0.043333333333333335
eff_su2_r1_d6,512,10,matched_minus_naive_mean,0.0392027777777777,0.05833333333333335,0.011666666666666665,0.030000000000000002,0.04666666666666667
eff_su2_r1_d6,512,10,matched_minus_deconvolved_mean,0.00510833333333327,0.013333333333333308,0.011666666666666665,0.026666666666666672,0.020000000000000004
eff_su2_r1_d6,512,11,matched_minus_mismatched,0.04264166666666669,0.04000000000000005,0.011666666666666667,0.028333333333333335,0.04166666666666667
eff_su2_r1_d6,512,11,matched_minus_naive_mean,0.04176111111111103,0.04833333333333341,0.008333333333333333,0.025,0.043333333333333335
eff_su2_r1_d6,512,11,matched_minus_deconvolved_mean,0.009658333333333324,0.010000000000000064,0.01,0.013333333333333336,-0.003333333333333327
eff_su2_r1_d6,512,12,matched_minus_mismatched,0.0407777777777778,0.01500000000000011,0.013333333333333332,0.02666666666666667,0.05333333333333333
eff_su2_r1_d6,512,12,matched_minus_naive_mean,0.04091111111111112,0.02166666666666675,0.011666666666666665,0.023333333333333338,0.05166666666666666
eff_su2_r1_d6,512,12,matched_minus_deconvolved_mean,0.009644444444444455,-0.0016666666666665941,0.015,0.02666666666666667,0.015
eff_su2_r1_d6,512,13,matched_minus_mismatched,0.040741666666666676,0.03999999999999995,0.0,0.03333333333333333,0.04666666666666666
eff_su2_r1_d6,512,13,matched_minus_naive_mean,0.040313888888888816,0.04166666666666663,-0.005,0.03166666666666666,0.04666666666666666
eff_su2_r1_d6,512,13,matched_minus_deconvolved_mean,0.012588888888888872,0.021666666666666612,-0.0016666666666666668,0.026666666666666665,0.0050000000000000044
eff_su2_r1_d6,512,14,matched_minus_mismatched,0.029538888888888892,0.011666666666666659,0.006666666666666667,0.024999999999999998,0.051666666666666666
eff_su2_r1_d6,512,14,matched_minus_naive_mean,0.02895000000000003,0.013333333333333308,0.005,0.02333333333333333,0.04833333333333333
eff_su2_r1_d6,512,14,matched_minus_deconvolved_mean,0.00386944444444437,0.0033333333333332993,0.005,0.02333333333333333,0.021666666666666667
eff_su2_r1_d6,512,15,matched_minus_mismatched,0.059250000000000025,0.07000000000000002,0.0,0.03833333333333333,0.03833333333333334
eff_su2_r1_d6,512,15,matched_minus_naive_mean,0.05927222222222217,0.07166666666666671,-0.0016666666666666668,0.034999999999999996,0.035
eff_su2_r1_d6,512,15,matched_minus_deconvolved_mean,0.007611111111111124,0.023333333333333373,-0.0033333333333333335,0.016666666666666663,-0.021666666666666667
eff_su2_r1_d6,512,16,matched_minus_mismatched,0.0397777777777778,0.03166666666666662,0.008333333333333333,0.028333333333333332,0.045
eff_su2_r1_d6,512,16,matched_minus_naive_mean,0.03994444444444445,0.034999999999999976,0.006666666666666666,0.024999999999999998,0.043333333333333335
eff_su2_r1_d6,512,16,matched_minus_deconvolved_mean,0.013613888888888814,0.013333333333333308,0.003333333333333333,0.016666666666666663,0.006666666666666668
eff_su2_r1_d6,512,17,matched_minus_mismatched,0.05475555555555567,0.06333333333333331,0.008333333333333333,0.018333333333333333,0.05
eff_su2_r1_d6,512,17,matched_minus_naive_mean,0.05524444444444454,0.06333333333333331,0.006666666666666666,0.015000000000000001,0.043333333333333335
eff_su2_r1_d6,512,17,matched_minus_deconvolved_mean,0.008041666666666725,0.006666666666666654,0.006666666666666666,0.011666666666666667,0.009999999999999995
eff_su2_r1_d6,512,18,matched_minus_mismatched,0.049077777777777776,0.03500000000000003,0.01,0.021666666666666667,0.049999999999999996
eff_su2_r1_d6,512,18,matched_minus_naive_mean,0.04870833333333335,0.03500000000000003,0.008333333333333333,0.018333333333333333,0.05333333333333333
eff_su2_r1_d6,512,18,matched_minus_deconvolved_mean,0.01012500000000005,0.00666666666666671,0.006666666666666666,0.003333333333333334,0.011666666666666659
eff_su2_r1_d6,512,19,matched_minus_mismatched,0.046294444444444416,0.0383333333333333,0.011666666666666667,0.026666666666666665,0.05333333333333334
eff_su2_r1_d6,512,19,matched_minus_naive_mean,0.046255555555555494,0.04333333333333331,0.008333333333333333,0.024999999999999998,0.04333333333333334
eff_su2_r1_d6,512,19,matched_minus_deconvolved_mean,0.009858333333333302,0.008333333333333304,0.01,0.024999999999999998,0.011666666666666672
eff_su2_r1_d6,512,20,matched_minus_mismatched,0.030186111111111136,0.026666666666666616,0.011666666666666667,0.026666666666666665,0.04833333333333333
eff_su2_r1_d6,512,20,matched_minus_naive_mean,0.030213888888888873,0.016666666666666635,0.011666666666666667,0.02333333333333333,0.045
eff_su2_r1_d6,512,20,matched_minus_deconvolved_mean,0.014149999999999996,0.009999999999999953,0.008333333333333333,0.021666666666666667,0.023333333333333338
eff_su2_r1_d6,512,21,matched_minus_mismatched,0.05213333333333331,0.048333333333333395,0.005,0.011666666666666665,0.04833333333333334
eff_su2_r1_d6,512,21,matched_minus_naive_mean,0.052013888888888915,0.05166666666666675,0.0,0.01,0.04833333333333334
eff_su2_r1_d6,512,21,matched_minus_deconvolved_mean,0.0031138888888888605,-0.0050000000000000044,0.005,0.008333333333333333,-0.003333333333333327
eff_su2_r1_d6,512,22,matched_minus_mismatched,0.03880555555555554,0.02999999999999997,0.005,0.024999999999999998,0.04166666666666667
eff_su2_r1_d6,512,22,matched_minus_naive_mean,0.03965277777777776,0.02999999999999997,0.0,0.019999999999999997,0.03833333333333334
eff_su2_r1_d6,512,22,matched_minus_deconvolved_mean,0.018894444444444436,0.023333333333333317,0.005,0.026666666666666665,0.03333333333333334
eff_su2_r1_d6,512,23,matched_minus_mismatched,0.03763888888888889,0.03500000000000009,0.0016666666666666668,0.02333333333333333,0.04333333333333333
eff_su2_r1_d6,512,23,matched_minus_naive_mean,0.038349999999999995,0.04000000000000008,-0.0016666666666666668,0.021666666666666664,0.04666666666666666
eff_su2_r1_d6,512,23,matched_minus_deconvolved_mean,0.018505555555555553,0.025000000000000078,0.0016666666666666668,0.014999999999999998,0.02166666666666666
eff_su2_r1_d6,512,24,matched_minus_mismatched,0.04786666666666661,0.03666666666666665,0.0,0.030000000000000002,0.06333333333333334
eff_su2_r1_d6,512,24,matched_minus_naive_mean,0.04827222222222216,0.03833333333333333,-0.005,0.028333333333333335,0.06
eff_su2_r1_d6,512,24,matched_minus_deconvolved_mean,0.007077777777777738,0.003333333333333355,-0.0033333333333333335,0.023333333333333338,0.010000000000000009
eff_su2_r1_d6,512,25,matched_minus_mismatched,0.04993888888888898,0.06500000000000003,0.01,0.025,0.04333333333333334
eff_su2_r1_d6,512,25,matched_minus_naive_mean,0.05071111111111115,0.06500000000000002,0.01,0.021666666666666667,0.04166666666666667
eff_su2_r1_d6,512,25,matched_minus_deconvolved_mean,0.012786111111111165,0.018333333333333313,0.003333333333333333,0.0,0.016666666666666677
eff_su2_r1_d6,512,26,matched_minus_mismatched,0.030677777777777804,0.019999999999999907,0.01,0.03166666666666667,0.03833333333333333
eff_su2_r1_d6,512,26,matched_minus_naive_mean,0.02993888888888896,0.018333333333333285,0.008333333333333333,0.03166666666666667,0.03666666666666667
eff_su2_r1_d6,512,26,matched_minus_deconvolved_mean,0.009824999999999973,0.009999999999999898,0.006666666666666666,0.026666666666666665,0.019999999999999997
eff_su2_r1_d6,512,27,matched_minus_mismatched,0.04195277777777784,0.028333333333333294,0.013333333333333334,0.026666666666666665,0.05333333333333333
eff_su2_r1_d6,512,27,matched_minus_naive_mean,0.04151388888888896,0.02999999999999997,0.011666666666666667,0.019999999999999997,0.049999999999999996
eff_su2_r1_d6,512,27,matched_minus_deconvolved_mean,0.011775000000000091,0.014999999999999902,0.01,0.026666666666666665,0.006666666666666668
eff_su2_r1_d6,512,28,matched_minus_mismatched,0.032811111111111124,0.03499999999999995,0.008333333333333333,0.02,0.03666666666666666
eff_su2_r1_d6,512,28,matched_minus_naive_mean,0.03342222222222224,0.034999999999999976,0.006666666666666666,0.01666666666666667,0.029999999999999992
eff_su2_r1_d6,512,28,matched_minus_deconvolved_mean,0.0054944444444444684,0.013333333333333253,0.008333333333333333,0.021666666666666667,-0.010000000000000009
eff_su2_r1_d6,512,29,matched_minus_mismatched,0.032519444444444434,0.021666666666666654,0.01,0.03833333333333334,0.03833333333333334
eff_su2_r1_d6,512,29,matched_minus_naive_mean,0.03311111111111109,0.023333333333333317,0.005,0.03833333333333334,0.03833333333333334
eff_su2_r1_d6,512,29,matched_minus_deconvolved_mean,0.01363055555555548,0.013333333333333308,0.01,0.03333333333333333,0.010000000000000009
eff_su2_r1_d6,1024,0,matched_minus_mismatched,0.036491666666666644,0.031666666666666704,0.005,0.026666666666666665,0.041666666666666664
eff_su2_r1_d6,1024,0,matched_minus_naive_mean,0.036666666666666625,0.028333333333333377,0.0016666666666666666,0.026666666666666665,0.04
eff_su2_r1_d6,1024,0,matched_minus_deconvolved_mean,0.013427777777777816,0.006666666666666765,0.003333333333333333,0.026666666666666665,0.011666666666666659
eff_su2_r1_d6,1024,1,matched_minus_mismatched,0.03967222222222233,0.038333333333333386,0.011666666666666667,0.021666666666666664,0.039999999999999994
eff_su2_r1_d6,1024,1,matched_minus_naive_mean,0.03951944444444444,0.0383333333333334,0.011666666666666667,0.021666666666666664,0.03833333333333333
eff_su2_r1_d6,1024,1,matched_minus_deconvolved_mean,0.014391666666666691,0.015000000000000069,0.008333333333333333,0.021666666666666664,0.018333333333333326
eff_su2_r1_d6,1024,2,matched_minus_mismatched,0.04234444444444435,0.033333333333333395,0.005,0.006666666666666667,0.05666666666666666
eff_su2_r1_d6,1024,2,matched_minus_naive_mean,0.04214444444444443,0.033333333333333395,0.0033333333333333335,0.003333333333333334,0.05166666666666666
eff_su2_r1_d6,1024,2,matched_minus_deconvolved_mean,0.009033333333333227,0.00666666666666671,0.0033333333333333335,0.001666666666666667,-0.003333333333333341
eff_su2_r1_d6,1024,3,matched_minus_mismatched,0.04134166666666672,0.03333333333333334,0.005,0.026666666666666665,0.056666666666666664
eff_su2_r1_d6,1024,3,matched_minus_naive_mean,0.041100000000000025,0.033333333333333354,0.0033333333333333335,0.026666666666666665,0.055
eff_su2_r1_d6,1024,3,matched_minus_deconvolved_mean,0.014655555555555644,0.013333333333333308,0.0033333333333333335,0.013333333333333332,0.003333333333333327
eff_su2_r1_d6,1024,4,matched_minus_mismatched,0.05168888888888884,0.04666666666666672,0.01,0.02666666666666667,0.035
eff_su2_r1_d6,1024,4,matched_minus_naive_mean,0.05164722222222212,0.04833333333333338,0.008333333333333333,0.023333333333333338,0.035
eff_su2_r1_d6,1024,4,matched_minus_deconvolved_mean,0.0064722222222222126,0.020000000000000018,0.01,0.005000000000000001,-0.018333333333333326
eff_su2_r1_d6,1024,5,matched_minus_mismatched,0.04019166666666674,0.02999999999999997,0.0,0.021666666666666667,0.04000000000000001
eff_su2_r1_d6,1024,5,matched_minus_naive_mean,0.04046111111111106,0.02999999999999997,0.0,0.021666666666666667,0.036666666666666674
eff_su2_r1_d6,1024,5,matched_minus_deconvolved_mean,0.012355555555555564,0.008333333333333304,-0.0016666666666666668,0.015000000000000001,-0.009999999999999995
eff_su2_r1_d6,1024,6,matched_minus_mismatched,0.0423555555555557,0.03833333333333333,0.005,0.023333333333333338,0.049999999999999996
eff_su2_r1_d6,1024,6,matched_minus_naive_mean,0.04224444444444453,0.03666666666666665,0.001666666666666667,0.021666666666666667,0.04833333333333333
eff_su2_r1_d6,1024,6,matched_minus_deconvolved_mean,0.011758333333333426,0.008333333333333304,0.005,0.0016666666666666705,-0.013333333333333336
eff_su2_r1_d6,1024,7,matched_minus_mismatched,0.04196388888888891,0.035,0.0033333333333333335,0.016666666666666666,0.05333333333333334
eff_su2_r1_d6,1024,7,matched_minus_naive_mean,0.04192499999999999,0.03,0.0033333333333333335,0.015000000000000001,0.05166666666666667
eff_su2_r1_d6,1024,7,matched_minus_deconvolved_mean,-0.0020222222222221475,-0.0016666666666665941,-0.0016666666666666666,0.008333333333333335,0.0
eff_su2_r1_d6,1024,8,matched_minus_mismatched,0.05031388888888888,0.04166666666666663,0.008333333333333333,0.02333333333333333,0.05
eff_su2_r1_d6,1024,8,matched_minus_naive_mean,0.05023611111111115,0.04499999999999997,0.005,0.021666666666666664,0.04666666666666667
eff_su2_r1_d6,1024,8,matched_minus_deconvolved_mean,0.016683333333333272,0.021666666666666612,0.01,0.018333333333333333,-0.0050000000000000044
eff_su2_r1_d6,1024,9,matched_minus_mismatched,0.04289999999999994,0.028333333333333377,-0.0016666666666666668,0.024999999999999998,0.05333333333333333
eff_su2_r1_d6,1024,9,matched_minus_naive_mean,0.042749999999999955,0.03166666666666673,-0.005,0.024999999999999998,0.04666666666666666
eff_su2_r1_d6,1024,9,matched_minus_deconvolved_mean,0.009827777777777769,0.003333333333333355,-0.0016666666666666668,0.011666666666666665,0.0
eff_su2_r1_d6,1024,10,matched_minus_mismatched,0.03644999999999998,0.025000000000000022,0.0016666666666666668,0.04166666666666667,0.04833333333333333
eff_su2_r1_d6,1024,10,matched_minus_naive_mean,0.03641388888888897,0.025000000000000022,-0.003333333333333333,0.03833333333333334,0.05
eff_su2_r1_d6,1024,10,matched_minus_deconvolved_mean,0.012102777777777796,0.015000000000000013,0.0016666666666666668,0.023333333333333334,0.0050000000000000044
eff_su2_r1_d6,1024,11,matched_minus_mismatched,0.04267500000000002,0.03666666666666671,0.013333333333333334,0.021666666666666664,0.05333333333333333
eff_su2_r1_d6,1024,11,matched_minus_naive_mean,0.04312777777777782,0.036666666666666736,0.013333333333333334,0.018333333333333333,0.05166666666666666
eff_su2_r1_d6,1024,11,matched_minus_deconvolved_mean,0.004638888888888859,0.00500000000000006,0.01,0.0049999999999999975,0.011666666666666659
eff_su2_r1_d6,1024,12,matched_minus_mismatched,0.040430555555555636,0.03333333333333331,0.0016666666666666668,0.02,0.043333333333333335
eff_su2_r1_d6,1024,12,matched_minus_naive_mean,0.040549999999999975,0.029999999999999985,0.0016666666666666668,0.02,0.03666666666666667
eff_su2_r1_d6,1024,12,matched_minus_deconvolved_mean,0.016100000000000003,0.016666666666666663,0.0,0.01666666666666667,-0.0050000000000000044
eff_su2_r1_d6,1024,13,matched_minus_mismatched,0.041980555555555576,0.01166666666666677,0.015,0.03166666666666666,0.039999999999999994
eff_su2_r1_d6,1024,13,matched_minus_naive_mean,0.04143333333333332,0.01666666666666676,0.009999999999999998,0.03166666666666666,0.039999999999999994
eff_su2_r1_d6,1024,13,matched_minus_deconvolved_mean,0.014819444444444496,0.010000000000000009,0.015,0.02333333333333333,-0.003333333333333341
eff_su2_r1_d6,1024,14,matched_minus_mismatched,0.03890277777777784,0.031666666666666676,0.005,0.034999999999999996,0.04666666666666667
eff_su2_r1_d6,1024,14,matched_minus_naive_mean,0.03874444444444447,0.033333333333333326,0.0033333333333333335,0.034999999999999996,0.05
eff_su2_r1_d6,1024,14,matched_minus_deconvolved_mean,0.012352777777777768,0.019999999999999962,0.006666666666666667,0.024999999999999998,0.0
eff_su2_r1_d6,1024,15,matched_minus_mismatched,0.04881111111111103,0.028333333333333335,0.008333333333333333,0.02333333333333333,0.04666666666666667
eff_su2_r1_d6,1024,15,matched_minus_naive_mean,0.04846388888888886,0.033333333333333326,0.006666666666666666,0.021666666666666664,0.04166666666666667
eff_su2_r1_d6,1024,15,matched_minus_deconvolved_mean,0.0009444444444444144,-0.003333333333333355,0.0,-0.0033333333333333375,-0.0049999999999999906
eff_su2_r1_d6,1024,16,matched_minus_mismatched,0.04229166666666673,0.03666666666666665,0.008333333333333333,0.015,0.043333333333333335
eff_su2_r1_d6,1024,16,matched_minus_naive_mean,0.04202777777777783,0.03833333333333333,0.004999999999999999,0.015,0.04
eff_su2_r1_d6,1024,16,matched_minus_deconvolved_mean,0.006927777777777755,0.018333333333333313,0.006666666666666666,0.011666666666666667,-0.0050000000000000044
eff_su2_r1_d6,1024,17,matched_minus_mismatched,0.03590277777777784,0.02500000000000005,0.0,0.016666666666666666,0.05666666666666667
eff_su2_r1_d6,1024,17,matched_minus_naive_mean,0.03608055555555556,0.023333333333333386,0.0,0.016666666666666666,0.05333333333333334
eff_su2_r1_d6,1024,17,matched_minus_deconvolved_mean,0.008802777777777826,5.551115123125783e-17,0.0,0.013333333333333334,-0.003333333333333327
eff_su2_r1_d6,1024,18,matched_minus_mismatched,0.05789722222222227,0.075,0.0016666666666666668,0.018333333333333333,0.04166666666666667
eff_su2_r1_d6,1024,18,matched_minus_naive_mean,0.05741666666666667,0.07333333333333332,0.0,0.016666666666666666,0.043333333333333335
eff_su2_r1_d6,1024,18,matched_minus_deconvolved_mean,0.012655555555555531,0.018333333333333313,-0.0016666666666666668,-0.0049999999999999975,-0.008333333333333331
eff_su2_r1_d6,1024,19,matched_minus_mismatched,0.03253055555555551,0.025000000000000022,0.008333333333333333,0.02666666666666667,0.04666666666666666
eff_su2_r1_d6,1024,19,matched_minus_naive_mean,0.03229999999999994,0.023333333333333345,0.004999999999999999,0.02666666666666667,0.04666666666666666
eff_su2_r1_d6,1024,19,matched_minus_deconvolved_mean,0.00907222222222226,0.013333333333333364,0.0,0.006666666666666668,-0.0050000000000000044
eff_su2_r1_d6,1024,20,matched_minus_mismatched,0.04471388888888894,0.02833333333333332,0.01,0.024999999999999998,0.048333333333333325
eff_su2_r1_d6,1024,20,matched_minus_naive_mean,0.04421944444444448,0.03,0.01,0.02333333333333333,0.041666666666666664
eff_su2_r1_d6,1024,20,matched_minus_deconvolved_mean,0.017305555555555685,0.016666666666666663,0.005,0.021666666666666664,0.0016666666666666635
eff_su2_r1_d6,1024,21,matched_minus_mismatched,0.03926111111111119,0.03499999999999999,0.011666666666666667,0.03166666666666667,0.035
eff_su2_r1_d6,1024,21,matched_minus_naive_mean,0.03913333333333335,0.036666666666666625,0.01,0.03166666666666667,0.035
eff_su2_r1_d6,1024,21,matched_minus_deconvolved_mean,0.013700000000000045,0.019999999999999907,0.008333333333333333,0.03166666666666667,0.006666666666666668
eff_su2_r1_d6,1024,22,matched_minus_mismatched,0.0288638888888888,0.020000000000000018,0.0033333333333333335,0.021666666666666667,0.06166666666666666
eff_su2_r1_d6,1024,22,matched_minus_naive_mean,0.028391666666666593,0.020000000000000018,0.0033333333333333335,0.02,0.06333333333333332
eff_su2_r1_d6,1024,22,matched_minus_deconvolved_mean,0.01201944444444436,0.01666666666666672,0.0016666666666666668,0.01666666666666667,0.015
eff_su2_r1_d6,1024,23,matched_minus_mismatched,0.03888888888888897,0.016666666666666607,0.0016666666666666668,0.024999999999999998,0.03833333333333333
eff_su2_r1_d6,1024,23,matched_minus_naive_mean,0.038669444444444534,0.011666666666666617,-0.0016666666666666668,0.024999999999999998,0.04166666666666666
eff_su2_r1_d6,1024,23,matched_minus_deconvolved_mean,0.00683888888888895,-5.551115123125783e-17,-0.0016666666666666668,0.0049999999999999975,-0.010000000000000009
eff_su2_r1_d6,1024,24,matched_minus_mismatched,0.038980555555555574,0.03333333333333334,0.008333333333333333,0.019999999999999997,0.043333333333333335
eff_su2_r1_d6,1024,24,matched_minus_naive_mean,0.03896944444444461,0.033333333333333354,0.008333333333333333,0.018333333333333333,0.043333333333333335
eff_su2_r1_d6,1024,24,matched_minus_deconvolved_mean,0.009461111111111142,0.006666666666666654,0.006666666666666666,0.018333333333333333,-0.009999999999999995
eff_su2_r1_d6,1024,25,matched_minus_mismatched,0.05187777777777791,0.05499999999999999,0.0016666666666666668,0.02666666666666667,0.05833333333333333
eff_su2_r1_d6,1024,25,matched_minus_naive_mean,0.05230833333333329,0.05666666666666666,0.0016666666666666668,0.02666666666666667,0.05499999999999999
eff_su2_r1_d6,1024,25,matched_minus_deconvolved_mean,0.0060777777777777375,0.014999999999999958,-0.0016666666666666668,0.011666666666666669,0.003333333333333327
eff_su2_r1_d6,1024,26,matched_minus_mismatched,0.05321666666666658,0.08000000000000002,-0.0016666666666666668,0.023333333333333338,0.04666666666666666
eff_su2_r1_d6,1024,26,matched_minus_naive_mean,0.05359999999999987,0.08166666666666661,-0.0016666666666666668,0.025,0.04666666666666666
eff_su2_r1_d6,1024,26,matched_minus_deconvolved_mean,0.0040027777777777995,0.0050000000000000044,-0.003333333333333333,0.025,0.0016666666666666635
eff_su2_r1_d6,1024,27,matched_minus_mismatched,0.025194444444444464,0.010000000000000037,0.011666666666666667,0.03166666666666667,0.039999999999999994
eff_su2_r1_d6,1024,27,matched_minus_naive_mean,0.025086111111111087,0.021666666666666723,0.01,0.03,0.03666666666666666
eff_su2_r1_d6,1024,27,matched_minus_deconvolved_mean,0.010944444444444423,0.01333333333333342,0.011666666666666667,0.013333333333333332,0.0049999999999999906
eff_su2_r1_d6,1024,28,matched_minus_mismatched,0.050024999999999986,0.03666666666666665,0.008333333333333333,0.023333333333333334,0.04666666666666667
eff_su2_r1_d6,1024,28,matched_minus_naive_mean,0.049699999999999966,0.035,0.004999999999999999,0.02,0.043333333333333335
