shots,replicate,nominal_fpr,mismatched_minus_matched_actual_fpr,matched_minus_mismatched_calibrated_tpr
64,17,0.01,0.02222222222222222,-0.011527777777777776
64,18,0.001,0.010555555555555558,-0.003333333333333334
64,18,0.01,0.027083333333333334,-0.011249999999999996
64,19,0.001,0.01152777777777778,-0.00375
64,19,0.01,0.02680555555555556,-0.010277777777777775
64,20,0.001,0.011805555555555557,-0.004583333333333335
64,20,0.01,0.024444444444444442,-0.008194444444444449
64,21,0.001,0.01013888888888889,-0.007638888888888886
64,21,0.01,0.027499999999999997,-0.01444444444444444
64,22,0.001,0.011388888888888891,-0.0030555555555555544
64,22,0.01,0.02291666666666667,-0.01069444444444445
64,23,0.001,0.011388888888888888,-0.004861111111111111
64,23,0.01,0.026527777777777782,-0.009722222222222215
64,24,0.001,0.0125,-0.004444444444444445
64,24,0.01,0.02597222222222223,-0.012499999999999997
64,25,0.001,0.011666666666666665,-0.004861111111111111
64,25,0.01,0.025972222222222223,-0.012222222222222218
64,26,0.001,0.009722222222222222,-0.0018055555555555568
64,26,0.01,0.027500000000000004,-0.007499999999999993
64,27,0.001,0.010277777777777778,-0.005416666666666667
64,27,0.01,0.026388888888888892,-0.012499999999999997
64,28,0.001,0.009305555555555556,-0.004166666666666666
64,28,0.01,0.023749999999999993,-0.011111111111111113
64,29,0.001,0.011944444444444443,-0.004583333333333332
64,29,0.01,0.027361111111111107,-0.012361111111111114
128,0,0.001,0.014027777777777776,-0.005694444444444446
128,0,0.01,0.025972222222222216,-0.011527777777777776
128,1,0.001,0.012916666666666668,-0.00736111111111111
128,1,0.01,0.026388888888888892,-0.011388888888888893
128,2,0.001,0.013749999999999998,-0.00722222222222222
128,2,0.01,0.030000000000000006,-0.008611111111111111
128,3,0.001,0.013472222222222222,-0.0073611111111111065
128,3,0.01,0.022083333333333337,-0.01291666666666666
128,4,0.001,0.011944444444444445,-0.007222222222222224
128,4,0.01,0.027083333333333327,-0.009583333333333333
128,5,0.001,0.014583333333333335,-0.005555555555555557
128,5,0.01,0.028055555555555556,-0.011388888888888893
128,6,0.001,0.01361111111111111,-0.006944444444444444
128,6,0.01,0.027222222222222217,-0.011388888888888879
128,7,0.001,0.013194444444444446,-0.005833333333333329
128,7,0.01,0.024027777777777773,-0.006805555555555565
128,8,0.001,0.013333333333333334,-0.005833333333333336
128,8,0.01,0.025972222222222223,-0.010555555555555554
128,9,0.001,0.01347222222222222,-0.007916666666666666
128,9,0.01,0.028750000000000005,-0.010000000000000009
128,10,0.001,0.013333333333333332,-0.008055555555555559
128,10,0.01,0.02680555555555556,-0.011666666666666659
128,11,0.001,0.014722222222222223,-0.005277777777777777
128,11,0.01,0.026527777777777775,-0.010416666666666671
128,12,0.001,0.01375,-0.006805555555555558
128,12,0.01,0.028611111111111115,-0.00888888888888889
128,13,0.001,0.01361111111111111,-0.007638888888888886
128,13,0.01,0.027916666666666666,-0.009583333333333333
128,14,0.001,0.013611111111111112,-0.008611111111111111
128,14,0.01,0.02430555555555556,-0.008750000000000008
128,15,0.001,0.012916666666666667,-0.00875
128,15,0.01,0.02833333333333333,-0.00916666666666667
128,16,0.001,0.013333333333333332,-0.005138888888888887
128,16,0.01,0.024166666666666663,-0.012499999999999997
128,17,0.001,0.014166666666666668,-0.008194444444444445
128,17,0.01,0.02555555555555556,-0.0111111111111111
128,18,0.001,0.013055555555555555,-0.0076388888888888895
128,18,0.01,0.026527777777777775,-0.011805555555555555
128,19,0.001,0.013750000000000002,-0.00736111111111111
128,19,0.01,0.025972222222222216,-0.01069444444444445
128,20,0.001,0.012361111111111111,-0.00902777777777778
128,20,0.01,0.029027777777777777,-0.010416666666666671
128,21,0.001,0.015277777777777779,-0.0075
128,21,0.01,0.027361111111111107,-0.012499999999999997
128,22,0.001,0.01236111111111111,-0.008472222222222221
128,22,0.01,0.027222222222222217,-0.013472222222222219
128,23,0.001,0.012499999999999999,-0.006388888888888888
128,23,0.01,0.027222222222222224,-0.012638888888888894
128,24,0.001,0.012361111111111111,-0.006527777777777778
128,24,0.01,0.02513888888888889,-0.014305555555555557
128,25,0.001,0.013333333333333332,-0.004027777777777776
128,25,0.01,0.028472222222222225,-0.00944444444444445
128,26,0.001,0.013055555555555555,-0.0043055555555555555
128,26,0.01,0.02541666666666667,-0.011388888888888879
128,27,0.001,0.01402777777777778,-0.008194444444444442
128,27,0.01,0.026944444444444438,-0.0069444444444444475
128,28,0.001,0.013472222222222222,-0.0075
128,28,0.01,0.025694444444444436,-0.013333333333333336
128,29,0.001,0.01263888888888889,-0.0062500000000000056
128,29,0.01,0.027638888888888893,-0.009999999999999995
256,0,0.001,0.010694444444444444,-0.0075
256,0,0.01,0.027916666666666666,-0.009861111111111112
256,1,0.001,0.01361111111111111,-0.005416666666666667
256,1,0.01,0.028194444444444446,-0.012083333333333335
256,2,0.001,0.01375,-0.006388888888888888
256,2,0.01,0.024027777777777773,-0.011111111111111113
256,3,0.001,0.014027777777777778,-0.006111111111111116
256,3,0.01,0.02472222222222223,-0.011249999999999996
256,4,0.001,0.01388888888888889,-0.006527777777777778
256,4,0.01,0.02694444444444445,-0.0076388888888888895
256,5,0.001,0.014305555555555556,-0.005138888888888887
256,5,0.01,0.029166666666666674,-0.013472222222222219
256,6,0.001,0.014444444444444446,-0.006111111111111116
256,6,0.01,0.030694444444444448,-0.012638888888888894
256,7,0.001,0.013194444444444443,-0.005555555555555557
256,7,0.01,0.028333333333333335,-0.010833333333333334
256,8,0.001,0.013888888888888888,-0.006249999999999999
256,8,0.01,0.02833333333333333,-0.013055555555555556
256,9,0.001,0.012222222222222223,-0.00736111111111111
256,9,0.01,0.025555555555555554,-0.009861111111111112
256,10,0.001,0.013333333333333334,-0.004583333333333335
256,10,0.01,0.026111111111111113,-0.011944444444444452
256,11,0.001,0.013611111111111112,-0.006666666666666668
256,11,0.01,0.02569444444444445,-0.012361111111111114
256,12,0.001,0.014027777777777778,-0.005833333333333336
256,12,0.01,0.02708333333333334,-0.012361111111111114
256,13,0.001,0.013194444444444443,-0.00736111111111111
256,13,0.01,0.025277777777777774,-0.013333333333333336
256,14,0.001,0.012083333333333331,-0.005694444444444446
256,14,0.01,0.027222222222222217,-0.011527777777777776
256,15,0.001,0.01138888888888889,-0.004583333333333335
256,15,0.01,0.026111111111111106,-0.012222222222222232
256,16,0.001,0.012916666666666667,-0.004583333333333328
256,16,0.01,0.029027777777777784,-0.012916666666666674
256,17,0.001,0.011666666666666667,-0.006249999999999999
256,17,0.01,0.02777777777777777,-0.013611111111111102
256,18,0.001,0.011250000000000001,-0.007638888888888883
256,18,0.01,0.027777777777777776,-0.010138888888888892
256,19,0.001,0.013194444444444443,-0.004583333333333335
256,19,0.01,0.027916666666666666,-0.014027777777777778
256,20,0.001,0.013055555555555556,-0.006388888888888888
256,20,0.01,0.02944444444444444,-0.013472222222222219
256,21,0.001,0.012361111111111111,-0.007916666666666662
256,21,0.01,0.026249999999999996,-0.009999999999999995
256,22,0.001,0.01361111111111111,-0.005972222222222226
256,22,0.01,0.025694444444444443,-0.012638888888888894
256,23,0.001,0.013333333333333334,-0.0062500000000000056
256,23,0.01,0.027361111111111107,-0.010833333333333334
256,24,0.001,0.01388888888888889,-0.006527777777777778
256,24,0.01,0.026249999999999996,-0.010416666666666657
256,25,0.001,0.013194444444444444,-0.005972222222222226
256,25,0.01,0.025694444444444436,-0.015416666666666662
256,26,0.001,0.013194444444444444,-0.006111111111111109
256,26,0.01,0.026805555555555555,-0.011666666666666659
256,27,0.001,0.013333333333333332,-0.006388888888888888
256,27,0.01,0.024722222222222222,-0.013333333333333336
256,28,0.001,0.012777777777777777,-0.004166666666666666
256,28,0.01,0.028333333333333335,-0.012638888888888894
256,29,0.001,0.013333333333333332,-0.004583333333333335
256,29,0.01,0.0225,-0.013472222222222219
512,0,0.001,0.01263888888888889,-0.00722222222222222
512,0,0.01,0.021666666666666667,-0.008749999999999994
512,1,0.001,0.01152777777777778,-0.009305555555555553
512,1,0.01,0.02527777777777778,-0.011527777777777776
512,2,0.001,0.012638888888888889,-0.010694444444444444
512,2,0.01,0.021388888888888895,-0.004583333333333342
512,3,0.001,0.013194444444444444,-0.008194444444444442
512,3,0.01,0.023333333333333338,-0.008333333333333331
512,4,0.001,0.011666666666666665,-0.00708333333333333
512,4,0.01,0.022638888888888896,-0.007222222222222213
512,5,0.001,0.01111111111111111,-0.00902777777777778
512,5,0.01,0.02388888888888889,-0.008611111111111111
512,6,0.001,0.012499999999999999,-0.006388888888888888
512,6,0.01,0.02347222222222222,-0.010833333333333334
512,7,0.001,0.012361111111111113,-0.008611111111111111
512,7,0.01,0.02194444444444444,-0.007638888888888876
512,8,0.001,0.013194444444444444,-0.008611111111111111
512,8,0.01,0.023333333333333338,-0.006111111111111123
512,9,0.001,0.012222222222222221,-0.0075
512,9,0.01,0.021527777777777778,-0.006805555555555565
512,10,0.001,0.012638888888888887,-0.007638888888888883
512,10,0.01,0.021250000000000005,-0.008055555555555552
512,11,0.001,0.01111111111111111,-0.007222222222222227
512,11,0.01,0.022638888888888896,-0.005694444444444446
512,12,0.001,0.011944444444444443,-0.006527777777777778
512,12,0.01,0.022638888888888882,-0.006388888888888888
512,13,0.001,0.012777777777777779,-0.008333333333333338
512,13,0.01,0.02208333333333333,-0.00736111111111111
512,14,0.001,0.013055555555555556,-0.00722222222222222
512,14,0.01,0.02388888888888889,-0.007916666666666669
512,15,0.001,0.012083333333333331,-0.00736111111111111
512,15,0.01,0.02236111111111111,-0.008472222222222228
512,16,0.001,0.013611111111111112,-0.006527777777777778
512,16,0.01,0.019305555555555548,-0.008749999999999994
512,17,0.001,0.013749999999999998,-0.00722222222222222
512,17,0.01,0.02388888888888889,-0.008055555555555552
512,18,0.001,0.013333333333333334,-0.006388888888888888
512,18,0.01,0.025416666666666664,-0.007916666666666655
512,19,0.001,0.012361111111111111,-0.007361111111111117
512,19,0.01,0.022916666666666675,-0.009583333333333333
512,20,0.001,0.011944444444444443,-0.008055555555555552
512,20,0.01,0.022638888888888896,-0.004861111111111108
512,21,0.001,0.01263888888888889,-0.007916666666666669
512,21,0.01,0.02291666666666666,-0.0050000000000000044
512,22,0.001,0.01388888888888889,-0.006111111111111109
512,22,0.01,0.02444444444444445,-0.007777777777777772
512,23,0.001,0.012083333333333335,-0.0069444444444444475
512,23,0.01,0.023333333333333338,-0.007777777777777772
512,24,0.001,0.01388888888888889,-0.00736111111111111
512,24,0.01,0.025,-0.008194444444444449
512,25,0.001,0.013055555555555556,-0.006111111111111109
512,25,0.01,0.021666666666666667,-0.009027777777777773
512,26,0.001,0.011111111111111113,-0.008472222222222221
512,26,0.01,0.02291666666666666,-0.00888888888888889
512,27,0.001,0.0125,-0.006388888888888888
512,27,0.01,0.02208333333333333,-0.007222222222222227
512,28,0.001,0.012361111111111113,-0.006527777777777778
512,28,0.01,0.02194444444444444,-0.008472222222222228
512,29,0.001,0.01236111111111111,-0.00875
512,29,0.01,0.02180555555555555,-0.007777777777777772
1024,0,0.001,0.008611111111111111,-0.002083333333333333
1024,0,0.01,0.021527777777777778,-0.009027777777777773
1024,1,0.001,0.010555555555555558,-0.003194444444444444
1024,1,0.01,0.022916666666666675,-0.010277777777777788
1024,2,0.001,0.009999999999999998,-0.0043055555555555555
1024,2,0.01,0.02291666666666666,-0.005972222222222226
1024,3,0.001,0.008472222222222225,-0.0043055555555555555
1024,3,0.01,0.021249999999999998,-0.008472222222222214
1024,4,0.001,0.010277777777777778,-0.003333333333333334
1024,4,0.01,0.020555555555555563,-0.007916666666666669
1024,5,0.001,0.009166666666666667,-0.0025000000000000022
1024,5,0.01,0.021666666666666667,-0.00736111111111111
1024,6,0.001,0.008888888888888887,-0.0023611111111111055
1024,6,0.01,0.020416666666666666,-0.008611111111111111
1024,7,0.001,0.009166666666666667,-0.003888888888888893
1024,7,0.01,0.02319444444444444,-0.0069444444444444475
1024,8,0.001,0.009305555555555556,-0.0025000000000000022
1024,8,0.01,0.021805555555555557,-0.007361111111111124
1024,9,0.001,0.010000000000000002,-0.003333333333333334
1024,9,0.01,0.02458333333333334,-0.008194444444444449
1024,10,0.001,0.009166666666666667,-0.003472222222222217
1024,10,0.01,0.021249999999999998,-0.00708333333333333
1024,11,0.001,0.00875,-0.005138888888888887
1024,11,0.01,0.02416666666666667,-0.008194444444444449
1024,12,0.001,0.009444444444444443,-0.003888888888888893
1024,12,0.01,0.020555555555555556,-0.006249999999999992
1024,13,0.001,0.008333333333333331,-0.002777777777777782
1024,13,0.01,0.02194444444444444,-0.010000000000000009
1024,14,0.001,0.010000000000000002,-0.003194444444444444
1024,14,0.01,0.02097222222222222,-0.007222222222222213
1024,15,0.001,0.008194444444444445,-0.004027777777777776
1024,15,0.01,0.021249999999999998,-0.0076388888888888895
1024,16,0.001,0.010000000000000002,-0.003888888888888886
1024,16,0.01,0.021805555555555557,-0.00944444444444445
1024,17,0.001,0.009027777777777777,-0.001944444444444443
1024,17,0.01,0.02375,-0.005416666666666667
1024,18,0.001,0.009583333333333333,-0.0029166666666666716
1024,18,0.01,0.02541666666666667,-0.006388888888888888
1024,19,0.001,0.010000000000000002,-0.005277777777777777
1024,19,0.01,0.022222222222222227,-0.008749999999999994
1024,20,0.001,0.009166666666666667,-0.0043055555555555555
1024,20,0.01,0.020694444444444453,-0.008749999999999994
1024,21,0.001,0.008194444444444445,-0.003194444444444444
1024,21,0.01,0.020833333333333336,-0.00708333333333333
1024,22,0.001,0.009444444444444443,-0.004444444444444445
1024,22,0.01,0.02347222222222222,-0.005555555555555564
1024,23,0.001,0.00875,-0.004444444444444445
1024,23,0.01,0.021527777777777778,-0.006527777777777771
1024,24,0.001,0.00888888888888889,-0.0015277777777777737
1024,24,0.01,0.02083333333333333,-0.006527777777777785
1024,25,0.001,0.009583333333333333,-0.0037499999999999964
1024,25,0.01,0.021666666666666667,-0.005833333333333329
1024,26,0.001,0.009444444444444443,-0.002777777777777782
1024,26,0.01,0.022083333333333337,-0.009444444444444436
1024,27,0.001,0.009861111111111112,-0.003333333333333334
1024,27,0.01,0.02291666666666666,-0.009583333333333333
1024,28,0.001,0.009861111111111112,-0.003333333333333334
1024,28,0.01,0.022500000000000006,-0.008472222222222228
1024,29,0.001,0.008333333333333331,-0.0018055555555555602
1024,29,0.01,0.02236111111111111,-0.00555555555555555
