fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.5451558
0.125,0.0,0.54228455
0.125,0.05,0.5402844
0.15,0.05,0.54024434
0.15,0.125,0.53048605
0.175,0.125,0.52052027
0.175,0.15,0.5158815
0.2,0.15,0.5143762
0.2,0.2,0.50710684
0.25,0.2,0.49791634
0.25,0.25,0.49099398
0.35,0.25,0.48719615
0.35,0.275,0.48674923
0.4,0.275,0.48041475
0.4,0.35,0.47774667
0.45,0.35,0.4761594
0.45,0.375,0.4751298
0.5,0.375,0.47276258
0.5,0.5,0.47086912
0.55,0.5,0.4703439
0.55,0.6,0.4680422
0.575,0.6,0.46634477
0.575,0.65,0.4624292
0.625,0.65,0.4596567
0.625,0.675,0.45952737
0.75,0.675,0.456438
0.75,0.7,0.45600492
0.775,0.7,0.4557181
0.775,0.725,0.45562747
0.8,0.725,0.4554451
0.8,0.925,0.4502085
0.875,0.925,0.44370452
0.875,0.975,0.4378563
0.95,0.975,0.4137303
0.95,1.0,0.39760295
1.0,1.0,0.3524712
