fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.8113119
0.025,0.1,0.78708506
0.075,0.1,0.7235516
0.075,0.125,0.7166437
0.1,0.125,0.71516395
0.1,0.2,0.6868891
0.225,0.2,0.6778999
0.225,0.25,0.6685355
0.25,0.25,0.66350746
0.25,0.375,0.64357674
0.275,0.375,0.6383734
0.275,0.4,0.6351992
0.3,0.4,0.6308574
0.3,0.45,0.6274612
0.35,0.45,0.6128489
0.35,0.475,0.60540956
0.375,0.475,0.6044728
0.375,0.525,0.58292943
0.425,0.525,0.5762185
0.425,0.55,0.57436407
0.475,0.55,0.5677449
0.475,0.6,0.560674
0.5,0.6,0.5603615
0.5,0.625,0.5588219
0.575,0.625,0.5355522
0.575,0.7,0.5228746
0.6,0.7,0.50609684
0.6,0.8,0.49343148
0.625,0.8,0.48752892
0.625,0.825,0.46851102
0.65,0.825,0.43817925
0.65,0.875,0.33623025
0.675,0.875,0.29615158
0.675,0.9,0.27303097
0.7,0.9,0.26980498
0.7,0.925,0.26513487
0.8,0.925,0.19278716
0.8,0.95,0.15518989
0.85,0.95,0.13468157
0.85,0.975,0.1273033
1.0,0.975,0.048385404
1.0,1.0,0.04254064
