fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.86367166
0.0,0.075,0.74806
0.025,0.075,0.73791355
0.025,0.125,0.6990514
0.05,0.125,0.6934399
0.05,0.15,0.6870988
0.075,0.15,0.68419003
0.075,0.2,0.66955453
0.1,0.2,0.66911
0.1,0.225,0.66724634
0.175,0.225,0.65047675
0.175,0.275,0.64764166
0.225,0.275,0.6435741
0.225,0.3,0.642878
0.275,0.3,0.63291246
0.275,0.4,0.6219466
0.325,0.4,0.5902515
0.325,0.45,0.5638285
0.35,0.45,0.5614185
0.35,0.5,0.5580313
0.375,0.5,0.5519481
0.375,0.6,0.5323774
0.45,0.6,0.52876866
0.45,0.65,0.52149653
0.475,0.65,0.52007186
0.475,0.7,0.51624775
0.5,0.7,0.51608115
0.5,0.725,0.5128704
0.575,0.725,0.5025194
0.575,0.75,0.49786547
0.625,0.75,0.4652964
0.625,0.825,0.4412448
0.65,0.825,0.4388537
0.65,0.85,0.4388432
0.675,0.85,0.43520433
0.675,0.875,0.43394786
0.7,0.875,0.4275647
0.7,0.9,0.41568872
0.725,0.9,0.41223305
0.725,0.925,0.41017413
0.775,0.925,0.38920027
0.775,0.95,0.3748219
0.9,0.95,0.35265777
0.9,0.975,0.33513185
0.925,0.975,0.32089096
0.925,1.0,0.28053194
1.0,1.0,0.17676313
