fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.67860764
0.0,0.075,0.6583197
0.075,0.075,0.6418525
0.075,0.2,0.63558716
0.125,0.2,0.63044256
0.125,0.225,0.6294495
0.15,0.225,0.62805134
0.15,0.25,0.62686837
0.2,0.25,0.6214507
0.2,0.275,0.6117573
0.25,0.275,0.60928404
0.25,0.3,0.6050126
0.375,0.3,0.5843739
0.375,0.325,0.57795525
0.4,0.325,0.5722168
0.4,0.375,0.56225955
0.425,0.375,0.5521498
0.425,0.4,0.5521135
0.45,0.4,0.5494593
0.45,0.45,0.5456667
0.525,0.45,0.5401978
0.525,0.475,0.53417844
0.55,0.475,0.531156
0.55,0.5,0.53104943
0.575,0.5,0.5261843
0.575,0.575,0.50662893
0.6,0.575,0.5019952
0.6,0.65,0.493983
0.625,0.65,0.4919694
0.625,0.675,0.47417498
0.65,0.675,0.45696557
0.65,0.7,0.44611135
0.7,0.7,0.43284246
0.7,0.725,0.43281823
0.725,0.725,0.43267158
0.725,0.775,0.43100387
0.75,0.775,0.4308191
0.75,0.85,0.4300466
0.775,0.85,0.42962712
0.775,0.925,0.42705846
0.825,0.925,0.42612526
0.825,1.0,0.30083495
1.0,1.0,0.0017067563
