fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.75398624
0.025,0.025,0.7461523
0.025,0.15,0.70277953
0.125,0.15,0.68087155
0.125,0.25,0.6725337
0.15,0.25,0.66533273
0.15,0.325,0.6580685
0.175,0.325,0.6403062
0.175,0.35,0.6401767
0.2,0.35,0.63928163
0.2,0.4,0.6152915
0.25,0.4,0.5992627
0.25,0.45,0.59492105
0.275,0.45,0.5930071
0.275,0.575,0.5374771
0.375,0.575,0.5108214
0.375,0.625,0.49756134
0.4,0.625,0.4961553
0.4,0.65,0.4922861
0.425,0.65,0.46039334
0.425,0.725,0.44157895
0.475,0.725,0.42797145
0.475,0.775,0.41903952
0.525,0.775,0.41020316
0.525,0.8,0.3898954
0.55,0.8,0.38295224
0.55,0.85,0.37042925
0.625,0.85,0.35421732
0.625,0.9,0.33852962
0.7,0.9,0.29037407
0.7,0.925,0.28657803
0.725,0.925,0.2859053
0.725,0.95,0.2757451
0.8,0.95,0.25723872
0.8,0.975,0.2542992
0.925,0.975,0.18734524
0.925,1.0,0.1834389
1.0,1.0,0.01898634
