scope,scope_id,mode,shots,attack,reference_count,n_replicates,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95
cell,eff_su2_r1_d2,ideal_shot,128,empirical_channel_lira,4,10,0.5161611111111111,0.4967522222222222,0.5344961111111111,0.060000000000000026,0.0375,0.09849999999999999,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0,0.015166666666666663,0.04833333333333334,0.021166666666666667,0.056666666666666664
cell,eff_su2_r1_d2,ideal_shot,128,empirical_channel_lira,8,10,0.5064222222222222,0.48505944444444443,0.5188022222222222,0.065,0.03633333333333332,0.1013333333333333,0.0033333333333333335,0.0,0.015833333333333317,0.01,0.0033333333333333335,0.026999999999999993,0.05,0.028166666666666666,0.08733333333333332
cell,eff_su2_r1_d2,ideal_shot,128,latent_lira_mismatched,16,10,0.5225611111111111,0.49791277777777776,0.5364511111111112,0.08333333333333337,0.04350000000000004,0.10883333333333338,0.0,0.0,0.0,0.005,0.0015,0.016999999999999994,0.03833333333333333,0.026333333333333334,0.0685
cell,eff_su2_r1_d2,ideal_shot,128,latent_lira_mismatched,4,10,0.4992111111111111,0.47262111111111116,0.5055416666666667,0.050000000000000044,0.021166666666666722,0.060000000000000005,0.0033333333333333335,0.0,0.006666666666666667,0.005,0.0015,0.011833333333333331,0.045,0.03,0.05366666666666666
cell,eff_su2_r1_d2,ideal_shot,128,latent_lira_mismatched,8,10,0.5359111111111111,0.52865,0.5575772222222222,0.09333333333333332,0.0681666666666667,0.12333333333333332,0.0,0.0,0.0,0.0033333333333333335,0.0,0.011833333333333331,0.051666666666666666,0.036333333333333336,0.07183333333333333
cell,eff_su2_r1_d2,ideal_shot,128,loss_mia,0,10,0.5232777777777777,0.4896122222222222,0.5408261111111111,0.08333333333333331,0.027833333333333328,0.11983333333333329,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.011833333333333331,0.04666666666666667,0.028166666666666666,0.07333333333333333
cell,eff_su2_r1_d2,ideal_shot,128,noise_augmented_lira,16,10,0.4905611111111111,0.46913944444444444,0.5154122222222222,0.035,0.016666666666666687,0.06399999999999996,0.0,0.0,0.005166666666666663,0.008333333333333333,0.0,0.025499999999999988,0.04833333333333334,0.029,0.07216666666666666
cell,eff_su2_r1_d2,ideal_shot,128,noise_augmented_lira,4,10,0.5128333333333334,0.4899866666666667,0.5376538888888889,0.06500000000000006,0.03933333333333332,0.10199999999999995,0.0,0.0,0.0036666666666666597,0.0033333333333333335,0.0,0.016999999999999994,0.05,0.023333333333333334,0.0685
cell,eff_su2_r1_d2,ideal_shot,128,noise_augmented_lira,8,10,0.5106833333333334,0.49674666666666667,0.5340872222222222,0.0633333333333333,0.03300000000000004,0.09466666666666665,0.0033333333333333335,0.0,0.018833333333333323,0.016666666666666666,0.009666666666666667,0.03,0.05,0.036,0.07616666666666665
cell,eff_su2_r1_d2,ideal_shot,128,target_crossfit_learned_mia,0,10,0.49480555555555555,0.4602022222222223,0.5195511111111111,0.043333333333333335,0.009333333333333374,0.0785,0.0016666666666666668,0.0,0.006666666666666667,0.006666666666666667,0.0015,0.013333333333333334,0.045,0.016,0.06
cell,eff_su2_r1_d2,ideal_shot,512,affine_channel_lira,16,10,0.5148333333333333,0.47525222222222224,0.5621061111111111,0.056666666666666726,0.033333333333333326,0.12449999999999994,0.0,0.0,0.010333333333333326,0.01,0.0033333333333333335,0.016666666666666666,0.04,0.026000000000000002,0.07399999999999998
cell,eff_su2_r1_d2,ideal_shot,512,affine_channel_lira,4,10,0.5175944444444445,0.48716388888888884,0.5424427777777777,0.05499999999999999,0.033333333333333326,0.11149999999999993,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.011833333333333331,0.03166666666666666,0.014833333333333334,0.051833333333333335
cell,eff_su2_r1_d2,ideal_shot,512,affine_channel_lira,8,10,0.5054833333333333,0.47015055555555557,0.5329755555555555,0.06,0.033500000000000016,0.1011666666666666,0.0033333333333333335,0.0,0.012166666666666655,0.018333333333333333,0.008166666666666668,0.02666666666666667,0.05333333333333334,0.044833333333333336,0.06883333333333333
cell,eff_su2_r1_d2,ideal_shot,512,deconvolved_lira,16,10,0.5295666666666666,0.4926027777777777,0.5664788888888889,0.0866666666666667,0.049666666666666685,0.12849999999999998,0.0,0.0,0.0018333333333333298,0.005,0.0,0.011833333333333331,0.043333333333333335,0.018166666666666668,0.07666666666666666
