mode,shots,simulator_seed,contrast,comparator_attack,reference_count,auc_difference,advantage_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
ideal_shot,128,3,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.01618888888888881,-0.011333333333333195,0.02133333333333333,0.056
ideal_shot,128,3,affine_minus_deconvolved_lira,deconvolved_lira,16,0.019881777777777776,0.0033333333333334103,0.020666666666666667,0.057999999999999996
ideal_shot,128,3,affine_minus_empirical_channel,empirical_channel_lira,16,0.0001875555555554964,-0.004666666666666597,0.003999999999999997,-0.0026666666666666644
ideal_shot,128,3,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0032071111111111605,-0.00666666666666671,-0.0026666666666666713,0.006000000000000005
ideal_shot,128,4,affine_minus_loss,loss_mia,16,0.028027777777777874,0.012666666666666604,0.016666666666666666,0.04933333333333334
ideal_shot,128,4,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.030531555555555534,0.04600000000000004,0.01,-0.003333333333333327
ideal_shot,128,4,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.01364488888888904,0.015333333333333365,0.018666666666666665,0.034
ideal_shot,128,4,affine_minus_deconvolved_lira,deconvolved_lira,16,0.017697333333333343,0.018666666666666665,0.018666666666666665,0.020666666666666667
ideal_shot,128,4,affine_minus_empirical_channel,empirical_channel_lira,16,0.0018991111111111847,0.006666666666666654,0.0006666666666666661,-0.0020000000000000018
ideal_shot,128,4,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0016311111111111387,0.006000000000000061,-0.003333333333333334,-0.0020000000000000018
ideal_shot,128,5,affine_minus_loss,loss_mia,16,0.01228577777777784,-0.02600000000000008,0.025333333333333333,0.05733333333333334
ideal_shot,128,5,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03638711111111104,0.01799999999999996,0.01133333333333333,0.03733333333333334
ideal_shot,128,5,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.016364444444444404,0.0006666666666666488,0.015999999999999997,0.02800000000000001
ideal_shot,128,5,affine_minus_deconvolved_lira,deconvolved_lira,16,0.019748888888888927,0.010666666666666658,0.019333333333333334,0.023333333333333345
ideal_shot,128,5,affine_minus_empirical_channel,empirical_channel_lira,16,-0.00317377777777772,-0.010000000000000009,0.0006666666666666626,-0.015333333333333324
ideal_shot,128,5,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0012462222222222596,0.0013333333333332975,0.003333333333333334,-0.005333333333333329
ideal_shot,128,6,affine_minus_loss,loss_mia,16,0.01410644444444431,-0.018666666666666665,0.023333333333333334,0.04066666666666667
ideal_shot,128,6,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.025461777777777694,0.013333333333333253,0.019333333333333334,0.020666666666666673
ideal_shot,128,6,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.01566977777777767,0.003333333333333355,0.018666666666666665,0.022000000000000006
ideal_shot,128,6,affine_minus_deconvolved_lira,deconvolved_lira,16,0.020444888888888846,0.01266666666666666,0.018000000000000002,0.021333333333333336
ideal_shot,128,6,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0008666666666667933,0.0006666666666665377,-0.003333333333333334,-0.0013333333333333253
ideal_shot,128,6,affine_minus_noise_augmented,noise_augmented_lira,16,-0.008444000000000118,-0.01800000000000007,-0.0006666666666666661,-0.004666666666666666
ideal_shot,128,7,affine_minus_loss,loss_mia,16,0.017742222222222326,-0.019333333333333397,0.026,0.06733333333333333
ideal_shot,128,7,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.029178666666666797,0.01400000000000004,0.019999999999999997,0.043333333333333335
ideal_shot,128,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.012286666666666779,0.0013333333333333253,0.016666666666666666,0.05733333333333333
ideal_shot,128,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.01335333333333344,0.0026666666666666228,0.019999999999999997,0.06066666666666667
ideal_shot,128,7,affine_minus_empirical_channel,empirical_channel_lira,16,0.0032791111111111215,0.008000000000000007,0.0,0.018000000000000002
ideal_shot,128,7,affine_minus_noise_augmented,noise_augmented_lira,16,-0.005892888888888725,-0.0020000000000000295,0.0006666666666666626,-0.004666666666666666
ideal_shot,128,8,affine_minus_loss,loss_mia,16,0.010512222222222256,-0.01599999999999996,0.023333333333333338,0.06066666666666666
ideal_shot,128,8,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03987955555555556,0.021999999999999964,0.017333333333333336,0.054
ideal_shot,128,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.012880888888888942,0.003999999999999948,0.021333333333333336,0.04533333333333332
ideal_shot,128,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.016974222222222224,0.021999999999999964,0.02266666666666667,0.04133333333333333
ideal_shot,128,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.004789777777777782,0.01266666666666677,0.00466666666666667,-0.0040000000000000036
ideal_shot,128,8,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0003511111111109688,0.007333333333333358,0.0006666666666666696,0.003333333333333327
ideal_shot,128,9,affine_minus_loss,loss_mia,16,0.014844888888888796,-0.018666666666666665,0.024,0.05333333333333334
ideal_shot,128,9,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.030795555555555576,0.008666666666666656,0.02266666666666667,0.028666666666666674
ideal_shot,128,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.015423555555555524,0.014666666666666661,0.030000000000000002,0.042
ideal_shot,128,9,affine_minus_deconvolved_lira,deconvolved_lira,16,0.0205413333333333,0.016666666666666663,0.025333333333333333,0.04133333333333333
ideal_shot,128,9,affine_minus_empirical_channel,empirical_channel_lira,16,-0.004129333333333429,-0.0040000000000000036,0.0,0.005333333333333329
ideal_shot,128,9,affine_minus_noise_augmented,noise_augmented_lira,16,-0.002545777777777758,-0.006666666666666654,0.0,-0.004666666666666666
ideal_shot,512,0,affine_minus_loss,loss_mia,16,0.02309199999999989,-0.013333333333333308,0.026666666666666665,0.049333333333333326
ideal_shot,512,0,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.026527111111111057,0.010666666666666713,0.02266666666666666,0.018666666666666665
ideal_shot,512,0,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.00856844444444449,-0.006000000000000005,0.01733333333333333,0.013333333333333336
ideal_shot,512,0,affine_minus_deconvolved_lira,deconvolved_lira,16,0.008809777777777694,0.0013333333333334085,0.018,0.013999999999999999
ideal_shot,512,0,affine_minus_empirical_channel,empirical_channel_lira,16,0.004716444444444412,0.0033333333333332993,0.003999999999999997,-0.005333333333333343
ideal_shot,512,0,affine_minus_noise_augmented,noise_augmented_lira,16,0.0003862222222221767,-0.006000000000000005,-0.010000000000000002,-0.0040000000000000036
ideal_shot,512,1,affine_minus_loss,loss_mia,16,0.024540666666666655,-0.010000000000000009,0.012,0.03266666666666666
ideal_shot,512,1,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.015153777777777822,0.017999999999999905,0.005333333333333334,-0.0020000000000000018
ideal_shot,512,1,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.013768888888888942,0.007333333333333192,0.012666666666666666,0.026666666666666665
ideal_shot,512,1,affine_minus_deconvolved_lira,deconvolved_lira,16,0.014116444444444487,0.013999999999999901,0.011333333333333332,0.025333333333333326
ideal_shot,512,1,affine_minus_empirical_channel,empirical_channel_lira,16,0.006171555555555597,-1.1102230246251565e-16,-0.008,-0.0006666666666666765
ideal_shot,512,1,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0022862222222221895,-0.007333333333333414,-0.004,-0.013999999999999999
ideal_shot,512,2,affine_minus_loss,loss_mia,16,0.029120444444444504,-0.003333333333333355,0.02133333333333333,0.06666666666666667
ideal_shot,512,2,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.007311555555555516,0.0006666666666666488,0.016666666666666663,0.03
ideal_shot,512,2,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.00852799999999998,0.007999999999999952,0.018,0.03799999999999999
ideal_shot,512,2,affine_minus_deconvolved_lira,deconvolved_lira,16,0.008647999999999989,0.010666666666666658,0.018,0.03266666666666666
ideal_shot,512,2,affine_minus_empirical_channel,empirical_channel_lira,16,0.00852844444444445,0.014000000000000068,-0.0033333333333333375,-0.003333333333333341
ideal_shot,512,2,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0012466666666667292,0.0013333333333332975,-0.008666666666666666,0.0
ideal_shot,512,3,affine_minus_loss,loss_mia,16,0.017703555555555583,-0.019333333333333313,0.03066666666666666,0.041999999999999996
ideal_shot,512,3,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.018737333333333273,-0.0013333333333332975,0.026666666666666665,0.01266666666666666
ideal_shot,512,3,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008875555555555525,0.004000000000000059,0.02933333333333333,0.02933333333333333
ideal_shot,512,3,affine_minus_deconvolved_lira,deconvolved_lira,16,0.009750222222222216,0.010666666666666713,0.03,0.025999999999999995
ideal_shot,512,3,affine_minus_empirical_channel,empirical_channel_lira,16,0.003282666666666767,-0.010666666666666713,0.01133333333333333,-0.013333333333333336
ideal_shot,512,3,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0015519999999999978,0.0040000000000000036,0.0013333333333333322,-0.006000000000000005
ideal_shot,512,4,affine_minus_loss,loss_mia,16,0.022637111111110997,-0.01733333333333331,0.01933333333333333,0.05866666666666667
ideal_shot,512,4,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.02778933333333322,0.0019999999999998908,0.018666666666666665,0.022000000000000006
ideal_shot,512,4,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.013183555555555504,0.011333333333333306,0.014666666666666665,0.034666666666666665
ideal_shot,512,4,affine_minus_deconvolved_lira,deconvolved_lira,16,0.0140742222222221,0.011333333333333306,0.016,0.034666666666666665
ideal_shot,512,4,affine_minus_empirical_channel,empirical_channel_lira,16,0.0038008888888887427,0.006666666666666599,-0.004666666666666666,0.007333333333333331
ideal_shot,512,4,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0018955555555556503,-0.009333333333333416,-0.009333333333333336,-0.0040000000000000036
ideal_shot,512,5,affine_minus_loss,loss_mia,16,0.02518711111111116,-0.022666666666666724,0.027333333333333334,0.047999999999999994
ideal_shot,512,5,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.041220888888888974,0.01733333333333331,0.026666666666666672,0.034666666666666665
ideal_shot,512,5,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.01176311111111128,0.0040000000000000036,0.019333333333333338,0.013999999999999999
ideal_shot,512,5,affine_minus_deconvolved_lira,deconvolved_lira,16,0.012170666666666774,0.0020000000000000018,0.016000000000000004,0.013333333333333322
ideal_shot,512,5,affine_minus_empirical_channel,empirical_channel_lira,16,0.005602666666666756,0.008000000000000007,0.003333333333333334,-0.00866666666666667
ideal_shot,512,5,affine_minus_noise_augmented,noise_augmented_lira,16,0.0009035555555556574,-0.0020000000000000018,0.0040000000000000036,-0.0026666666666666783
ideal_shot,512,6,affine_minus_loss,loss_mia,16,0.027077777777777756,-0.029999999999999916,0.023333333333333334,0.048
ideal_shot,512,6,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.025529777777777762,-0.007333333333333303,0.014666666666666666,0.006000000000000005
ideal_shot,512,6,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.014825333333333357,0.0006666666666667043,0.012666666666666668,0.02266666666666667
ideal_shot,512,6,affine_minus_deconvolved_lira,deconvolved_lira,16,0.015977333333333288,0.0033333333333332993,0.012,0.025333333333333333
ideal_shot,512,6,affine_minus_empirical_channel,empirical_channel_lira,16,0.008437777777777766,0.006000000000000116,-0.0013333333333333322,-0.006666666666666668
ideal_shot,512,6,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0032862222222223014,-0.01666666666666672,-0.004666666666666663,0.004666666666666666
ideal_shot,512,7,affine_minus_loss,loss_mia,16,0.021722444444444378,-0.033333333333333326,0.036000000000000004,0.064
ideal_shot,512,7,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.013549333333333302,0.00666666666666671,0.028666666666666667,0.01999999999999999
ideal_shot,512,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.00947555555555546,-0.010666666666666602,0.03333333333333333,0.033333333333333326
ideal_shot,512,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.010088888888888814,-0.00666666666666671,0.03333333333333333,0.025333333333333333
ideal_shot,512,7,affine_minus_empirical_channel,empirical_channel_lira,16,0.004645777777777749,-0.0033333333333332993,0.0073333333333333375,0.00399999999999999
ideal_shot,512,7,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0026493333333332814,-0.010000000000000009,-0.0013333333333333322,-0.0013333333333333391
ideal_shot,512,8,affine_minus_loss,loss_mia,16,0.026269333333333367,-0.010666666666666602,0.022666666666666665,0.07133333333333333
ideal_shot,512,8,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03870266666666666,0.014666666666666717,0.013333333333333332,0.044
ideal_shot,512,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.009561777777777669,0.013333333333333308,0.016666666666666663,0.009333333333333332
ideal_shot,512,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.01041599999999998,0.014666666666666717,0.016666666666666663,0.007333333333333331
ideal_shot,512,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.00412844444444449,0.010000000000000009,0.004,-0.013999999999999999
ideal_shot,512,8,affine_minus_noise_augmented,noise_augmented_lira,16,0.0011662222222222907,0.008666666666666711,-0.0073333333333333375,-0.007333333333333331
ideal_shot,512,9,affine_minus_loss,loss_mia,16,0.021514222222222212,-0.014666666666666717,0.024666666666666663,0.05199999999999999
ideal_shot,512,9,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03170933333333337,0.010666666666666713,0.023999999999999997,0.026666666666666658
ideal_shot,512,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.010494222222222183,-0.001333333333333353,0.018666666666666665,0.016
ideal_shot,512,9,affine_minus_deconvolved_lira,deconvolved_lira,16,0.011598666666666646,0.005333333333333301,0.015999999999999997,0.015333333333333324
ideal_shot,512,9,affine_minus_empirical_channel,empirical_channel_lira,16,0.008086666666666686,0.014000000000000123,0.0019999999999999983,-0.01200000000000001
ideal_shot,512,9,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0010351111111112088,-0.011333333333333306,-0.0013333333333333391,-0.009333333333333346
ideal_shot,1024,0,affine_minus_loss,loss_mia,16,0.018517777777777744,-0.02733333333333332,0.03,0.04666666666666667
ideal_shot,1024,0,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.024289777777777855,-0.0033333333333332993,0.02266666666666666,0.018666666666666665
ideal_shot,1024,0,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008933777777777818,0.002666666666666706,0.0066666666666666645,0.013333333333333336
ideal_shot,1024,0,affine_minus_deconvolved_lira,deconvolved_lira,16,0.009538222222222226,0.0020000000000000018,0.005999999999999998,0.01200000000000001
ideal_shot,1024,0,affine_minus_empirical_channel,empirical_channel_lira,16,0.00663911111111104,0.0040000000000000036,0.003999999999999997,-0.0059999999999999915
ideal_shot,1024,0,affine_minus_noise_augmented,noise_augmented_lira,16,0.0010457777777778121,-0.008666666666666711,0.0026666666666666644,-0.005333333333333329
ideal_shot,1024,1,affine_minus_loss,loss_mia,16,0.02074088888888892,-0.021333333333333426,0.018000000000000002,0.05
ideal_shot,1024,1,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.024688444444444402,0.004666666666666597,0.013333333333333334,0.025333333333333333
ideal_shot,1024,1,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.010842222222222198,0.0086666666666666,0.014,0.018000000000000002
ideal_shot,1024,1,affine_minus_deconvolved_lira,deconvolved_lira,16,0.011341333333333314,0.009999999999999898,0.014,0.019333333333333327
ideal_shot,1024,1,affine_minus_empirical_channel,empirical_channel_lira,16,0.008719111111111122,0.010666666666666602,-0.0006666666666666661,-0.012666666666666673
ideal_shot,1024,1,affine_minus_noise_augmented,noise_augmented_lira,16,-0.00031200000000009,0.0033333333333332993,0.0006666666666666661,-0.0040000000000000036
ideal_shot,1024,2,affine_minus_loss,loss_mia,16,0.0252271111111112,-0.016666666666666774,0.024,0.06133333333333333
ideal_shot,1024,2,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.039006222222222275,0.007999999999999952,0.021333333333333336,0.015333333333333324
ideal_shot,1024,2,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.007580444444444501,0.00599999999999995,0.010666666666666668,0.014666666666666661
ideal_shot,1024,2,affine_minus_deconvolved_lira,deconvolved_lira,16,0.0084293333333334,0.011333333333333251,0.010666666666666668,0.013333333333333322
ideal_shot,1024,2,affine_minus_empirical_channel,empirical_channel_lira,16,0.01508888888888893,0.018666666666666554,-0.0020000000000000018,-0.010666666666666672
ideal_shot,1024,2,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0004733333333332146,0.009333333333333249,0.002666666666666668,-0.0073333333333333445
ideal_shot,1024,3,affine_minus_loss,loss_mia,16,0.021825555555555654,-0.021333333333333426,0.020666666666666667,0.04066666666666667
ideal_shot,1024,3,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.024798222222222277,-0.00666666666666671,0.016666666666666666,0.02600000000000001
ideal_shot,1024,3,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.007484000000000157,0.004666666666666597,0.014,0.010000000000000009
ideal_shot,1024,3,affine_minus_deconvolved_lira,deconvolved_lira,16,0.007592444444444513,0.0006666666666667043,0.012666666666666666,0.006666666666666668
ideal_shot,1024,3,affine_minus_empirical_channel,empirical_channel_lira,16,0.01060933333333336,0.008000000000000007,0.0006666666666666661,-0.013333333333333336
ideal_shot,1024,3,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0019133333333333225,-0.014000000000000012,0.0,-0.010666666666666658
ideal_shot,1024,4,affine_minus_loss,loss_mia,16,0.021874666666666598,-0.02466666666666667,0.025999999999999995,0.05333333333333333
ideal_shot,1024,4,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03372933333333339,0.011333333333333362,0.012666666666666663,0.02133333333333333
ideal_shot,1024,4,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008339555555555545,-0.001333333333333353,0.015999999999999997,0.020666666666666667
ideal_shot,1024,4,affine_minus_deconvolved_lira,deconvolved_lira,16,0.008749777777777745,0.0026666666666666505,0.013999999999999995,0.018666666666666665
ideal_shot,1024,4,affine_minus_empirical_channel,empirical_channel_lira,16,0.010758222222222114,0.013999999999999957,0.0013333333333333322,-0.007333333333333331
ideal_shot,1024,4,affine_minus_noise_augmented,noise_augmented_lira,16,0.0010884444444444474,-0.0006666666666667598,0.0033333333333333305,-0.012666666666666673
ideal_shot,1024,5,affine_minus_loss,loss_mia,16,0.015474666666666748,-0.02266666666666664,0.020666666666666667,0.06
ideal_shot,1024,5,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.02341199999999999,0.0013333333333333808,0.015333333333333332,0.03133333333333334
ideal_shot,1024,5,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.007175111111111132,0.007333333333333386,0.009333333333333332,0.018666666666666665
ideal_shot,1024,5,affine_minus_deconvolved_lira,deconvolved_lira,16,0.00785244444444444,0.009999999999999981,0.008666666666666666,0.016666666666666663
ideal_shot,1024,5,affine_minus_empirical_channel,empirical_channel_lira,16,0.007597333333333345,0.012666666666666798,-0.002666666666666668,-0.0026666666666666644
ideal_shot,1024,5,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0004626666666667223,0.003999999999999976,-0.0006666666666666661,0.0
ideal_shot,1024,6,affine_minus_loss,loss_mia,16,0.02405999999999997,-0.019333333333333425,0.016666666666666666,0.046
ideal_shot,1024,6,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.027520888888888817,-0.002000000000000113,0.003333333333333334,0.011999999999999997
ideal_shot,1024,6,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.011741777777777629,0.0119999999999999,0.004666666666666666,0.010666666666666672
ideal_shot,1024,6,affine_minus_deconvolved_lira,deconvolved_lira,16,0.012256444444444292,0.012666666666666604,0.004666666666666666,0.00866666666666667
ideal_shot,1024,6,affine_minus_empirical_channel,empirical_channel_lira,16,0.008628444444444328,0.006666666666666599,-0.012666666666666663,0.0
ideal_shot,1024,6,affine_minus_noise_augmented,noise_augmented_lira,16,-0.000296000000000074,0.0006666666666665932,-0.004666666666666666,-0.007999999999999993
ideal_shot,1024,7,affine_minus_loss,loss_mia,16,0.03125066666666676,-0.016666666666666607,0.027999999999999997,0.05999999999999999
ideal_shot,1024,7,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03833866666666674,0.012666666666666604,0.024666666666666663,0.024666666666666656
ideal_shot,1024,7,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.007404888888888905,-0.006000000000000005,0.020666666666666667,0.013333333333333322
ideal_shot,1024,7,affine_minus_deconvolved_lira,deconvolved_lira,16,0.007949777777777833,-0.005333333333333301,0.020666666666666667,0.01266666666666666
ideal_shot,1024,7,affine_minus_empirical_channel,empirical_channel_lira,16,0.007615999999999956,0.0040000000000000036,0.005999999999999998,-0.0020000000000000018
ideal_shot,1024,7,affine_minus_noise_augmented,noise_augmented_lira,16,0.0005342222222223247,-0.0040000000000000036,0.0026666666666666644,-0.012666666666666673
ideal_shot,1024,8,affine_minus_loss,loss_mia,16,0.028365111111111063,-0.015999999999999903,0.016,0.06533333333333333
ideal_shot,1024,8,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.03732488888888885,0.012666666666666715,0.008666666666666666,0.027999999999999997
ideal_shot,1024,8,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0032119999999999926,-0.01200000000000001,0.008666666666666666,0.012666666666666673
ideal_shot,1024,8,affine_minus_deconvolved_lira,deconvolved_lira,16,0.003587555555555566,-0.014000000000000012,0.0066666666666666645,0.009333333333333332
ideal_shot,1024,8,affine_minus_empirical_channel,empirical_channel_lira,16,0.012350666666666621,0.004666666666666708,-0.006000000000000002,-0.011999999999999997
ideal_shot,1024,8,affine_minus_noise_augmented,noise_augmented_lira,16,0.00244488888888883,0.002666666666666706,-0.0006666666666666696,0.0020000000000000018
ideal_shot,1024,9,affine_minus_loss,loss_mia,16,0.01772422222222214,-0.028666666666666507,0.024666666666666663,0.05733333333333334
ideal_shot,1024,9,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.020161777777777723,-0.009333333333333194,0.017999999999999995,0.006000000000000005
ideal_shot,1024,9,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.010303111111111152,0.007333333333333469,0.017333333333333333,0.02266666666666667
ideal_shot,1024,9,affine_minus_deconvolved_lira,deconvolved_lira,16,0.010736444444444437,0.004000000000000115,0.016666666666666663,0.020666666666666667
ideal_shot,1024,9,affine_minus_empirical_channel,empirical_channel_lira,16,0.0005315555555553964,-0.007333333333333192,-0.0026666666666666713,-0.007333333333333331
ideal_shot,1024,9,affine_minus_noise_augmented,noise_augmented_lira,16,-0.0020102222222222466,-0.007999999999999896,-0.0006666666666666696,0.0
noisy_shot,128,0,affine_minus_loss,loss_mia,16,0.023739555555555514,-0.0020000000000000018,0.01666666666666667,0.04533333333333333
noisy_shot,128,0,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.038799999999999946,0.031333333333333324,0.009333333333333334,0.026666666666666672
noisy_shot,128,0,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.026151111111111125,0.016000000000000014,0.008666666666666668,0.03266666666666666
noisy_shot,128,0,affine_minus_deconvolved_lira,deconvolved_lira,16,0.021322222222222242,0.009333333333333305,0.008666666666666668,0.025333333333333333
noisy_shot,128,0,affine_minus_empirical_channel,empirical_channel_lira,16,-0.0035319999999999796,-0.014666666666666661,0.0,-0.003333333333333341
noisy_shot,128,0,affine_minus_noise_augmented,noise_augmented_lira,16,0.007249333333333219,0.01200000000000001,0.00466666666666667,0.0006666666666666626
noisy_shot,128,1,affine_minus_loss,loss_mia,16,-0.01377022222222224,-0.04799999999999999,0.017999999999999995,0.025333333333333333
noisy_shot,128,1,affine_minus_target_crossfit_learned_mia,target_crossfit_learned_mia,16,0.0037453333333332672,-0.007333333333333358,0.019999999999999997,0.023999999999999994
