mode,shots,contrast,comparator_attack,reference_count,n_replicates,auc_difference_median,auc_difference_q05,auc_difference_q95,advantage_difference_median,advantage_difference_q05,advantage_difference_q95,tpr_at_1pct_fpr_difference_median,tpr_at_1pct_fpr_difference_q05,tpr_at_1pct_fpr_difference_q95,tpr_at_5pct_fpr_difference_median,tpr_at_5pct_fpr_difference_q05,tpr_at_5pct_fpr_difference_q95
ideal_shot,1024,affine_minus_deconvolved_lira,deconvolved_lira,16,10,0.008589555555555572,0.005389755555555592,0.01184464444444435,0.0033333333333333826,-0.010099999999999993,0.012066666666666594,0.011666666666666667,0.005266666666666666,0.01886666666666666,0.01299999999999999,0.007566666666666669,0.020066666666666663
ideal_shot,1024,affine_minus_empirical_channel,empirical_channel_lira,16,10,0.008673777777777725,0.003279955555555436,0.013856688888888889,0.007333333333333303,-0.002233333333333254,0.01656666666666658,-0.001333333333333334,-0.009666666666666665,0.005099999999999995,-0.007333333333333331,-0.013033333333333338,-0.0009000000000000029
ideal_shot,1024,affine_minus_learned_logistic,learned_logistic_pv_stats_target_crossfit_upper_bound,16,10,0.026159555555555547,0.02162437777777774,0.03870582222222228,0.002999999999999989,-0.008133333333333275,0.012666666666666665,0.016,0.005733333333333333,0.02376666666666666,0.022999999999999993,0.008700000000000001,0.02983333333333333
ideal_shot,1024,affine_minus_loss,loss_mia,16,10,0.021850111111111126,0.016486966666666675,0.029952166666666693,-0.021333333333333426,-0.028066666666666573,-0.016299999999999922,0.022333333333333334,0.0163,0.029099999999999997,0.05533333333333333,0.04306666666666667,0.06353333333333333
ideal_shot,1024,affine_minus_mismatched_lira,latent_lira_mismatched,16,10,0.007960000000000023,0.004995400000000006,0.011336977777777684,0.005333333333333273,-0.009300000000000008,0.010499999999999912,0.012333333333333335,0.005566666666666665,0.01916666666666666,0.013999999999999999,0.010300000000000007,0.021766666666666667
ideal_shot,1024,affine_minus_noise_augmented,noise_augmented_lira,16,10,-0.000304000000000082,-0.0019666222222222305,0.0018344888888888562,-8.326672684688674e-17,-0.011600000000000027,0.0069333333333332706,0.00033333333333333305,-0.0028666666666666675,0.0030333333333333315,-0.006333333333333337,-0.012666666666666673,0.001099999999999999
ideal_shot,128,affine_minus_deconvolved_lira,deconvolved_lira,16,10,0.018786444444444494,0.014638133333333404,0.020497933333333294,0.014666666666666661,0.0029666666666666773,0.020799999999999992,0.019666666666666666,0.0166,0.02503333333333333,0.04133333333333333,0.020966666666666668,0.05946666666666666
ideal_shot,128,affine_minus_empirical_channel,empirical_channel_lira,16,10,6.77777777777222e-05,-0.00369933333333336,0.004109977777777783,0.0033333333333332438,-0.011100000000000072,0.010566666666666747,0.0,-0.0037,0.004366666666666666,0.0006666666666666765,-0.01023333333333333,0.014699999999999996
ideal_shot,128,affine_minus_learned_logistic,learned_logistic_pv_stats_target_crossfit_upper_bound,16,10,0.029241555555555576,0.0037224666666666965,0.038307955555555516,0.01366666666666673,-0.012933333333333357,0.03519999999999998,0.018333333333333333,0.0074333333333333335,0.02266666666666667,0.035333333333333335,0.0017666666666666733,0.051899999999999995
ideal_shot,128,affine_minus_loss,loss_mia,16,10,0.016000999999999932,0.0008230555555555578,0.025772577777777823,-0.018666666666666665,-0.052600000000000015,0.00846666666666658,0.02266666666666667,0.015566666666666668,0.025699999999999997,0.05866666666666667,0.0381,0.0677
