mode,shots,contrast,comparator_attack,reference_count,n_replicates,auc_difference_median,auc_difference_q05,auc_difference_q95,advantage_difference_median,advantage_difference_q05,advantage_difference_q95,tpr_at_1pct_fpr_difference_median,tpr_at_1pct_fpr_difference_q05,tpr_at_1pct_fpr_difference_q95,tpr_at_5pct_fpr_difference_median,tpr_at_5pct_fpr_difference_q05,tpr_at_5pct_fpr_difference_q95
ideal_shot,128,affine_minus_mismatched_lira,latent_lira_mismatched,16,10,0.015460444444444443,0.012554066666666752,0.01831046666666668,0.002999999999999975,-0.006233333333333307,0.015033333333333348,0.018666666666666665,0.0163,0.028199999999999996,0.045,0.024700000000000007,0.05673333333333333
ideal_shot,128,affine_minus_noise_augmented,noise_augmented_lira,16,10,-0.002635333333333323,-0.007295999999999992,-0.000691911111111044,-0.0010000000000000148,-0.015000000000000078,0.006733333333333373,-0.0010000000000000009,-0.004066666666666666,0.002133333333333332,-0.002333333333333333,-0.005033333333333331,0.007466666666666668
ideal_shot,512,affine_minus_deconvolved_lira,deconvolved_lira,16,10,0.011007333333333313,0.008720799999999956,0.015139933333333326,0.00799999999999998,-0.0030666666666666564,0.014366666666666649,0.01633333333333333,0.011633333333333332,0.03183333333333333,0.02533333333333333,0.010033333333333326,0.03376666666666666
ideal_shot,512,affine_minus_empirical_channel,empirical_channel_lira,16,10,0.005159555555555584,0.003515866666666656,0.008487644444444442,0.0063333333333333575,-0.007366666666666677,0.0140000000000001,0.002666666666666666,-0.0065,0.00953333333333333,-0.006000000000000005,-0.0137,0.005833333333333324
ideal_shot,512,affine_minus_learned_logistic,learned_logistic_pv_stats_target_crossfit_upper_bound,16,10,0.02602844444444441,0.01011855555555552,0.04008768888888893,0.008666666666666711,-0.0046333333333333,0.017699999999999938,0.020666666666666663,0.008933333333333333,0.02776666666666667,0.020999999999999998,0.0016000000000000016,0.03979999999999999
ideal_shot,512,affine_minus_loss,loss_mia,16,10,0.023816333333333273,0.019418355555555565,0.028201244444444464,-0.016000000000000014,-0.03183333333333329,-0.006333333333333356,0.024,0.0153,0.03359999999999999,0.05066666666666666,0.036866666666666666,0.06923333333333333
ideal_shot,512,affine_minus_mismatched_lira,latent_lira_mismatched,16,10,0.010027999999999926,0.008546200000000009,0.014349933333333368,0.004000000000000031,-0.008566666666666634,0.012433333333333305,0.017666666666666664,0.012666666666666666,0.03153333333333333,0.024666666666666667,0.011133333333333334,0.03649999999999999
ideal_shot,512,affine_minus_noise_augmented,noise_augmented_lira,16,10,-0.0013993333333333635,-0.0029996222222222423,0.0010480222222223055,-0.00666666666666671,-0.014266666666666683,0.006566666666666688,-0.004333333333333331,-0.009700000000000002,0.0027999999999999987,-0.0040000000000000036,-0.011900000000000004,0.0025666666666666615
noisy_shot,1024,affine_minus_deconvolved_lira,deconvolved_lira,16,10,0.011717111111111067,0.008639955555555513,0.017105955555555604,0.007666666666666683,0.005633333333333293,0.015066666666666648,0.012666666666666665,0.004300000000000002,0.016066666666666663,0.01933333333333334,0.010466666666666666,0.029333333333333336
noisy_shot,1024,affine_minus_empirical_channel,empirical_channel_lira,16,10,0.004619777777777723,0.0009968222222221657,0.007011844444444386,0.0020000000000000573,-0.0037666666666666764,0.012733333333333353,0.0049999999999999975,-0.003399999999999999,0.013399999999999997,0.0020000000000000018,-0.00866666666666667,0.015966666666666657
noisy_shot,1024,affine_minus_learned_logistic,learned_logistic_pv_stats_target_crossfit_upper_bound,16,10,0.036527555555555535,0.03080099999999995,0.04387077777777774,0.02066666666666664,0.009299999999999992,0.03143333333333327,0.018333333333333333,0.015266666666666666,0.02826666666666666,0.03933333333333333,0.027333333333333334,0.05529999999999999
noisy_shot,1024,affine_minus_loss,loss_mia,16,10,0.023632888888888925,0.01451731111111112,0.029685911111111088,-0.010000000000000009,-0.021533333333333314,0.0017000000000000092,0.023,0.0183,0.030000000000000002,0.06066666666666666,0.05216666666666667,0.07206666666666665
noisy_shot,1024,affine_minus_mismatched_lira,latent_lira_mismatched,16,10,0.0049844444444444025,0.0009390444444443812,0.009569355555555561,-0.0023333333333332984,-0.015766666666666613,0.00539999999999994,0.015333333333333334,0.008233333333333332,0.021699999999999997,0.026333333333333334,0.022600000000000002,0.03583333333333333
noisy_shot,1024,affine_minus_noise_augmented,noise_augmented_lira,16,10,0.002022444444444438,-0.0003641111111110705,0.003810311111111175,0.0016666666666667052,-0.0037000000000000062,0.00583333333333334,-0.0006666666666666661,-0.004666666666666668,0.008499999999999997,0.004666666666666666,-0.0021333333333333356,0.01796666666666666
noisy_shot,128,affine_minus_deconvolved_lira,deconvolved_lira,16,10,0.016588444444444517,0.009238622222222197,0.021601377777777757,0.010999999999999982,-0.002366666666666689,0.017999999999999905,0.012666666666666666,0.008666666666666666,0.02869999999999999,0.028666666666666667,0.006466666666666672,0.03973333333333332
noisy_shot,128,affine_minus_empirical_channel,empirical_channel_lira,16,10,-0.0009677777777777341,-0.003539333333333361,0.0019712888888888756,-0.0009999999999999454,-0.012566666666666643,0.013299999999999925,-0.00033333333333333305,-0.005033333333333334,0.003466666666666663,-0.0016666666666666705,-0.005399999999999995,0.005899999999999989
noisy_shot,128,affine_minus_learned_logistic,learned_logistic_pv_stats_target_crossfit_upper_bound,16,10,0.02955311111111114,0.0036433999999999746,0.04187359999999997,0.03333333333333327,-0.0019333333333333537,0.04539999999999998,0.015333333333333332,0.008966666666666666,0.023233333333333328,0.026000000000000002,0.0026999999999999962,0.048333333333333325
noisy_shot,128,affine_minus_loss,loss_mia,16,10,0.014355000000000007,-0.007632822222222229,0.026030488888888856,-0.00633333333333333,-0.03930000000000002,-0.0020000000000000018,0.015,0.0103,0.025066666666666657,0.03899999999999999,0.02683333333333333,0.0491
noisy_shot,128,affine_minus_mismatched_lira,latent_lira_mismatched,16,10,0.006882888888888938,0.001969844444444424,0.02093291111111109,0.0010000000000000009,-0.012866666666666655,0.014200000000000008,0.013666666666666667,0.007933333333333334,0.026199999999999994,0.02966666666666667,0.009466666666666668,0.04166666666666665
noisy_shot,128,affine_minus_noise_augmented,noise_augmented_lira,16,10,0.00158688888888886,-0.0017307555555556354,0.007397955555555535,0.007333333333333331,-0.006799999999999984,0.012733333333333322,0.003666666666666667,-0.0020000000000000018,0.00703333333333333,0.003000000000000006,-0.005766666666666667,0.008133333333333331
noisy_shot,512,affine_minus_deconvolved_lira,deconvolved_lira,16,10,0.012501111111111185,0.008548577777777793,0.018928088888888934,0.003666666666666679,-0.0063999999999998945,0.014866666666666651,0.010333333333333333,0.0036333333333333317,0.021533333333333328,0.02366666666666667,0.007233333333333329,0.03456666666666666
noisy_shot,512,affine_minus_empirical_channel,empirical_channel_lira,16,10,0.001652888888888926,-0.0002380222222221839,0.006031333333333386,0.002999999999999975,-0.007533333333333303,0.015133333333333316,0.0013333333333333357,-0.003833333333333332,0.008266666666666658,0.0,-0.007000000000000002,0.013333333333333326
noisy_shot,512,affine_minus_learned_logistic,learned_logistic_pv_stats_target_crossfit_upper_bound,16,10,0.027357111111111165,0.011713422222222259,0.044435044444444544,0.016333333333333394,-0.005466666666666717,0.029900000000000024,0.017333333333333333,0.010233333333333334,0.023399999999999997,0.031,0.018233333333333334,0.04836666666666666
noisy_shot,512,affine_minus_loss,loss_mia,16,10,0.01858044444444451,0.012664977777777786,0.027441622222222198,-0.016666666666666607,-0.026266666666666695,-0.005933333333333372,0.021333333333333333,0.0144,0.026066666666666665,0.052000000000000005,0.042699999999999995,0.06276666666666667
noisy_shot,512,affine_minus_mismatched_lira,latent_lira_mismatched,16,10,0.005427999999999933,-0.0002391111111110955,0.013054933333333395,0.0003333333333332966,-0.026933333333333337,0.01633333333333331,0.013333333333333334,0.008966666666666666,0.02243333333333333,0.02566666666666667,0.01926666666666666,0.040333333333333325
noisy_shot,512,affine_minus_noise_augmented,noise_augmented_lira,16,10,-0.0009186666666666232,-0.003697777777777728,0.0016279333333334301,-0.002999999999999975,-0.0077666666666666,0.011700000000000054,-0.002666666666666666,-0.007833333333333336,0.0027333333333333315,-0.00033333333333333826,-0.005833333333333341,0.007033333333333339
