fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.73098344
0.025,0.025,0.7272097
0.05,0.025,0.7269775
0.05,0.05,0.71967953
0.075,0.05,0.710294
0.075,0.075,0.70567244
0.125,0.075,0.6923411
0.125,0.175,0.6315087
0.15,0.175,0.6243805
0.15,0.2,0.61835814
0.3,0.2,0.601774
0.3,0.4,0.5967528
0.35,0.4,0.58976233
0.35,0.45,0.5885582
0.45,0.45,0.57341695
0.45,0.55,0.56098664
0.475,0.55,0.5568749
0.475,0.625,0.5514643
0.525,0.625,0.52081597
0.525,0.75,0.49654004
0.55,0.75,0.4880442
0.55,0.775,0.48125967
0.625,0.775,0.4757289
0.625,0.825,0.47159523
0.8,0.825,0.4641143
0.8,0.95,0.32846975
0.85,0.95,0.30016232
0.85,1.0,0.20484294
1.0,1.0,0.019203546
