fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.62589204
0.1,0.0,0.6248788
0.1,0.025,0.62469083
0.125,0.025,0.6245296
0.125,0.05,0.6244632
0.175,0.05,0.62074643
0.175,0.075,0.6170191
0.2,0.075,0.61361265
0.2,0.125,0.61197907
0.225,0.125,0.60772616
0.225,0.175,0.6050401
0.25,0.175,0.60475427
0.25,0.225,0.6009318
0.275,0.225,0.60092306
0.275,0.275,0.5404507
0.45,0.275,0.54020983
0.45,0.375,0.5401767
0.475,0.375,0.54017663
0.475,0.4,0.54017407
0.5,0.4,0.54017395
0.5,0.6,0.53641653
0.525,0.6,0.5357924
0.525,0.65,0.53406
0.55,0.65,0.53053916
0.55,0.7,0.51026565
0.625,0.7,0.48932278
0.625,0.725,0.44160074
0.675,0.725,0.44013318
0.675,0.8,0.43809396
0.7,0.8,0.43767613
0.7,0.85,0.4354066
0.725,0.85,0.4336189
0.725,0.9,0.42937228
0.75,0.9,0.42564088
0.75,0.925,0.42428443
0.775,0.925,0.41915387
0.775,0.95,0.4158311
0.8,0.95,0.415786
0.8,1.0,0.4078133
1.0,1.0,0.008233465
