fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.85381466
0.0,0.05,0.81162393
0.025,0.05,0.7862519
0.025,0.15,0.7081144
0.05,0.15,0.63031983
0.05,0.2,0.6014282
0.1,0.2,0.57089216
0.1,0.275,0.55785793
0.15,0.275,0.5422237
0.15,0.35,0.53427094
0.175,0.35,0.5341809
0.175,0.375,0.52971977
0.2,0.375,0.52910405
0.2,0.4,0.52614033
0.225,0.4,0.52258056
0.225,0.475,0.51872987
0.325,0.475,0.5140735
0.325,0.5,0.5136021
0.375,0.5,0.5114945
0.375,0.55,0.50640947
0.4,0.55,0.49912626
0.4,0.575,0.4955879
0.45,0.575,0.48308855
0.45,0.625,0.47503397
0.5,0.625,0.47277084
0.5,0.65,0.46224305
0.575,0.65,0.44106254
0.575,0.7,0.42114463
0.625,0.7,0.41516948
0.625,0.8,0.37941363
0.65,0.8,0.37734842
0.65,0.825,0.36737585
0.775,0.825,0.35403958
0.775,0.875,0.35041988
0.825,0.875,0.30774155
0.825,0.9,0.29448843
0.85,0.9,0.28338003
0.85,0.95,0.26761937
0.875,0.95,0.25969332
0.875,1.0,0.2208068
1.0,1.0,0.09454763
