fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7964216
0.025,0.025,0.79022515
0.05,0.025,0.78344274
0.05,0.125,0.6980117
0.175,0.125,0.5865096
0.175,0.15,0.5845685
0.2,0.15,0.58418787
0.2,0.175,0.5822016
0.275,0.175,0.56408536
0.275,0.2,0.55474997
0.325,0.2,0.5272256
0.325,0.25,0.51913595
0.375,0.25,0.5122481
0.375,0.275,0.509844
0.425,0.275,0.50512004
0.425,0.35,0.50333446
0.475,0.35,0.50270325
0.475,0.375,0.5021822
0.5,0.375,0.5014603
0.5,0.4,0.49943888
0.575,0.4,0.49825656
0.575,0.5,0.49529418
0.675,0.5,0.493585
0.675,0.625,0.4901887
0.7,0.625,0.48987904
0.7,0.65,0.48947
0.75,0.65,0.48807666
0.75,0.725,0.47970656
0.825,0.725,0.46960655
0.825,0.75,0.46165106
0.85,0.75,0.45748967
0.85,0.775,0.45532492
0.875,0.775,0.45453334
0.875,0.875,0.4388848
0.9,0.875,0.43780515
0.9,0.95,0.43592784
0.925,0.95,0.4358724
0.925,0.975,0.4357745
0.975,0.975,0.022539157
0.975,1.0,0.003070599
1.0,1.0,1.2038095e-06
